ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_DNA,Intensity_IntegratedIntensity_DNA,Intensity_LowerQuartileIntensity_DNA,Intensity_MADIntensity_DNA,Intensity_MassDisplacement_DNA,Intensity_MaxIntensityEdge_DNA,Intensity_MaxIntensity_DNA,Intensity_MeanIntensityEdge_DNA,Intensity_MeanIntensity_DNA,Intensity_MedianIntensity_DNA,Intensity_MinIntensityEdge_DNA,Intensity_MinIntensity_DNA,Intensity_StdIntensityEdge_DNA,Intensity_StdIntensity_DNA,Intensity_UpperQuartileIntensity_DNA,Texture_AngularSecondMoment_DNA_3_00_256,Texture_AngularSecondMoment_DNA_3_01_256,Texture_AngularSecondMoment_DNA_3_02_256,Texture_AngularSecondMoment_DNA_3_03_256,Texture_Contrast_DNA_3_00_256,Texture_Contrast_DNA_3_01_256,Texture_Contrast_DNA_3_02_256,Texture_Contrast_DNA_3_03_256,Texture_Correlation_DNA_3_00_256,Texture_Correlation_DNA_3_01_256,Texture_Correlation_DNA_3_02_256,Texture_Correlation_DNA_3_03_256,Texture_DifferenceEntropy_DNA_3_00_256,Texture_DifferenceEntropy_DNA_3_01_256,Texture_DifferenceEntropy_DNA_3_02_256,Texture_DifferenceEntropy_DNA_3_03_256,Texture_DifferenceVariance_DNA_3_00_256,Texture_DifferenceVariance_DNA_3_01_256,Texture_DifferenceVariance_DNA_3_02_256,Texture_DifferenceVariance_DNA_3_03_256,Texture_Entropy_DNA_3_00_256,Texture_Entropy_DNA_3_01_256,Texture_Entropy_DNA_3_02_256,Texture_Entropy_DNA_3_03_256,Texture_InfoMeas1_DNA_3_00_256,Texture_InfoMeas1_DNA_3_01_256,Texture_InfoMeas1_DNA_3_02_256,Texture_InfoMeas1_DNA_3_03_256,Texture_InfoMeas2_DNA_3_00_256,Texture_InfoMeas2_DNA_3_01_256,Texture_InfoMeas2_DNA_3_02_256,Texture_InfoMeas2_DNA_3_03_256,Texture_InverseDifferenceMoment_DNA_3_00_256,Texture_InverseDifferenceMoment_DNA_3_01_256,Texture_InverseDifferenceMoment_DNA_3_02_256,Texture_InverseDifferenceMoment_DNA_3_03_256,Texture_SumAverage_DNA_3_00_256,Texture_SumAverage_DNA_3_01_256,Texture_SumAverage_DNA_3_02_256,Texture_SumAverage_DNA_3_03_256,Texture_SumEntropy_DNA_3_00_256,Texture_SumEntropy_DNA_3_01_256,Texture_SumEntropy_DNA_3_02_256,Texture_SumEntropy_DNA_3_03_256,Texture_SumVariance_DNA_3_00_256,Texture_SumVariance_DNA_3_01_256,Texture_SumVariance_DNA_3_02_256,Texture_SumVariance_DNA_3_03_256,Texture_Variance_DNA_3_00_256,Texture_Variance_DNA_3_01_256,Texture_Variance_DNA_3_02_256,Texture_Variance_DNA_3_03_256
1,1,13591,19278,1.4333017301163515,14562,0.5651666203701281,131.54694467183796,1,0.7050005187260089,0.6976898017968782,147.23006215729956,154.20765220960988,57.42821606144492,19.9533074017306,17.46424919657298,123.07318148158842,121.46138292612706,-1.2954246399991696,494.76554800834367,0.9333195989561873,0.7269838943486829,0.08869594452321652,0.14903741101420273,0.05866793257311036,0.021403900858000674,0.025884171437161416,0.03595624341856033,0.02062597042076319,0.009303782881675705,0.015019585839208803,0.028719805319967973,0.010163476251088661,0.0018703135243042443,0.010628852039353234,0.009583659905000076,0.004524425613199669,0.011389975856377741,0.014309019363828984,0.0025855374689759845,0.0030046628288397013,0.0011904018918385555,0.010883288266599275,0.007351049301887472,0.0057810579011665746,0.00387919411041916,0.007757379134876841,0.004313536615733806,0.005392154178172123,0.001975806046538263,3.817128630747646e-05,4.2694743778556585,206.38813000544906,0.01190203707665205,0.0030823228880763054,1.7129168203419516,0.011459525674581528,0.024231327697634697,0.010141269306070448,0.015185647119818192,0.01506065484136343,0.008804455399513245,0.008804455399513245,0.0005199495010132367,0.003585861714453587,0.018020905554294586,0.2117963642341074,0.20078788559726013,0.2122555830276882,0.1992567808907684,0.2090382563633593,0.2328597899938233,0.20851063829787236,0.2367428615408297,0.8710247049834428,0.8558217607758566,0.8718063773847895,0.8539877173126602,0.7401814425659272,0.7840183262961004,0.739164711973443,0.7931196189474135,0.07524210041646688,0.07147062223688708,0.07532988720936218,0.07111912276050776,2.684471500209033,2.7493212637418996,2.6842077060817147,2.763632530087744,-0.5260681931281964,-0.49159671031680985,-0.5289429099451092,-0.4867560523944181,0.9234950244277508,0.9128962646228865,0.9246057058090603,0.9115980803147399,0.8955723212924859,0.8837554045707224,0.8958358662613981,0.8825521434618641,7.866255144032923,7.892063001852995,7.858966565349544,7.884091433848996,2.4746889951548487,2.5149267681139693,2.474921338097412,2.5205591526437496,3.0324857321884977,2.997305750200006,3.0445472602803036,3.0060372276900296,0.8103809971379743,0.8075413850484541,0.8132644746445461,0.8106950223077121
1,2,12231,16637,1.5795966539457673,13065,0.25593593235309625,124.79179809448927,1,0.7351686001081926,0.6330730047458895,128.1713325727958,134.73678042761748,53.9351462406472,18.467580246829176,16.1245154965971,126.0,123.90242561295302,-84.16797628408813,492.7300141024109,0.9361653272101034,0.7805578602295576,0.026288234414622497,0.15713749389781947,0.011124063761743625,0.009947671628838518,0.03698998160152726,0.07189262716077027,0.0059864595407515,0.020414814869030722,0.003927513869076438,0.008894010153643826,0.0009104651752426058,0.008666774056920065,0.00350714323276069,0.005723689272842924,0.00918400646487689,0.005650073458544852,0.010094333038526209,0.004328599390596738,0.005226025555051854,0.014701114045524459,0.0047558114208278955,0.007491263128490238,0.005925484922918147,0.005800500350081122,0.0029381237926809425,0.00905044129048281,0.001561378798699562,0.008474182772935964,0.00817844056070332,4.270130502060056,172.79995557293296,0.011261158622801304,0.0019836733117699623,0.6347241264467347,0.011734187602996826,0.032455939799547195,0.010142827795867115,0.014128031687755126,0.012924391776323318,0.00874341931194067,0.006836041808128357,0.0005548956654011422,0.003889164612524278,0.0158999003469944,0.24712769956860997,0.22820081674985607,0.24433387477706683,0.22801856103580392,0.36764331210191087,0.47942847305904623,0.3777457382749555,0.5098613383860132,0.817611468366353,0.7634747417938704,0.8125104701092054,0.748616285689424,0.9970785839034875,1.1243033470641415,1.0094759812337293,1.1546061739338624,0.04980191999374927,0.04463350028910315,0.049082274237402405,0.04395370932728607,2.9069595430078303,3.050143838282637,2.9240643883266455,3.067894221183846,-0.37958076258658413,-0.30794800070508677,-0.36939724786514744,-0.29918770519016435,0.8624539819489361,0.81885145510195,0.8568276849227101,0.8125144995947305,0.8380891719745224,0.8066620760888277,0.8339241794589094,0.8028421324605978,7.323057324840764,7.342571871234292,7.32100754812993,7.343209025923694,2.5051831881252453,2.529600702055905,2.516860266607052,2.532211127590781,3.6637868311087587,3.57450197559713,3.6517671470043496,3.546577558495727,1.0078575358026658,1.0134826121640454,1.0073782213198257,1.014109724220443
1,3,15191,26112,1.9595490745319772,17497,0.7745129861088361,139.07473503146377,1,0.5817631740196079,0.5103214882428204,184.34299316073515,203.35437049643167,58.309518948453004,19.29215726899229,16.0,126.2584222505144,116.60763666838525,-11.913484925143976,611.6122650963194,0.8682059781676859,0.46772379087543486,0.0991803954985262,0.15658619000063254,0.06428218372621908,0.048285111781585975,0.02725192543147321,0.024051206409065752,0.0168751659813169,0.014274651648367173,0.011363066139895812,0.009006140875494196,0.013389138447409498,0.010899893471842292,0.02267446330830379,0.013571352001686578,0.014701351904844362,0.012399463919057668,0.01668141072751085,0.006380047386446034,0.0029684370512237587,0.006055055070051745,0.007337689742037415,0.008508234935975866,0.011452011217473974,0.012792210944585975,0.010728509749910591,0.0014727923845587528,0.0018819260565202788,0.0051749016037277665,0.002141059499045235,5.207446466200054,379.4314656648785,0.012191958725452423,0.00795757956802845,2.5606715472806796,0.01187151949852705,0.07267872244119644,0.01005298545598466,0.02497738566683421,0.01905088871717453,0.008087282069027424,0.008087282069027424,0.0005445836165349554,0.015373608176868623,0.03433661535382271,0.07559981070275529,0.0646459494722545,0.0801317390901939,0.06838376470658908,1.3073385048397062,2.139447759123075,1.0622448979591836,1.9742807625649914,0.9573776966932351,0.9303760832411426,0.9653255599502859,0.9357468889444034,1.6208651639004157,1.8864301320688122,1.495903414652438,1.8227596990236141,0.01672763209511872,0.013812671843311608,0.01838836734693878,0.014743172207888173,5.28240727341815,5.583800894634221,5.157351180295141,5.506088461616283,-0.46075243929416265,-0.38016611801075945,-0.49188690306254973,-0.40194876271890445,0.9786098645904523,0.9629475958684075,0.9825538130945756,0.9681566849129266,0.6957696661911263,0.6301824726103409,0.7270566247288937,0.6529436025170147,13.090135237179929,13.165117247120858,13.024149659863948,13.159306759098788,4.294756035765905,4.330004713245174,4.273703507574361,4.315640657861974,60.037938658171356,59.31781746578676,60.207375977601856,59.478954112137984,15.336319290752783,15.3643163062275,15.317405218890286,15.363308718675732
1,4,24910,33480,1.2212733316956688,25553,0.30143216708329246,178.0909797248387,1,0.744026284348865,0.8188175194258575,183.46511409745344,190.1578291840754,80.95060222135473,28.058103641975165,24.73863375370596,173.23409763305978,174.93171568209678,-69.84847754497932,618.2985565973347,0.9748366140961923,0.8545872479558964,0.04342179739815534,0.11033624090995003,0.019145947124428932,0.020347352464640957,0.031032808397662783,0.06089078700997119,0.00990246280991955,0.01815941708579247,0.00522117670101868,0.006844132878550237,0.015882604662887517,0.021367109214686007,0.008996931569693686,0.0044074561684845385,0.0112876487944169,0.00995475552109151,0.007659816297872814,0.00283860448284802,0.010257453366885655,0.0024636212194444626,0.00490440346872005,0.009092401591087415,0.0028678753986393626,0.006016534092062508,0.008414908162106133,0.005730544758448854,0.0028772539773919328,0.0029895341274449928,0.002455852599889658,5.3091020649299026,681.7098369421437,0.015396352857351303,0.009964140132069588,3.6450240938124647,0.01187151949852705,0.08448920398950577,0.010055117547215725,0.027366914369415647,0.026504920795559883,0.008422980085015297,0.008422980085015297,0.0005862938668876129,0.013569054980148284,0.03538567200303078,0.04270589801958995,0.035691766964924015,0.04395435013931673,0.035744348605417586,1.0355719860340935,1.6784084308356153,0.9277677398160317,1.6015414577549416,0.9560984443982864,0.9285311306810712,0.9606846651911319,0.9318442108305514,1.5046683024623366,1.7492883237902341,1.4494413711788094,1.729634784962934,0.015751798240945778,0.01351947611393201,0.016307647804262776,0.013619144422769304,5.403061897439404,5.698313670396576,5.342217941991562,5.6752657560173505,-0.48157148415195145,-0.40234114056931086,-0.4992268533883528,-0.4088676088133416,0.9836266844746632,0.9712378119943771,0.9855932344355212,0.9725679091587499,0.7098141999109705,0.6510809000397367,0.723069620676533,0.653367592206819,14.177818853974124,14.260268857356234,14.174728975032853,14.249782455558783,4.471756662999494,4.488814684171186,4.471106310428724,4.495593502221302,46.141434470369546,45.29052914520804,46.26845960131547,45.39494929589725,11.794251614100894,11.742234394010893,11.79905683528289,11.749122688413088
1,5,9741,12688,1.2021409416625513,10045,0.6623925557624617,111.36707953998445,1,0.767733291298865,0.8318492161301885,129.26809926967735,133.46160496562297,46.647615158762406,17.217162241578734,15.524174696260024,100.01329288504203,96.84209207688417,25.560961761966787,383.60512242138304,0.96973618715779,0.6959415186698795,0.038576770574289536,0.18231908676343972,0.07036376110776583,0.009211573057364607,0.005437997770424556,0.047357026264008846,0.006135914481470219,0.025024602081171507,0.018079152833116816,0.010781804229320418,0.0011666647498888932,0.013539921479302667,0.021325658317760034,0.008311257911128068,0.015486660758857618,0.003853106732789679,0.0037413579295168258,0.004240263854024876,0.003973873310779185,0.01120677568712957,0.007202105517488141,0.009101378230360955,0.008281661973246689,0.005463539742152833,0.011570831517435156,0.005378536392502604,0.0016030487081289942,0.0021661249514075367,0.002238153443330078,3.334935562685132,222.5562687171623,0.014450293965637684,0.006675822660326958,1.7295454863123654,0.011688411235809326,0.06164645031094551,0.01007533402623907,0.02284737385454905,0.020965896546840668,0.00871290173381567,0.00871290173381567,0.0005595092100805218,0.010449377063569356,0.027985045686364174,0.05509290074829921,0.046474851178426355,0.05687477236242368,0.04206123262668999,0.7912932138284252,1.2391093901258472,0.7371774450461932,1.2853254953189637,0.9436758930420692,0.9116277992498047,0.9475662945015036,0.9079206255110164,1.3440531659537622,1.5630591389130162,1.3269651764699937,1.593091048489792,0.022508931012317424,0.019708909306489632,0.02250345552097233,0.018827984722983665,4.892113930605072,5.14741409683597,4.850520920920172,5.228081221452236,-0.4722477116492235,-0.39478364034002084,-0.4828518498818793,-0.37096394126397214,0.9754047737550758,0.9594223881505948,0.9769254214242685,0.952653654574097,0.7316214853911622,0.6753566609497366,0.7364953244757604,0.6393006572070621,11.910584720443875,11.957835861030441,11.883189975576085,12.031896364032223,4.122576018452186,4.133640441835006,4.112053189354197,4.13543013232259,27.30655889839224,26.803858412124725,27.381279491678214,26.632446588867708,7.024463028055152,7.010741950562661,7.029614234181103,6.979443021046649
1,6,16965,22176,1.1461600249710464,17217,0.37618707355080894,146.97111578957288,1,0.7650162337662337,0.8724785180195596,152.8878093862503,153.73353570382747,69.26037828369117,24.10948990259597,21.213203435596427,141.22499198320295,141.65724135277912,4.50605899712057,494.3158005400378,0.985363303711448,0.9023859771748384,0.016950852411172574,0.0829434421982096,0.03139178069602379,0.010796455537615216,0.02121601655259966,0.058818486188182445,0.01901857040612866,0.007374860318836374,0.0036249968540720406,0.007803389735347874,0.0073661037385267586,0.033148774735420466,0.006332079462996607,0.0030701120694712905,0.0031656786853925356,0.0029457446648929937,0.0027921353994628125,0.005508120150946375,0.0035706623170875156,0.012928837231540017,0.0028986874303921152,0.00047721551720856544,0.0022948965294224974,0.0028037942953827205,0.00535645654087083,0.007009288468230211,0.00513682944074741,0.0030871063594553583,0.0006070793291268202,4.239932908676565,448.2338769938797,0.012115663848817348,0.007431143894791603,4.848509727696289,0.0117647061124444,0.09181353449821472,0.010071099545550036,0.026421095018796328,0.018051423132419586,0.008636606857180595,0.008529793471097946,0.0005223127552750443,0.017553593875753077,0.03967345878481865,0.09390610651974289,0.0849718590868164,0.09549267213416324,0.08558328222997881,1.1822424242424243,1.958935128518972,1.1185507772334122,2.0241332843317403,0.9703732334955897,0.9510126425440556,0.9719650582519259,0.9493848145205955,1.5658664586011166,1.826003974003516,1.5369651874444206,1.8382697001545345,0.015088232629323545,0.0127623949816235,0.015412839275745613,0.012760871491117466,5.190382958838178,5.458210130680074,5.150517225034125,5.4477853255849,-0.5081325606189748,-0.43815490884431874,-0.5194774259614074,-0.44117676420692864,0.9853232118421434,0.9763336300764482,0.9864411205007455,0.9768359147150251,0.7204155195096371,0.6667487606294576,0.7285928075290526,0.6686514501950005,13.750363636363636,13.827356181150552,13.733321236315248,13.834742129119196,4.300665278118261,4.334418981656094,4.291654151906786,4.332513642818532,78.62683320110196,78.01823572748009,78.67835319245836,77.95713183047678,19.952268906336073,19.99429271399979,19.94922599242298,19.9953162787021
1,7,9538,13552,1.3836229686560089,10096,0.713486529587383,110.2005389173936,1,0.7038075560802833,0.7227402425758778,133.02445495838995,136.0036764208968,43.965895873961216,16.035587476152607,14.560219778561036,98.80993112853868,93.20610466772143,-31.111715447449495,407.23253941935263,0.94473058637084,0.6565474821692157,0.022784841178925208,0.18673832414712752,0.07923671944534717,0.011535217961926717,0.014897055233722018,0.030528933943306073,0.010254916767923046,0.03193576228474503,0.010904317958211918,0.012663636340396538,0.0037427259675557895,0.01901362319414428,0.024019676655255118,0.007914131069793318,0.013930266274205188,0.007289098858632548,0.0034504380570105665,0.005660604390603859,0.0020774396515615963,0.002679053085767339,0.0040232201939281835,0.009309584983264242,0.01363076697868955,0.005019213756602496,0.006624835635485516,0.005749987291727573,0.0010998140104907519,0.005861744082370914,0.0007438149107882258,3.527763827703893,205.9149931697175,0.013931486755609512,0.006164645776152611,1.507568697922832,0.012191958725452423,0.07493705302476883,0.010079325222011123,0.021588906811670947,0.019409475848078728,0.008422980085015297,0.008422980085015297,0.0006127511638666169,0.01044644826774271,0.026474403217434883,0.06284161669266977,0.04824558803013393,0.06478840435000785,0.05587556110115575,0.8802747791952895,1.4463169642857143,0.8463300250845238,1.4522944866292506,0.9377676808038904,0.897662982690225,0.9401928067219772,0.8973360501153693,1.377092854319828,1.577501252248299,1.349444318534753,1.6040097834109952,0.01975609029310568,0.017583953234614154,0.020111231891268105,0.017370386733556346,4.748860480235127,5.048384009867725,4.6948110858309615,4.970399101885981,-0.4622760025519653,-0.37115754677156715,-0.48069011415428464,-0.3930142895686951,0.970802705905396,0.9485842939561623,0.9740305162700506,0.9550221048561419,0.7446301567354503,0.6595809415892138,0.7504880812599276,0.6999688825960357,11.250572456656855,11.376004464285717,11.250736176246045,11.298888522064493,4.004723053758054,4.030022325504392,4.005644729614233,4.010718537555009,27.409681004754376,26.819446535694283,27.455617573433315,26.839905224394343,7.072488945987416,7.066440874995024,7.075486899629471,7.073049927755957
1,8,8922,13054,1.3158149930124998,9353,0.5713450498073392,106.58256526340095,1,0.6834686686073235,0.7599852603218515,118.59392548371716,123.9395013706284,47.01063709417264,16.572908157636103,14.7648230602334,100.60302373328287,97.3312155233415,-86.72550698197558,384.0904037956217,0.9539185288142842,0.7392943962325306,0.03985152214363628,0.16875882626074812,0.05589721057230081,0.007802576515409004,0.020137521493407584,0.05669083870063887,0.0034369109125554124,0.02562146673914584,0.012682621189655519,0.0108817418035378,0.004539073434487456,0.005756974700845324,0.020041856240132275,0.005256721205446767,0.00910337205188853,0.010978211475673506,0.010693729976285404,0.005975509645163481,0.0030215690391341464,0.010849432764292255,0.010209095218488007,0.006482792303374446,0.002469216334944,0.00938178052589605,0.0012955609181844144,0.004080479590212038,0.005244923810813112,0.0007130694244090818,0.005223758623612728,3.3411154709756374,101.6936150547117,0.010650797747075558,0.0007324330508708954,0.5656550601941019,0.011841000989079475,0.01504539605230093,0.01015536617317823,0.011398073868494923,0.011352712288498878,0.008560311049222946,0.008529793471097946,0.0005435666274419846,0.0010012828353625988,0.012130922637879848,0.8326385177281538,0.8349342561822604,0.8335739906585042,0.8344151529306868,0.08391527001862198,0.0838479809976247,0.08266105460072488,0.08198080796114204,0.09265449843566546,0.07456250282168563,0.10369227341823406,0.10852125414438063,0.41589366602433775,0.41548132173827684,0.4114868696345401,0.40912052111450875,0.12936298956371875,0.1295025643050987,0.1296687181387917,0.12989601796512784,0.6093945943331474,0.6016155771002041,0.6066968209918907,0.6051026706961431,-0.016013939081866196,-0.011274081077332021,-0.02049127077442342,-0.02207775609599694,0.09894112601094997,0.08244939476394277,0.11172343035874491,0.11583435458450911,0.9581820297951582,0.9583610451306412,0.9586694726996376,0.959009596019429,5.942155493482309,5.94418052256532,5.942359406056354,5.9428977609288,0.5241551390837264,0.5153090837889258,0.5240357663911658,0.523121862735001,0.10105345440650382,0.09735924532134277,0.10178688029765937,0.10194013988480322,0.046242181106284974,0.04530180657974192,0.04611198372459313,0.04598023696148701
1,9,16095,21895,1.2219796044539548,16584,0.3167300916159974,143.15303165672896,1,0.7350993377483444,0.8183442639755457,147.54754648649427,151.60804727981954,63.953107821277925,22.59170452341304,20.0,140.2323924666803,139.95116557702545,-34.024207309017996,497.144227664784,0.9705137481910275,0.8865409779799344,0.01969830835799468,0.09261227632893942,0.02110709539004359,0.010222239431186145,0.028400622843615136,0.0608170883649304,0.011765989834052307,0.010422532135905509,0.002781891196362445,0.006721488450435543,0.009119629418540838,0.030944218845470245,0.007763058896012922,0.005640019455287922,0.015460836605200201,0.002784990565244995,0.006401963750308474,0.0060344161637142886,0.001495473171054601,0.010985198143242624,0.005503876691855053,0.004794509635637676,0.0026945670222252257,0.0073331621516700835,0.0012648475382787848,0.008468650885400159,0.005586537805545025,0.0018294836579649993,0.005740120021238065,4.283787336200476,178.7799667948857,0.01028458122164011,0.00079346913844347,1.3718092056007172,0.011612115427851677,0.015243763104081154,0.010127156823168974,0.011107795389554875,0.011017014272511005,0.008453498594462872,0.0076752882450819016,0.0005242599270919487,0.0011364886317317652,0.01188677828758955,0.6572282113136532,0.658820186403714,0.6585920071130251,0.6584715054531061,0.13954975697109237,0.13636363636363635,0.13740653160350227,0.13886197765290967,0.3946257751190214,0.41089161365242294,0.404590984118087,0.3957714812786684,0.5830584501148757,0.5746356978376795,0.5774062437448124,0.581250656804333,0.11196975107983945,0.11289256198347106,0.11258960932952082,0.11216826847390704,1.1136923195430253,1.110707608772499,1.110463408695072,1.111110838817284,-0.14718373625261266,-0.1583373396747207,-0.1539775791146843,-0.14810883447936382,0.4027018863358037,0.4169608856760395,0.4112204305991246,0.40352060650117233,0.9302251215144537,0.9318181818181817,0.9312967341982489,0.9305690111735453,5.793425428498337,5.792929292929292,5.793059372403656,5.794871794871796,0.9741425625719332,0.9743439724088624,0.9730568770915698,0.972248861164374,0.3214865780282352,0.3265855917371141,0.32414688105342293,0.3207719964162479,0.11525908374983196,0.11573730702518681,0.11538835316423146,0.11490849351729082
1,10,14734,20735,1.3028294254844128,15506,0.6786634474859577,136.966826100804,1,0.7105859657583795,0.7675601889542709,161.07065841993924,158.00316452527144,58.463663928973865,20.861940893154827,18.867962264113206,126.76870537799317,118.2982488602574,-42.97912446205397,491.144227664784,0.9502128208435444,0.7497066132371684,0.04315331932477514,0.14650344890898775,0.08856995915324173,0.0019506703308498853,0.02750824440893442,0.03813747132344245,0.009356713635602197,0.012972685055480408,0.013107219225521358,0.01722937175222564,0.003527027879787577,0.003672087645953928,0.019446943860850593,0.012667848036178316,0.004427761500298832,0.004573366715970695,0.007893031522934954,0.013741056412018069,0.0037044913425542366,0.0006590353609603475,0.009905024796015075,0.006976927199711349,0.008237633092751986,0.00044075006516078406,0.0008880586545750611,0.009800838690815085,0.006868409349661479,0.0016065106433793951,0.001826820065434289,4.244312248192728,296.42101344652474,0.01271076500415802,0.0049591828137636185,6.2742046785530565,0.012115663848817348,0.07423514127731323,0.010178206830198388,0.020118162986733048,0.016906997188925743,0.00869764294475317,0.00869764294475317,0.0005359332510644425,0.010613995492634622,0.0238727405667305,0.10112231029158966,0.08509018542203677,0.10185313095826566,0.092110252010681,0.6543063037850696,1.0071829884076524,0.5682773109243696,0.9377162629757785,0.9554225341839181,0.9316865302072129,0.9613102230454857,0.9363062748675294,1.232931889792762,1.4247772619653705,1.1698741846210856,1.371429137559936,0.02226562430666832,0.019279261888069853,0.02301067632935526,0.020579012403093636,4.336448072473295,4.601834927190547,4.301887712427817,4.498995096593569,-0.524456193566818,-0.441464704093564,-0.5379336217451965,-0.47468286897107376,0.9768118604136417,0.9624158308075599,0.9786774376674156,0.969124372372899,0.7936205119466361,0.7388801029132861,0.8041373246131032,0.7671260486584264,10.44385363464633,10.519166488869923,10.446848739495797,10.485205847044696,3.771640207607048,3.825940115512099,3.775072291528284,3.811334284981945,28.701615653942696,28.479914986931902,28.807819201209938,28.50682512710661,7.338980489431961,7.371774493834884,7.344024128033578,7.361135347520584
