ImageNumber,ObjectNumber,FileName_DNA,PathName_DNA,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_DNA,Intensity_IntegratedIntensity_DNA,Intensity_LowerQuartileIntensity_DNA,Intensity_MADIntensity_DNA,Intensity_MassDisplacement_DNA,Intensity_MaxIntensityEdge_DNA,Intensity_MaxIntensity_DNA,Intensity_MeanIntensityEdge_DNA,Intensity_MeanIntensity_DNA,Intensity_MedianIntensity_DNA,Intensity_MinIntensityEdge_DNA,Intensity_MinIntensity_DNA,Intensity_StdIntensityEdge_DNA,Intensity_StdIntensity_DNA,Intensity_UpperQuartileIntensity_DNA,Texture_AngularSecondMoment_DNA_3_00_256,Texture_AngularSecondMoment_DNA_3_01_256,Texture_AngularSecondMoment_DNA_3_02_256,Texture_AngularSecondMoment_DNA_3_03_256,Texture_Contrast_DNA_3_00_256,Texture_Contrast_DNA_3_01_256,Texture_Contrast_DNA_3_02_256,Texture_Contrast_DNA_3_03_256,Texture_Correlation_DNA_3_00_256,Texture_Correlation_DNA_3_01_256,Texture_Correlation_DNA_3_02_256,Texture_Correlation_DNA_3_03_256,Texture_DifferenceEntropy_DNA_3_00_256,Texture_DifferenceEntropy_DNA_3_01_256,Texture_DifferenceEntropy_DNA_3_02_256,Texture_DifferenceEntropy_DNA_3_03_256,Texture_DifferenceVariance_DNA_3_00_256,Texture_DifferenceVariance_DNA_3_01_256,Texture_DifferenceVariance_DNA_3_02_256,Texture_DifferenceVariance_DNA_3_03_256,Texture_Entropy_DNA_3_00_256,Texture_Entropy_DNA_3_01_256,Texture_Entropy_DNA_3_02_256,Texture_Entropy_DNA_3_03_256,Texture_InfoMeas1_DNA_3_00_256,Texture_InfoMeas1_DNA_3_01_256,Texture_InfoMeas1_DNA_3_02_256,Texture_InfoMeas1_DNA_3_03_256,Texture_InfoMeas2_DNA_3_00_256,Texture_InfoMeas2_DNA_3_01_256,Texture_InfoMeas2_DNA_3_02_256,Texture_InfoMeas2_DNA_3_03_256,Texture_InverseDifferenceMoment_DNA_3_00_256,Texture_InverseDifferenceMoment_DNA_3_01_256,Texture_InverseDifferenceMoment_DNA_3_02_256,Texture_InverseDifferenceMoment_DNA_3_03_256,Texture_SumAverage_DNA_3_00_256,Texture_SumAverage_DNA_3_01_256,Texture_SumAverage_DNA_3_02_256,Texture_SumAverage_DNA_3_03_256,Texture_SumEntropy_DNA_3_00_256,Texture_SumEntropy_DNA_3_01_256,Texture_SumEntropy_DNA_3_02_256,Texture_SumEntropy_DNA_3_03_256,Texture_SumVariance_DNA_3_00_256,Texture_SumVariance_DNA_3_01_256,Texture_SumVariance_DNA_3_02_256,Texture_SumVariance_DNA_3_03_256,Texture_Variance_DNA_3_00_256,Texture_Variance_DNA_3_01_256,Texture_Variance_DNA_3_02_256,Texture_Variance_DNA_3_03_256
1,51,Hoechst.tif,D:\data\20240708\A13318552-2\0,10579,13534,1.1668157568013586,10758,0.6688592868096179,116.05861081261178,1,0.7816610019210877,0.8570333355296318,135.4346540985723,133.37541002748594,48.507731342539614,18.311536344797513,16.492422502470642,99.69088322996303,100.6806365508438,89.46490760212346,393.84776310850236,0.9833612195575385,0.7559755148794092,0.08033968359358595,0.13478488027431462,0.07874923977934091,0.008015922696128375,0.01231021366978349,0.03744076272426516,0.005423035409314103,0.019363363045216176,0.030172743193996033,0.01845785360997667,0.006179435134963112,0.01081238517081895,0.010297336651278985,0.014691892546101561,0.005702447092055772,0.005464967393963871,0.004507417257837666,0.004191483732163229,0.0006096417766801006,0.008507891246872415,0.0045679173428405375,0.008308407628811838,0.010666364498333376,0.0012382181584379725,0.006198343792752893,0.00978014814970089,0.006628356919427476,0.0006681416997493709,0.0006847088102203921,3.9994659777730703,190.59635425824672,0.016266116872429848,0.0019073784351348877,0.30914250406100524,0.014068818651139736,0.02676432393491268,0.011763135228744325,0.018016481166296127,0.018158236518502235,0.00938429869711399,0.00938429869711399,0.0009623455621362668,0.0027949406681605344,0.020096132531762123,0.22360820883561247,0.20448839566273677,0.2195851035183685,0.214150090428406,0.286771147668646,0.3591297436916352,0.3133536405620516,0.3381680906020266,0.7409866626042894,0.6661577814414018,0.7088552219100014,0.6820593809222941,0.8700171834501336,0.9610069849496655,0.9054240644766949,0.9379061211015228,0.05848627143989054,0.0522979409560718,0.05588846271708073,0.05388761057114441,2.6550005298471833,2.7568709798494853,2.6786324979257197,2.7040503227676025,-0.3546081694148802,-0.27021263016094715,-0.3202400477759749,-0.29538594675621177,0.8255797159461242,0.7598630067007328,0.7999305943380824,0.7799081982583128,0.8577825367468122,0.8246075899066163,0.8450918738331532,0.8342539241009339,9.258249780979266,9.300516590502681,9.284956273951066,9.305781839856945,2.3612165847570505,2.377877843179207,2.355004312606625,2.3515518624678657,1.927563840266913,1.7923641281273035,1.8392086867978747,1.7890724713809192,0.553583746983886,0.5378734679547357,0.5381405818399827,0.531810140495736
1,52,Hoechst.tif,D:\data\20240708\A13318552-2\0,12655,15900,1.1740246864713297,12819,0.7271554851262871,126.93638737030247,1,0.7959119496855346,0.8517708456417714,153.5538534983734,149.56603892595405,50.35871324805669,19.894227973695866,18.0,101.89974719060224,105.41054323737845,-82.72108068413776,432.0904037956216,0.9872064903658632,0.7202881733850462,0.0450314381242397,0.15616587630485768,0.09759135551853346,0.009477086184598551,0.010065672703771346,0.034469251551162074,0.0019877701293807715,0.01465175609726525,0.017124722352899923,0.014762320745319883,0.0018694901162627975,0.006429768408409025,0.022353125302169517,0.01949957128044285,0.0025228980106207963,0.005032623615921279,0.007538288861687534,0.008239202700630383,0.0014413413132342322,0.0007815282530676814,0.005201260517630226,0.0038457342348853633,0.009039294039227654,0.0022596062537124837,0.007480404047980413,0.00905862593661847,0.00608466165076629,0.0028431309525296295,0.0010473337865766876,4.971404645591974,245.2872372670099,0.01734950765967369,0.0019378941506147385,0.5117456256129148,0.0158388651907444,0.029648279771208763,0.013186749723055634,0.019382634315844322,0.01908903568983078,0.010696574114263058,0.010696574114263058,0.0007352410445924222,0.003060706269485013,0.021377889439463615,0.2108526444486763,0.198016727122905,0.21340612817259969,0.20286356786618837,0.27385488447507095,0.3357089583160687,0.28045882834903724,0.3138680102420087,0.792846047640199,0.7393439054180103,0.7846424220068807,0.7578647534972052,0.8507755061426447,0.945108926408736,0.8658827844760176,0.9137287428483643,0.05473198394438511,0.050202485306780065,0.05448436710175621,0.051628422538244505,2.775931129117716,2.864850428492095,2.7668626913333467,2.8342950123255974,-0.40885387723742117,-0.340162464511066,-0.40406555216276896,-0.3624267726876054,0.8717062115061475,0.831229686001673,0.8681373280390285,0.8454592180104733,0.863850830968788,0.8395044335791828,0.8626218762802131,0.8476253407119848,9.965626266720715,10.015496809480402,9.99090536665301,10.006938134963246,2.4969548807238136,2.5024654781693414,2.4732595579387273,2.500367753799025,2.3701196219772385,2.240167572439475,2.3241286764193916,2.2786336166401924,0.6609936266130809,0.6439691326888841,0.6511468761921186,0.6481254067205597
1,53,Hoechst.tif,D:\data\20240708\A13318552-2\0,12364,16215,1.1487711999334516,12526,0.6027744393887032,125.46845711614355,1,0.7625038544557509,0.870495360658354,140.54927342439288,140.80127840328723,56.302753041036986,20.44056539207823,18.110770276274835,113.4989673530136,112.14590037568038,-84.4520630266423,422.47518010647184,0.9870669008462398,0.7938720813352508,0.046443541952186834,0.14133891813413488,0.06911314239261161,0.007820862844360012,0.010972640827599748,0.05819141829188415,0.016855947681762157,0.01587549640326516,0.016371067575773668,0.012739756770058674,0.0034566801893864242,0.004866036445974359,0.01172634668529098,0.00996165158206743,0.0031917070356993972,0.012889974272519724,0.004638247538104441,0.004510588096519343,0.0035170317848329485,0.007700381607365819,0.01262801224888335,0.0014275843858114596,0.006623147910411852,0.0010449024541114233,0.0030262375368295996,0.0076572233744995844,0.004001046345518482,0.003595265053732504,0.002039385823381784,5.151155917905271,264.87805131357163,0.01922636851668358,0.0023498889058828354,0.5379410441839563,0.01887541078031063,0.03019760362803936,0.0142297124804013,0.021423329934776095,0.021698329597711563,0.011383230797946453,0.011383230797946453,0.0013111926902246772,0.0034379591666357386,0.02394140511751175,0.18267531673458118,0.16999768893514783,0.18146802102493137,0.17432634003962857,0.3039354355603628,0.3615110960528545,0.31839879407084837,0.3586212722818281,0.8045154621815929,0.7626406818205106,0.790689771567272,0.7588926831631784,0.8960549505869706,0.9683607924922795,0.9134115639465014,0.9641826342434393,0.05215105313378823,0.04805411904043845,0.050894665660300896,0.04819675941649941,2.9592416886465283,3.048575795008147,2.972287330153658,3.0160522631843385,-0.4034558669974517,-0.341345787790498,-0.3836860873696819,-0.34637906202193525,0.8808482763103258,0.845493855941261,0.8695606321558216,0.8469620179692264,0.8504284882269738,0.8251397594443504,0.8432124612679005,0.826062346878432,11.020800399367667,11.063527020159242,11.044971107947408,11.071470811861113,2.64479698765646,2.664459224253867,2.64170617878779,2.63871945776514,2.805624419682019,2.684597216235872,2.7239636977667203,2.6161642048800786,0.7773899638105952,0.7615270780721666,0.7605906229593984,0.7436963692904826
1,54,Hoechst.tif,D:\data\20240708\A13318552-2\0,9818,13390,1.1884490199243891,10010,0.6927789987915733,111.80637660799954,1,0.7332337565347274,0.8414328113658771,132.64956297514198,133.15029102484155,47.20169488482379,17.461614881235526,15.652475842498529,97.67425114173942,95.66022648404683,-20.284642597696088,382.9188309203678,0.9808191808191808,0.7049176360682902,0.04775578507161688,0.16694080440274972,0.08253081820357065,0.013378284076822006,0.01917923152898755,0.04033988600399424,0.009120979390455163,0.02082223010845237,0.020897447129830743,0.01832012514441843,0.005438851374842073,0.0043895884471600284,0.021216207094514546,0.010865983753428786,0.010382566365677755,0.007214656130410988,0.005519797698650556,0.0027037506193084712,0.0006549753338367796,0.002144255964314329,0.008654759740492632,0.010086031388599974,0.007460539404864704,0.0044685683371580515,0.00887916898313843,0.0071123468324518265,0.007182667188868895,0.003045529325605858,0.00032740351729154183,4.406820815987885,176.26660673785955,0.016342412680387497,0.00157167948782444,0.3815026969009405,0.0156404972076416,0.02560463920235634,0.013476516256843684,0.01795341278650026,0.01770046539604664,0.010696574114263058,0.010696574114263058,0.0009554363039595351,0.0024029526338701164,0.019562065601348877,0.2357932331392116,0.22343903638379586,0.2395491821204836,0.22613649312607667,0.29083580823080185,0.3271219302024989,0.2862551267220528,0.32094811018577835,0.6875272973895303,0.6488433826176064,0.6920117966862357,0.6526621850522645,0.8743737529068172,0.9233153036920523,0.8667277502981934,0.9137220914820016,0.057993169183984936,0.05472365302213218,0.05840205819232576,0.0551575729512917,2.49641604153026,2.5588846139760433,2.4842240177387422,2.537104633446223,-0.303018685893501,-0.26277841753680614,-0.3086093229116738,-0.26802222461435643,0.7680982286330452,0.7340955538461741,0.7720619753274582,0.7375535097931885,0.8554730589732711,0.8388948728996122,0.8573772215795562,0.8411915438821269,9.206406448875688,9.223287376130978,9.195919655063623,9.218022635062994,2.1997376153953097,2.219328434012093,2.1941616584487607,2.2065645140127588,1.5706759705651478,1.5359893654976844,1.5726155939233024,1.5270977769807104,0.46537794469898586,0.46577782392504474,0.46471768016133197,0.46201147179162305
1,55,Hoechst.tif,D:\data\20240708\A13318552-2\0,12294,17464,2.0264791261267727,13654,0.6685597294987767,125.11277697730992,1,0.7039624370132844,0.49346671628999644,148.8553209014387,148.70776711389354,49.47726750741192,16.043315505546662,13.45362404707371,111.54310476306227,110.69751699924863,83.23140233579055,559.5290039756342,0.900395488501538,0.6980164165729568,0.05041236219482897,0.15517733576922624,0.07430918075373635,0.019760831359041952,0.010470988779896962,0.038580638508836605,0.018835876061183667,0.014755272156475091,0.014982274118455536,0.017414125376031004,0.011053947498488363,0.004802628426612276,0.0210965209968577,0.006962900276004559,0.01041550352494904,0.007904706884568633,0.014232475969009735,0.005092338076395082,0.013370022213405977,0.005019577910500915,0.0059094996970710115,0.0063187086534209165,0.013252807997505283,0.007667934156570255,0.005041865241170321,0.01213390396218586,0.0017079611167708391,0.004945545698993497,0.0035882513300225616,7.597634915262461,233.94923466723412,0.01736476644873619,0.0017547886818647385,2.910950455424342,0.021530479192733765,0.030807964503765106,0.01582840607346346,0.019029545686288767,0.01910429634153843,0.009018082171678543,0.009018082171678543,0.0038146801456921293,0.0028684588719596954,0.02087434194982052,0.22026203729750052,0.2100365080394974,0.22340593864683223,0.2129589577639077,0.300287842871656,0.3437016669530847,0.3013256288239293,0.3382748157780667,0.7494664702259194,0.7071649475586714,0.7455999234483037,0.7126865943173788,0.8836683964519584,0.93817143348439,0.8859868000613127,0.9373237016445821,0.05212406624006488,0.048849680549846224,0.0520659438456493,0.049406956428465564,2.752851813933368,2.8138443934931994,2.7470505176399587,2.8075598721462356,-0.353113337652777,-0.3024554104803912,-0.3482161347897815,-0.30815135316085596,0.8323896711771153,0.7956832517105059,0.828224828144968,0.8002428678499479,0.8501608533694548,0.8300051555250042,0.8498470428280083,0.8339835283918509,9.740010159160175,9.76387695480323,9.75356900067981,9.768530559167752,2.4501347944697884,2.461342768906847,2.4421302232054667,2.455689129878489,2.0968990178446774,2.0037062959098932,2.06758583463386,2.0164695789317193,0.59929671517909,0.5868519907157399,0.5922278658644586,0.5886860986774565
1,56,Hoechst.tif,D:\data\20240708\A13318552-2\0,20545,26892,1.1344278226572373,20754,0.5294815696483733,161.7365340502384,1,0.763981853339283,0.8815016522229161,175.74166276506824,176.47946056127893,73.7563556583431,26.53648425166042,23.430749027719962,148.01063320242775,149.08542061534655,52.236364779263866,541.1858582251266,0.9899296521152549,0.8394395512427317,0.046239229898641,0.11902381336545141,0.05661494380018486,0.018350867207426253,0.004361623615651545,0.06133889125793597,0.01968517200889766,0.008619759448721592,0.013515971313912372,0.007565493717685665,0.009057787491470452,0.017067446152151965,0.004863048757025138,0.009287945670774745,0.003955935263721971,0.015498996192288403,0.007102668861422826,0.0011457924105385106,0.004786134930782786,0.0015748604354149955,0.009987251236243132,0.004083106928747517,0.004177495200494276,0.00144863573865875,0.0056667362503352,0.004185422845303133,0.004135366758099798,0.002738095354119683,0.0019774987216683243,6.20555433165282,413.27628220710903,0.018310826271772385,0.0018005650490522385,1.7114475974846564,0.018661784008145332,0.0321202427148819,0.013490335503593087,0.020115662312344077,0.020111391320824623,0.00961318425834179,0.009552148170769215,0.0023929081270735292,0.0032659950594085864,0.02191195636987686,0.2238558138431057,0.21725873922792527,0.22348920093172753,0.2153876440072657,0.2942818684879606,0.32839419358079264,0.2963332501870791,0.33617902606587186,0.7978998922804056,0.7693855075128234,0.7939238997340252,0.7626882672355491,0.8812146441075472,0.9305346878758193,0.8819421126683568,0.9361953818692279,0.05288992791612925,0.050373121693662946,0.052604220132637484,0.049611502010971885,2.860481825664758,2.906128146789739,2.856346121966182,2.915365794507659,-0.39680435928799823,-0.35701647797707325,-0.39435712766827624,-0.35020446381348586,0.8702378434767909,0.8468723330292233,0.8684242613811289,0.8425845838312079,0.8544144772919886,0.8402631975488473,0.8528510850586182,0.8353657304505959,10.336357744653272,10.35993771661058,10.341332002993266,10.367902606587188,2.5588858592636474,2.562052424467732,2.5543306301656257,2.5651252277244634,2.6179567424509855,2.519598489264567,2.579626162909449,2.4970481570128413,0.7280596527347427,0.7119981707113467,0.7189898532741346,0.7083067957696656
1,57,Hoechst.tif,D:\data\20240708\A13318552-2\0,16404,23506,1.1867212673848082,16787,0.4739324412410342,144.52066112440676,1,0.6978643750531779,0.8426578569740407,155.47161315793346,160.0781059358212,63.89053137985315,22.783607533418063,20.396078054371138,136.82357903819764,136.90227150131867,-76.68389670934599,494.6000717874997,0.9771847262762853,0.8009614288622083,0.031530877795840816,0.13944906159758935,0.04282556407959469,0.010797087953968625,0.040321462374766824,0.06114854433867795,0.011682008792667595,0.029420905986221477,0.007663282342600589,0.004707150228101901,0.0018829717290394187,0.007940257347316872,0.011293631442113703,0.004547755836699158,0.0069585773310261835,0.00979909316435772,0.012121454289237745,0.010398233017140044,0.01079375214538596,0.007640089807783993,0.011153844995096944,0.004979635551519509,0.004854972194701918,0.0044418054765844525,0.005485179130176146,0.004277608224912167,0.0030982102916939846,0.007457949058005553,0.003307529992422862,5.342992345802486,307.78094331454486,0.017135880887508392,0.0016479752957820892,0.91808205535857,0.0161593034863472,0.02688639611005783,0.012937027471676722,0.018762554457116852,0.018631266430020332,0.01031509879976511,0.01031509879976511,0.0010989719846456495,0.0026058856237761,0.02047760784626007,0.22913113593870377,0.22045934826580477,0.22974255806043722,0.225229865512662,0.29136915946386077,0.3233373486337412,0.2920670812134916,0.31225471578680847,0.7141763890553328,0.6857588170843772,0.7141596657532271,0.6900799756284246,0.8738681572662087,0.9275429175940567,0.8774138047853397,0.9050886551216236,0.057877830509069514,0.05562657638026138,0.05794280231483458,0.056044455908250204,2.601044080662019,2.6668992326222907,2.6058846959243898,2.62689488052289,-0.32995882079290967,-0.2947961083193477,-0.3287023866345702,-0.3043903017192282,0.8013789135648629,0.7760930082500994,0.800757349629349,0.7814077258564717,0.8549166979832143,0.844037278894313,0.855247785943094,0.8459235346246361,9.679068019541525,9.692766119317822,9.682557628289679,9.69977212305355,2.306164038516822,2.3220396911332015,2.306187092907316,2.303848954341807,1.747434832276781,1.7345555451856995,1.7515009266614214,1.7028116963946758,0.509700997935159,0.514473223454857,0.5108920019687204,0.5037666030453707
1,58,Hoechst.tif,D:\data\20240708\A13318552-2\0,14994,20880,1.1634931302703937,15193,0.6169908425414191,138.17001749207037,1,0.718103448275862,0.8594807944999227,156.5636076557188,154.3502510525979,59.665735560705194,22.0027022561635,19.72308292331602,122.08931157148851,123.21091397482601,41.43291052702904,468.21529547664954,0.9869018626999276,0.7885677791666686,0.03608372839612525,0.13882641858102251,0.07749716884392391,0.016549079485330548,0.024936035888076347,0.04974968024684613,0.012060927230015039,0.01176660797045298,0.0011376216280070124,0.0068186721452705955,0.013111562548671983,0.0006765354370888169,0.019438586904454824,0.008878632844854057,0.005595986053521491,0.006788511492899676,0.010411757915620056,0.012180621887239113,0.0048471169516311596,0.0054472678777343535,0.014053759440791583,0.00394926272634919,0.0052632942093439215,0.00061959168334077,0.0049533790542900195,0.0015487592925625354,0.002699999556591856,0.006098681627518739,0.0016779812277688383,4.882536091841757,277.95013518538326,0.017059586942195892,0.00160219706594944,1.2883857780888421,0.0160677507519722,0.026642251759767532,0.012455449213882034,0.018537423981951663,0.018692301586270332,0.009781032800674438,0.009781032800674438,0.001392868655557288,0.002784315732309376,0.020279239863157272,0.2538129873560543,0.2503788536282209,0.2581267159359021,0.24608233804244273,0.2727647301194891,0.28059990324141265,0.2612309383157027,0.32087574954678566,0.7436229809814595,0.7398351399123215,0.7567602553150173,0.6895708782298918,0.8493847356300199,0.8644681072053604,0.8328906472083298,0.9237181454698944,0.05997274155984232,0.05938491416555204,0.06137126405907414,0.0557869650198633,2.583888803928876,2.6073820070987517,2.5658045843513606,2.6385757397858782,-0.35925115453306494,-0.35002563455364477,-0.3756823554704076,-0.3033647648844603,0.8230767905860499,0.8180502852504328,0.8335617824990684,0.781515187502715,0.8644416975690152,0.8618563826110995,0.8703736777029811,0.8448333565750941,9.57986540310397,9.583246941737507,9.576384118697623,9.614558638962489,2.305981814187397,2.316882996870922,2.298818805192476,2.29926441769115,1.85507598792681,1.8764931272843626,1.8866987814265883,1.7464286819261048,0.5319601795115787,0.5392732576314359,0.536982429935577,0.5168261078682264
