,Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
0,control,0.014180478,11524.0,0.699313621,1.329960669,0.34593831
1,control,0.016401799,8591.0,0.599310568,1.222043746,0.298516252
2,control,0.015628174,18171.0,0.609276005,1.132009962,0.41685128
3,control,0.016335636,12534.0,0.634482326,1.231808876,0.194717387
4,control,0.016404129,13918.0,0.708727643,1.334648474,0.281547398
5,control,0.015558979,8285.0,0.741846672,1.449209226,0.108330482
6,control,0.021130768,13208.0,0.774495915,1.210711049,0.687831672
7,control,0.014728503,14534.0,0.749365678,1.202379724,0.272599588
8,control,0.015974922,11760.0,0.689807769,1.268467341,0.185572621
9,control,0.015845325,14919.0,0.619539022,1.141052079,0.308808521
10,control,0.017028957,15817.0,0.756224065,1.19541468,0.538981944
11,control,0.013230626,9081.0,0.810694384,2.039939981,0.225991621
12,control,0.017443412,18563.0,0.462373653,1.743286278,0.322914942
13,control,0.019159841,10819.0,0.678094196,1.157378158,0.404252114
14,control,0.019342569,12788.0,0.635541524,1.172819492,0.47898223
15,control,0.014904212,14713.0,0.516264647,1.149963451,0.378408638
16,control,0.019680186,14550.0,0.656152435,1.176857123,0.555245245
17,control,0.018127555,8444.0,0.778714875,1.639098634,0.39966202
18,control,0.015238039,16632.0,0.537650649,1.161283905,0.404607854
19,control,0.018972137,14336.0,0.57701646,1.179903176,0.317341594
20,control,0.019881837,26212.0,0.817980056,1.843957531,1.310098217
21,control,0.021404936,14485.0,0.531437165,1.245668212,0.886386629
22,control,0.017825302,8639.0,0.821234573,1.281994861,0.385189702
23,control,0.018035145,13343.0,0.677940711,1.771968347,0.402950248
24,control,0.018548193,8908.0,0.621162819,1.331237314,0.411258939
25,control,0.014886225,19740.0,0.52249292,1.145609188,0.286442889
26,control,0.015028141,17027.0,0.593953096,1.145624806,0.352008488
27,control,0.018500248,9603.0,0.692465792,1.165700396,0.290625826
28,control,0.015696869,8609.0,0.711551014,1.201794752,0.276947296
29,control,0.013975126,13940.0,0.743726214,1.182566142,0.280760142
30,control,0.015076678,13219.0,0.558634209,1.152496092,0.278478185
31,control,0.018894298,18957.0,0.620031741,1.202346889,0.351530074
32,control,0.012563985,8326.0,0.865718574,1.762667241,0.124662751
33,control,0.016236456,7965.0,0.846143009,1.271440249,0.324918327
34,control,0.021110905,7890.0,0.524096024,1.141876674,0.803706083
35,control,0.013382669,10128.0,0.719752776,1.246952435,0.250638334
36,control,0.015903814,14261.0,0.412587098,1.135509602,0.251017198
37,control,0.014845078,8481.0,0.714087835,1.177780414,0.296610431
38,control,0.015252926,17662.0,0.74908662,1.681160005,0.837655424
39,control,0.014266056,18092.0,0.609020614,1.14719238,0.343916336
40,control,0.018333165,7901.0,0.626542519,1.151945498,0.310527549
41,control,0.013145838,10539.0,0.61172462,1.617421707,0.232223519
42,control,0.016659612,16368.0,0.756005591,1.19331882,0.263764301
43,control,0.015862461,17802.0,0.448019524,1.159890067,0.253966222
44,control,0.015047171,15205.0,0.721883243,1.169022769,0.272628468
45,control,0.017632439,14680.0,0.540085602,1.121757506,0.288194893
46,control,0.015827155,16920.0,0.437568721,1.145552872,0.227166126
47,control,0.01590763,10339.0,0.68277673,1.384838101,0.15718104
48,control,0.014314498,9324.0,0.635020239,1.165272804,0.232692269
49,control,0.016182768,10422.0,0.795509667,1.265196512,0.184570143
50,control,0.015084275,9773.0,0.742057606,1.187251533,0.216932334
51,control,0.012084868,14957.0,0.73934196,1.536454635,0.238624557
52,control,0.014897987,8081.0,0.50370045,1.214335664,0.108121171
53,control,0.013751993,9977.0,0.612063405,1.178163641,0.251036867
54,control,0.014872977,9103.0,0.737372746,1.23489358,0.172146729
55,control,0.012521796,24940.0,0.812181732,2.132130499,0.382667384
56,control,0.015146103,15763.0,0.605185746,1.273810836,0.331121723
57,control,0.013730189,17835.0,0.893307262,1.812053768,0.297120068
58,control,0.014052785,15193.0,0.552273565,1.279103813,0.264634796
59,control,0.014308256,9622.0,0.770421671,1.92085487,0.200961883
60,control,0.011074255,10222.0,0.853161745,2.048199213,0.236509337
61,control,0.013330082,20504.0,0.869724699,2.674873816,0.343899988
62,control,0.012418861,12512.0,0.550721627,1.254784113,0.242562682
65,control,0.013678819,9302.0,0.722384023,1.682266438,0.256233841
66,control,0.012545511,9804.0,0.765503675,1.906319173,0.101598869
67,control,0.01457977,19288.0,0.892980467,2.611988689,0.663777137
68,control,0.013430594,15000.0,0.742842627,1.356324793,0.353717594
69,control,0.014218906,25449.0,0.862559805,2.123315848,0.396896619
70,control,0.014655368,16369.0,0.499739941,2.032248325,0.330648896
71,control,0.014904282,23332.0,0.573438073,1.163448122,0.291300782
72,control,0.017250734,12905.0,0.626664755,1.386666666,0.394853247
73,control,0.012946452,15275.0,0.566998102,2.154818098,0.248463235
74,control,0.016137855,27104.0,0.332720247,2.918855672,0.316305196
75,control,0.013117911,10455.0,0.611423163,1.185022885,0.226169128
76,control,0.01330532,11765.0,0.524087638,1.268760883,0.44521193
77,control,0.013923971,19437.0,0.776523233,1.761832685,0.272083006
78,control,0.012869131,20931.0,0.616398022,1.149292577,0.205621237
79,control,0.015546998,12069.0,0.698189185,1.172239548,0.20102006
80,control,0.01333719,10964.0,0.774381951,1.29063781,0.240583212
81,control,0.01301629,18773.0,0.674342066,1.192774534,0.281380086
82,control,0.015769432,12883.0,0.522806927,1.138198402,0.201157586
83,control,0.015504357,9254.0,0.84098135,1.482158764,0.114530962
84,control,0.015926016,12241.0,0.710287711,1.604494763,0.318910312
85,control,0.013241506,12133.0,0.420859023,1.12540894,0.312781291
86,control,0.015480043,9269.0,0.695395265,1.216561027,0.195184741
87,control,0.01586334,11038.0,0.620577063,1.152288388,0.142635913
88,control,0.014505066,10311.0,0.592992442,1.175266371,0.278016689
89,control,0.01012109,8816.0,0.547134834,1.189537316,0.232607945
90,control,0.015199547,11767.0,0.674014731,1.32634715,0.177768335
91,control,0.01456633,10329.0,0.589375119,1.1386085,0.226460888
92,control,0.010422317,7904.0,0.672478169,2.911967661,0.149814327
93,control,0.01590556,12780.0,0.715621871,1.187028627,0.163185188
94,control,0.01569833,15333.0,0.644776162,1.179672955,0.134867793
95,control,0.012331486,25060.0,0.675955842,1.190126034,0.145864033
96,control,0.016416618,9165.0,0.651768597,1.200571455,0.266604957
97,control,0.015451841,10143.0,0.581352333,1.193247209,0.200351507
98,control,0.012524981,8797.0,0.718226022,1.20621699,0.249738606
99,control,0.011924742,8177.0,0.468973607,1.332687689,0.216464519
100,control,0.014456287,17330.0,0.703908103,1.246155818,0.272767383
101,control,0.01411628,12041.0,0.652761501,1.148209642,0.268639864
102,control,0.016107795,11781.0,0.66084808,1.248307099,0.186269659
103,control,0.015276124,7930.0,0.74488448,1.214916155,0.227003504
104,control,0.016039978,10721.0,0.699104742,1.191033586,0.172837809
105,control,0.015353289,10974.0,0.650209008,1.166395868,0.23870637
106,control,0.013391323,10924.0,0.698333096,1.455934878,0.240985237
107,control,0.013374497,14360.0,0.882105081,3.002181623,0.245012616
108,control,0.01315044,10818.0,0.340079352,1.165164537,0.234744806
109,control,0.013574809,11712.0,0.723346239,1.467664964,0.24994845
110,control,0.013780278,9201.0,0.565340331,1.156058068,0.248101422
111,control,0.013368145,12138.0,0.587904063,1.18971135,0.238321624
112,control,0.014216023,9381.0,0.254178952,1.144176266,0.234978196
113,control,0.013635462,11415.0,0.735004394,1.175169937,0.251904479
114,control,0.013884076,10470.0,0.665183416,1.466176685,0.251364158
115,control,0.012913951,11762.0,0.345137648,1.168282016,0.250482269
116,control,0.01429828,12369.0,0.429005851,1.117984813,0.23758321
117,control,0.012363169,9755.0,0.521597746,1.132990208,0.065356355
118,control,0.01551566,19150.0,0.551753948,1.193469175,0.558129232
119,control,0.013660202,16751.0,0.718582325,1.303266897,0.255187275
120,control,0.015824611,16483.0,0.654553771,1.281184137,0.299585274
121,control,0.013303411,16818.0,0.831856595,1.998756413,0.355738724
122,control,0.015372392,9185.0,0.782493883,1.3366029,0.168700652
123,control,0.01485657,12237.0,0.691425509,1.2319192,0.253705252
124,control,0.014584585,9797.0,0.788311196,1.467572208,0.234809754
126,control,0.014175929,14647.0,0.785620777,1.797454286,0.376949348
127,control,0.013557898,11040.0,0.311445573,1.104261247,0.256371685
128,control,0.012251645,13268.0,0.576452781,1.305889335,0.114267855
129,control,0.015685242,12768.0,0.327807603,1.338268572,0.253481308
130,control,0.016806084,25469.0,0.460173391,1.30821232,0.453302315
131,control,0.016996381,10113.0,0.558784829,1.155244192,0.24371627
132,control,0.013263458,10783.0,0.659378019,1.941147059,0.222469742
133,control,0.015363642,14775.0,0.648122975,1.223192979,0.221308458
134,control,0.013035888,9989.0,0.886063552,1.643964946,0.228332302
135,control,0.017176848,14003.0,0.817695176,1.280136276,0.27942958
136,control,0.013692042,20422.0,0.809054754,2.373984638,0.808207974
137,control,0.017878331,16365.0,0.737393987,1.860067519,1.827415483
138,control,0.017528433,23069.0,0.864725239,2.504788549,0.702044598
140,control,0.014572454,9676.0,0.619894978,1.251749715,0.666132233
141,control,0.012342224,11997.0,0.790122859,1.258645517,0.125942987
142,control,0.01035793,7939.0,0.934846653,2.007706269,0.204180749
144,control,0.014836283,14351.0,0.498185139,1.157884447,0.226883278
145,control,0.017230066,20100.0,0.676175822,1.211793599,0.393969696
146,control,0.014016964,18629.0,0.556716598,1.134221543,0.260076814
147,control,0.013707484,20209.0,0.683728724,1.167886667,0.26080876
148,control,0.015122609,14760.0,0.711654812,1.167788546,0.428341127
149,control,0.017266626,14248.0,0.781938435,1.430417579,0.359505639
150,control,0.015522508,24865.0,0.822872351,1.371120567,0.31872577
151,control,0.012897309,13876.0,0.746597875,1.631587929,0.263347341
152,control,0.013783648,13233.0,0.796720617,1.264277326,0.272966318
153,control,0.015475534,14122.0,0.585691994,1.14494233,0.248484788
154,control,0.01156515,18108.0,0.626940559,1.145089865,0.098489883
155,control,0.013765122,12264.0,0.723069185,1.432067456,0.276475352
156,control,0.01233396,12956.0,0.567390039,1.204078711,0.175735093
157,control,0.011683677,9587.0,0.83173665,1.716070503,0.0611165
158,control,0.013275171,22498.0,0.661504377,1.1569307,0.324326675
159,control,0.014382352,24634.0,0.423794657,1.971684147,0.2838048
160,control,0.015862629,10877.0,0.735474489,1.195729643,0.300886134
161,control,0.015195273,10557.0,0.744597343,1.261321198,0.209921492
162,control,0.015879225,9955.0,0.73163914,1.228283515,0.258714355
163,control,0.013449476,21715.0,0.88687355,2.365061683,0.247257592
164,control,0.012793622,8812.0,0.808521098,1.444049817,0.155538361
165,control,0.016354022,10161.0,0.512444269,1.206363197,0.208413517
166,control,0.014054811,10923.0,0.693481599,1.371796231,0.234880572
167,control,0.011788115,10398.0,0.724883017,1.21431957,0.227975998
168,control,0.012495771,10754.0,0.733024988,1.21326607,0.176225758
169,control,0.013410601,21675.0,0.890266096,2.843535227,0.287050674
170,control,0.014219178,13881.0,0.703636472,1.224779779,0.328108376
171,control,0.014271851,17660.0,0.794614996,1.241802776,0.35131328
172,control,0.01406508,13459.0,0.621971176,1.223616069,0.277197702
173,control,0.012455183,10813.0,0.708595095,1.202311539,0.192271609
174,control,0.014029874,16154.0,0.568034723,1.188104167,0.314810586
175,control,0.013804517,17855.0,0.614062651,1.191937942,0.308344232
176,control,0.01313212,16403.0,0.840872753,1.438652285,0.2792529
177,control,0.013041037,14334.0,0.841865093,1.571336952,0.235108855
178,control,0.010749026,18046.0,0.691250308,2.311479681,0.847059031
179,control,0.013068099,15631.0,0.67814893,1.240821156,0.218471076
180,control,0.011392785,8627.0,0.815284197,1.64293406,0.060086483
181,control,0.013638167,13785.0,0.38132257,1.136936513,0.29066989
182,control,0.01250266,14914.0,0.648227787,1.16831426,0.290070748
183,control,0.013187722,10772.0,0.860857597,1.661700446,0.224851563
184,control,0.013862717,18131.0,0.588300754,1.307544766,0.339179702
185,control,0.017325223,25187.0,0.624367133,1.170794095,0.575052996
186,control,0.015346626,17207.0,0.692051024,1.20580215,0.274827038
187,control,0.011642991,12258.0,0.684188295,1.170485182,0.157255782
188,control,0.014736275,17514.0,0.743078483,1.24533526,0.319409866
189,control,0.015384167,15206.0,0.791341792,1.282298749,0.27100525
190,control,0.010909133,9874.0,0.498044181,1.306147112,0.070127781
191,control,0.016236703,16334.0,0.688136352,1.169411789,0.399944748
192,control,0.015717537,16987.0,0.821231821,1.287627881,0.601410502
194,control,0.01119863,20149.0,0.580640806,1.27072384,0.209914804
195,control,0.010767985,20188.0,0.859304947,1.425623092,0.193928649
196,control,0.01337726,9895.0,0.620304674,1.316820131,0.972593197
197,control,0.01163332,12986.0,0.813070617,1.63577153,0.25984662
198,control,0.012023804,14630.0,0.744588856,1.307668274,0.156721224
199,control,0.011570118,9994.0,0.804491168,1.297718206,0.18407437
200,control,0.01316525,11510.0,0.706493406,1.206540844,0.289288516
201,control,0.011610928,8557.0,0.549253316,1.455433667,0.048388332
202,control,0.0133458,14446.0,0.769615516,1.225305735,0.277477678
203,control,0.011962072,10197.0,0.556901153,1.184803284,0.047468552
204,control,0.014229547,17106.0,0.380452234,1.166460582,0.247887699
205,control,0.011656052,9928.0,0.616827395,1.168100528,0.117944113
206,control,0.015500321,20995.0,0.759041305,1.720377745,0.514028377
207,control,0.009659217,10839.0,0.514430146,1.476456754,0.25029712
208,control,0.010880349,9321.0,0.840794928,1.357247099,0.110429959
209,control,0.011849132,12793.0,0.692775959,1.185822392,0.097631741
210,control,0.012631268,13004.0,0.56875901,1.335173608,0.16954783
211,control,0.012482064,8362.0,0.59779105,1.823343233,0.169085991
212,control,0.012941526,17805.0,0.714876099,1.265688317,0.27401964
213,control,0.013044853,9936.0,0.56378557,1.160978843,0.280216586
214,control,0.014059792,10439.0,0.741730854,1.272554156,0.268565725
215,control,0.014129022,12042.0,0.681844246,1.635245453,0.303550703
216,control,0.013903568,10531.0,0.717271445,1.275102238,0.262848457
217,control,0.014190773,18254.0,0.803788767,1.58558545,0.277716073
220,control,0.014351956,11006.0,0.805538005,1.521274745,0.305261906
221,control,0.015254235,15789.0,0.663086415,1.167747296,0.334614011
222,control,0.014597288,15442.0,0.725931188,1.401979192,0.340875865
223,control,0.013138746,10016.0,0.78375122,1.373929851,0.228028076
224,control,0.016163286,16490.0,0.675938148,1.174071086,0.278298745
225,control,0.014503144,16230.0,0.652490525,1.200217113,0.237306342
226,control,0.013536359,19789.0,0.794229771,1.920934844,0.275669632
227,control,0.014973835,9173.0,0.758916773,1.227980443,0.246136788
228,control,0.015977453,14521.0,0.623286309,1.153862156,0.365698716
229,control,0.013997618,9871.0,0.742755997,1.202356003,0.260195108
230,control,0.012185107,15095.0,0.603931351,1.131097226,0.17703835
231,control,0.013023891,9795.0,0.7150437,1.187339139,0.257011803
232,control,0.011412523,9025.0,0.693286343,1.824072609,0.131963302
233,control,0.012766031,9173.0,0.489791716,1.2124625,0.18569039
234,control,0.012690284,12611.0,0.656682497,1.180220046,0.187419219
235,control,0.011661281,18323.0,0.898015531,1.987252285,0.210775312
236,control,0.011381505,9569.0,0.751580462,1.292220985,0.134675642
237,control,0.013028932,10119.0,0.583337399,1.17879098,0.228691562
238,control,0.011517267,17862.0,0.680022824,1.2388585,0.136902566
239,control,0.014799392,19067.0,0.554147866,1.144963748,0.258569617
240,control,0.01047968,13965.0,0.852471759,1.809179235,0.359817875
241,control,0.010361729,15573.0,0.801275506,1.414356022,0.213275542
242,control,0.011398596,12224.0,0.745609689,1.294530153,0.171667317
243,control,0.011770483,14137.0,0.392214991,1.120365419,0.111276194
244,control,0.013646125,20638.0,0.450994763,1.125861024,0.270360539
245,control,0.01084982,19886.0,0.763925715,1.406918409,0.233454876
246,control,0.010488545,12242.0,0.729086883,1.258076182,0.192555527
247,control,0.010671033,14000.0,0.538665956,1.164459611,0.299405873
248,control,0.012189408,15837.0,0.68007586,1.395759233,0.145112195
249,control,0.010457388,14650.0,0.611510298,1.145413079,0.227027708
250,control,0.012197162,21950.0,0.632970331,1.392311796,0.292070722
251,control,0.0112997,12110.0,0.784494097,1.214628769,0.149502171
252,control,0.015332895,11206.0,0.793793068,1.321624495,0.316697029
253,control,0.01296445,9736.0,0.631346618,1.168425107,0.200858386
254,control,0.012904774,15185.0,0.570031068,1.328252633,0.228196535
255,control,0.016435931,12227.0,0.712244168,1.223890099,0.273701047
256,control,0.016681173,20295.0,0.620386646,1.181127781,0.411840114
257,control,0.014789773,20982.0,0.876631034,2.649680203,0.506210957
258,control,0.014908571,10402.0,0.826178723,1.312160936,0.194801594
259,control,0.017914926,16494.0,0.597747805,1.150444573,0.328663668
260,control,0.019203212,14623.0,0.741480659,1.236428916,0.520202588
261,control,0.01414947,14109.0,0.583203807,1.19310678,0.269196332
263,control,0.014905472,9276.0,0.373973621,1.150388449,0.242577005
264,control,0.015804333,14792.0,0.512561141,1.184573603,0.282325312
265,control,0.017998057,11433.0,0.824448473,1.437267964,0.484859437
266,control,0.017930161,11472.0,0.559016591,1.195018927,0.312799109
267,control,0.017811563,14286.0,0.453397736,1.125922965,0.317372098
268,control,0.017080846,10428.0,0.813987219,1.284878608,0.305506079
269,control,0.015090899,17931.0,0.505385351,1.418003851,0.447317183
270,control,0.015660658,14658.0,0.690988243,1.461591249,0.322020905
271,control,0.017371467,12655.0,0.554485802,1.165807887,0.264198843
272,control,0.017441463,11351.0,0.7032149,1.191934234,0.314171748
273,control,0.017514514,9677.0,0.59941783,1.186502182,0.284093309
274,control,0.017717174,11152.0,0.487335456,1.12694336,0.322087973
275,control,0.015385618,9071.0,0.747501461,1.271295172,0.179543467
276,control,0.016704075,10008.0,0.706571472,1.194235323,0.245779888
277,control,0.014486698,8148.0,0.567520093,1.17045612,0.184637063
278,control,0.014829405,11557.0,0.651985846,1.184605424,0.230463595
279,control,0.015654171,21471.0,0.597113268,1.152813468,0.251958333
280,control,0.017369084,8873.0,0.683311601,1.238463006,0.258554797
281,control,0.014981093,12700.0,0.274892931,1.147989555,0.245534683
282,control,0.019464414,12544.0,0.808212104,1.328321229,0.321959624
284,control,0.018416908,9885.0,0.683491779,1.567077868,0.679498561
285,control,0.015960517,10641.0,0.745974724,1.346398506,0.231157622
286,control,0.015034074,9889.0,0.628129868,1.605125052,0.162534976
287,control,0.017268236,22434.0,0.649757895,1.148209853,0.408743179
288,control,0.016870533,16364.0,0.642042236,1.161214295,0.276575822
289,control,0.01685763,11409.0,0.642771876,2.112579112,0.292269262
290,control,0.015007287,16078.0,0.656926217,1.189898423,0.294178682
291,control,0.017280942,14450.0,0.662617724,1.157080352,0.32132088
292,control,0.017633765,9003.0,0.742026169,1.339614197,0.281118035
293,control,0.015419997,10723.0,0.753181643,1.200434115,0.15112719
294,control,0.015229135,18776.0,0.895682032,2.179939181,0.198199893
295,control,0.01584703,13327.0,0.645425408,1.261783362,0.107612491
296,control,0.016252035,8752.0,0.788724417,1.310228239,0.170052581
297,control,0.014779278,10875.0,0.776858603,2.676094417,0.187278573
298,control,0.016551975,17984.0,0.870730892,2.6235469,0.184677059
299,control,0.016946384,10381.0,0.731498556,1.560900558,0.221611142
300,control,0.01526835,9825.0,0.910022212,2.881265172,0.182058519
301,control,0.016666026,13657.0,0.630386938,1.156177336,0.291916511
302,control,0.016174308,14153.0,0.876672942,2.720163194,0.349673044
303,control,0.015085082,9642.0,0.794391504,1.81485086,0.116683552
304,control,0.014815369,14306.0,0.687198733,1.197233187,0.296640286
305,control,0.01508002,10467.0,0.356345267,1.224770316,0.198604875
306,control,0.01489197,8434.0,0.579530426,1.539376104,0.191773786
307,control,0.015294927,8359.0,0.48145743,1.39359754,0.31864199
308,control,0.016026835,12529.0,0.703267371,2.678240119,0.36709574
309,control,0.014274546,9563.0,0.785804447,1.247058543,0.204482042
310,control,0.013252282,9506.0,0.634658623,1.421886961,0.256977575
311,control,0.009159463,13758.0,0.73030408,1.407212691,0.336073177
312,control,0.012258858,14172.0,0.688764505,1.189791213,0.274062376
313,control,0.011469481,14797.0,0.785651255,1.259980333,0.151843302
314,control,0.012293258,18939.0,0.58554257,1.480396011,0.311628001
315,control,0.012058651,16468.0,0.805036945,1.297716872,0.270021722
316,control,0.010752455,15464.0,0.409027819,1.125793595,0.240641072
317,control,0.011695668,15820.0,0.613944945,1.325785206,0.295827067
318,control,0.014080071,22188.0,0.765725382,1.454306828,0.458589718
320,control,0.011206629,9643.0,0.628052595,1.149136352,0.17078813
321,control,0.014046472,24847.0,0.851980876,1.542260462,0.332032544
322,control,0.011233258,10415.0,0.839265665,1.380219753,0.076281315
323,control,0.010989345,15136.0,0.632645084,1.212921694,0.125608
324,control,0.010858704,20867.0,0.724123704,1.205590307,0.204551821
325,control,0.011024884,10059.0,0.459784885,1.213016647,0.188744311
326,control,0.013670365,20364.0,0.689867036,1.500748572,0.336233676
327,control,0.012303988,22587.0,0.893684519,2.500971072,0.245486367
328,control,0.011979551,9566.0,0.790849733,1.336849361,0.144613949
329,control,0.010280535,11707.0,0.748420522,1.397201465,0.222847748
330,control,0.010131865,12949.0,0.537071459,1.195730025,0.230828564
331,control,0.012469932,22058.0,0.639425305,1.157602177,0.202684542
332,control,0.013044042,14237.0,0.734619842,1.232024897,0.239658631
333,control,0.012854074,13699.0,0.615970836,1.182093761,0.228634178
334,control,0.012553334,14432.0,0.693067476,1.190507737,0.19706541
335,control,0.011271531,11771.0,0.582541106,1.46395364,0.096245316
336,control,0.012111507,17546.0,0.739919521,1.631714444,0.146196078
337,control,0.016944464,24829.0,0.668674013,1.17383877,0.441540092
338,control,0.01355257,15509.0,0.553668952,1.125823602,0.367403196
339,control,0.018542745,23990.0,0.421337867,1.339522986,2.726451686
340,control,0.013228133,25980.0,0.885711753,1.451651268,0.316151789
341,control,0.01291775,13055.0,0.368891325,1.187643263,0.526727666
342,control,0.015203434,14899.0,0.42987516,1.161723928,0.331043456
343,control,0.014368875,20735.0,0.669949579,1.22060637,0.369560182
344,control,0.014411526,11037.0,0.503124141,1.156933141,0.408441127
345,control,0.010988092,23961.0,0.459658721,1.14658264,0.132429552
346,control,0.015096385,9603.0,0.705604895,1.20826921,0.290104788
347,control,0.015219422,22817.0,0.526271958,1.129101531,0.29595102
348,control,0.015530399,11918.0,0.686565825,1.206630424,0.381585841
349,control,0.011843894,13069.0,0.76874615,1.43982656,0.106674319
350,control,0.013123198,10764.0,0.688473487,1.177075526,0.218871694
351,control,0.011198541,19309.0,0.714185158,1.578548396,0.146729298
352,control,0.013598522,13899.0,0.745623403,1.3516075,0.273248745
353,control,0.012969692,13135.0,0.484966353,1.120891653,0.278231205
354,control,0.011994648,13531.0,0.764152486,1.361242953,0.277702257
355,control,0.014770349,19913.0,0.617785975,1.155710984,0.338461288
356,control,0.014192944,21886.0,0.579987724,1.150862151,0.315731641
357,control,0.009493777,8772.0,0.687015693,1.467773626,0.407636675
358,control,0.012088829,19641.0,0.734603431,1.21677506,0.218694793
359,control,0.012767044,12669.0,0.897254669,2.061192649,0.967606606
360,control,0.01198497,11788.0,0.82664804,1.592335592,0.210067914
361,control,0.012224901,14930.0,0.876321335,1.441090774,0.228529384
362,control,0.012196124,14525.0,0.673863922,1.18586957,0.327198997
363,control,0.013835548,16249.0,0.684355384,1.279026708,0.607862922
365,control,0.014113198,17106.0,0.766981186,1.578457459,0.236436614
366,control,0.015145412,10453.0,0.534814878,1.393183061,0.108920364
367,control,0.014709701,12208.0,0.569634587,1.311546471,0.18054226
368,control,0.016282715,8082.0,0.803017067,1.328378008,0.307543131
369,control,0.015518441,11532.0,0.703578035,1.192974775,0.133205042
370,control,0.015121693,20389.0,0.874931746,1.797967577,0.15686484
371,control,0.015572779,11589.0,0.763023705,1.659581235,0.22283918
372,control,0.015249102,18127.0,0.730176114,1.97747818,0.173209279
373,control,0.014484786,10504.0,0.806783169,1.426516587,0.202735857
374,control,0.017794658,11736.0,0.750481313,1.199621747,0.354610975
375,control,0.016188934,14401.0,0.626024946,1.243703052,0.178192837
376,control,0.017924459,12397.0,0.658429431,1.453773384,0.429671806
377,control,0.012222823,14085.0,0.720879843,1.184552878,0.156510248
378,control,0.016231946,12396.0,0.561682969,1.174257864,0.188075798
379,control,0.015956219,10085.0,0.474656961,1.164684783,0.223250055
380,control,0.016892932,9195.0,0.74880124,1.409079251,0.400566025
381,control,0.01756279,12284.0,0.406108366,1.139183692,0.301412805
382,control,0.011819037,10034.0,0.775967931,1.388850339,0.047286983
383,control,0.013385153,14114.0,0.720772252,1.270291419,0.259797977
384,control,0.01044323,16211.0,0.842127494,1.509098329,0.175017929
385,control,0.017585244,10821.0,0.781965104,1.336474737,0.415236316
386,control,0.012235216,15716.0,0.632672593,1.198225897,0.092455083
387,control,0.018059752,11622.0,0.786470519,1.267998258,0.519936749
388,control,0.016569559,14336.0,0.663246412,1.233963396,0.198732673
389,control,0.015792188,13730.0,0.720932525,1.366077937,0.183080357
390,control,0.016734054,9240.0,0.508255945,1.417478115,0.323734471
391,control,0.018316654,19541.0,0.708303493,2.053979606,0.65121302
392,control,0.011033741,21670.0,0.587209842,1.243078277,0.147416393
393,control,0.013291963,14116.0,0.775245931,1.227439763,0.249770186
394,control,0.013058736,13574.0,0.762610293,1.355562408,0.233162567
395,control,0.015705723,13173.0,0.474299584,1.215401871,0.240736043
396,control,0.012722705,13463.0,0.889815672,1.508518566,0.317139136
397,control,0.015487711,15520.0,0.542550202,1.159738229,0.35938213
398,control,0.012960809,14249.0,0.816074178,1.266078266,0.207529483
399,control,0.010708173,16468.0,0.766932366,1.230190107,0.137224133
400,control,0.013722152,24242.0,0.749814165,1.719396792,0.255537157
401,control,0.013928529,14132.0,0.682026225,1.219901126,0.266596134
402,control,0.013253187,14046.0,0.638354902,1.145973356,0.353539237
403,control,0.013943098,11489.0,0.680398816,1.231245863,0.275932027
404,control,0.013241268,12838.0,0.707617538,1.196477707,0.262545409
405,control,0.013414709,14761.0,0.418358961,1.153559386,0.25395897
406,control,0.014506933,13780.0,0.454015106,1.145126183,0.224832801
407,control,0.013533033,10447.0,0.547126764,1.140350284,0.247185477
408,control,0.014054334,9844.0,0.804545331,1.255481306,0.249254777
409,control,0.012915186,9261.0,0.754540843,1.220102405,0.23199329
410,control,0.015320067,10414.0,0.704932747,1.299178557,0.244570929
411,control,0.01226806,13862.0,0.599045553,1.160361815,0.163035455
412,control,0.012919224,11767.0,0.851988089,1.366952959,0.195924277
413,control,0.013021849,10375.0,0.558058752,1.13988542,0.19982346
414,control,0.012879408,12825.0,0.552536626,1.357377348,0.164143252
415,control,0.015583099,23267.0,0.865710908,2.226104564,0.375246573
416,control,0.013002011,10812.0,0.572431441,1.156711094,0.218093511
417,control,0.012081763,8958.0,0.701097662,1.205861469,0.096534879
418,control,0.014858142,9258.0,0.674006576,1.361498159,0.144068284
419,control,0.015920117,12218.0,0.836333486,1.296333764,0.198695165
420,control,0.012492821,9392.0,0.750965601,1.250893496,0.170545107
422,control,0.014434914,9344.0,0.59730265,1.122941845,0.256023935
423,control,0.014454959,18741.0,0.487741771,1.171627693,0.366836963
424,control,0.014345251,12070.0,0.763730638,1.75068992,0.281168082
425,control,0.013282923,13080.0,0.621531388,1.388504996,0.238527623
426,control,0.01261591,9434.0,0.498913254,1.120291307,0.181378089
427,control,0.012739107,16040.0,0.782981994,1.807421828,0.341643305
428,control,0.014929044,9202.0,0.618217816,1.220954689,0.157600146
429,control,0.013111367,10986.0,0.686239244,1.18220163,0.248529406
430,control,0.0129708,12351.0,0.614535015,1.536980377,0.37825275
431,control,0.014308458,11960.0,0.801708706,1.353721881,0.253241508
432,control,0.015186907,14682.0,0.579017064,1.566061172,1.898776296
433,control,0.016248221,17457.0,0.878414091,1.982135022,0.359718124
434,control,0.015544299,15786.0,0.602871466,1.206619542,0.211928709
