ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_hour,Metadata_label,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_10_BF,Granularity_11_BF,Granularity_12_BF,Granularity_13_BF,Granularity_14_BF,Granularity_15_BF,Granularity_16_BF,Granularity_1_BF,Granularity_2_BF,Granularity_3_BF,Granularity_4_BF,Granularity_5_BF,Granularity_6_BF,Granularity_7_BF,Granularity_8_BF,Granularity_9_BF,Texture_AngularSecondMoment_BF_3_00_256,Texture_AngularSecondMoment_BF_3_01_256,Texture_AngularSecondMoment_BF_3_02_256,Texture_AngularSecondMoment_BF_3_03_256,Texture_Contrast_BF_3_00_256,Texture_Contrast_BF_3_01_256,Texture_Contrast_BF_3_02_256,Texture_Contrast_BF_3_03_256,Texture_Correlation_BF_3_00_256,Texture_Correlation_BF_3_01_256,Texture_Correlation_BF_3_02_256,Texture_Correlation_BF_3_03_256,Texture_DifferenceEntropy_BF_3_00_256,Texture_DifferenceEntropy_BF_3_01_256,Texture_DifferenceEntropy_BF_3_02_256,Texture_DifferenceEntropy_BF_3_03_256,Texture_DifferenceVariance_BF_3_00_256,Texture_DifferenceVariance_BF_3_01_256,Texture_DifferenceVariance_BF_3_02_256,Texture_DifferenceVariance_BF_3_03_256,Texture_Entropy_BF_3_00_256,Texture_Entropy_BF_3_01_256,Texture_Entropy_BF_3_02_256,Texture_Entropy_BF_3_03_256,Texture_InfoMeas1_BF_3_00_256,Texture_InfoMeas1_BF_3_01_256,Texture_InfoMeas1_BF_3_02_256,Texture_InfoMeas1_BF_3_03_256,Texture_InfoMeas2_BF_3_00_256,Texture_InfoMeas2_BF_3_01_256,Texture_InfoMeas2_BF_3_02_256,Texture_InfoMeas2_BF_3_03_256,Texture_InverseDifferenceMoment_BF_3_00_256,Texture_InverseDifferenceMoment_BF_3_01_256,Texture_InverseDifferenceMoment_BF_3_02_256,Texture_InverseDifferenceMoment_BF_3_03_256,Texture_SumAverage_BF_3_00_256,Texture_SumAverage_BF_3_01_256,Texture_SumAverage_BF_3_02_256,Texture_SumAverage_BF_3_03_256,Texture_SumEntropy_BF_3_00_256,Texture_SumEntropy_BF_3_01_256,Texture_SumEntropy_BF_3_02_256,Texture_SumEntropy_BF_3_03_256,Texture_SumVariance_BF_3_00_256,Texture_SumVariance_BF_3_01_256,Texture_SumVariance_BF_3_02_256,Texture_SumVariance_BF_3_03_256,Texture_Variance_BF_3_00_256,Texture_Variance_BF_3_01_256,Texture_Variance_BF_3_02_256,Texture_Variance_BF_3_03_256
40,2,Mcf7,nan,0,0,14,nan,2,2,1,1,20240515,59791,141015,1228,719,833,362,1025.287451,530.9670352,12.41500164,89659,0.665082718,275.9135111,1,0.424004539,0.080547714,339.9084836,431.1159937,106.9298836,30.62690722,23.76972865,273.5317204,253.8333547,45.77488468,3054.191268,0.666871145,0.404982508,0.036615448,0.204507502,0.029049305,0.021987231,0.00496663,0.044602801,0.018980752,0.001498725,0.007439874,0.004118912,0.011193791,0.018089866,0.00552346,0.001916107,0.006012036,0.007511834,0.00424519,0.01051084,0.005030497,0.021009166,0.006893689,0.004485901,0.003336711,0.003228797,0.00969849,0.003450553,0.005507719,0.002671997,0.002115944,0.161213585,0.344041888,0.671199011,0,0.513386456,0.348151251,0.527732169,60.91256721,3.530029376,2.449465473,1.673946415,0.00739549,0.507912785,0.584999954,2.075726049,0.489897515,0.181872997,0.165475106,0.184985729,0.165043361,0.419356536,0.566949544,0.410647784,0.540773453,0.667471462,0.552041267,0.673719139,0.574207844,1.045649693,1.193126892,1.038445489,1.167200887,0.045711707,0.040979694,0.046203794,0.041280624,2.978471912,3.131033776,2.96494032,3.121574323,-0.254121289,-0.167040668,-0.260619332,-0.175014777,0.761456525,0.659435283,0.767286276,0.671179452,0.809812624,0.773987934,0.813810648,0.774454238,6.393639043,6.384618116,6.395401696,6.380146967,2.510035773,2.492049431,2.505172816,2.506758041,2.102872316,1.964308368,2.106495159,1.999308348,0.630557213,0.632814478,0.629285736,0.63502045
40,3,Mcf7,nan,0,0,14,nan,2,2,1,1,20240515,58098,90843,1347,1395,1026,1112,1173.652329,1256.977882,5.135236772,68218,0.532130422,271.979174,1,0.639542948,0.194732988,300.2019835,328.1539273,113.1591799,36.7274216,31.11269837,278.8444167,254.1697308,87.01178062,1936.269299,0.851652057,0.684194706,0.051008907,0.187022768,0.043700653,0.010807868,0.01827195,0.043214996,0.00515764,0.013271336,0.013046465,0.007417985,0.010705533,0.018983377,0.017554701,0.012671945,0.00760041,0.010018994,0.006787612,0.004457544,0.002249523,0.008534445,0.004097336,0.005639642,0.006676375,0.00422881,0.00118878,0.001941608,0.00427016,0.0013045,0.005307471,0.120575706,0.248272123,0.5039152,0,0.415712771,0.286238028,0.440557801,67.55292213,2.949110539,1.251660696,0.287503354,0.074178462,0,0,1.023036425,0.361293326,0.263397405,0.238883262,0.26349176,0.244377498,0.330802257,0.43344048,0.331844209,0.406791171,0.609842699,0.488240197,0.608642305,0.521616155,0.934790431,1.056766325,0.937885479,1.029463199,0.054857732,0.048731937,0.054865451,0.050127035,2.502644703,2.631926182,2.50399965,2.608728112,-0.235171113,-0.142966933,-0.234433345,-0.162447643,0.697668944,0.577224238,0.696928299,0.607867068,0.83989994,0.802474862,0.840034392,0.812238406,6.37536813,6.370122291,6.37903526,6.373693146,2.151525433,2.152143971,2.149375491,2.156654341,1.364935619,1.260481072,1.364017215,1.293898245,0.423934469,0.423480388,0.423965356,0.425172354
40,4,Mcf7,nan,0,0,14,nan,2,2,1,1,20240515,141755,214650,587,1478,110,1028,324.3716976,1256.54027,1.94476372,157420,0.592169428,424.8388773,1,0.660400652,0.514201283,484.5060013,509.9656851,158.0411339,58.03142945,52.0096145,419.9646145,390.4214684,35.50608916,1861.262156,0.900489137,0.686458575,0.076935117,0.163787643,0.048705229,0.018774377,0.019031024,0.039353006,0.027483173,0.033159653,0.019907968,0.015746582,0.004450235,0.003378893,0.012986808,0.012117936,0.004464817,0.014228302,0.015726025,0.007115393,0.010035579,0.002221398,0.002983081,0.010901448,0.002007767,0.004883072,0.002871079,0.005903844,0.004917256,0.00662221,0.007585944,0.048459869,0.12190076,0.370038121,0,0.327416038,0.246812834,0.408168331,67.44239483,2.489959684,1.320948006,0.162863304,0.118473925,0.089144525,0.056700399,0.381599602,0.133418908,0.41068226,0.387912076,0.409977162,0.393079722,0.254772346,0.327419864,0.256072311,0.301477967,0.565984813,0.440079519,0.56279626,0.483100086,0.828788667,0.941780206,0.830988752,0.903339406,0.069779512,0.062853326,0.0694399,0.064537552,2.044745567,2.145224917,2.046747439,2.111947513,-0.22679127,-0.135862711,-0.223019641,-0.162114771,0.63818857,0.518198102,0.633840765,0.557713326,0.877825079,0.85209086,0.876701746,0.858787059,6.032987485,6.0325205,6.034013508,6.031071705,1.769299807,1.772089052,1.770475079,1.778733412,0.919252682,0.842102862,0.915337205,0.865006911,0.293506257,0.292380681,0.292852379,0.291621219
40,5,Mcf7,nan,0,0,14,nan,2,2,1,1,20240515,62762,104794,1525,1563,1223,1216,1380.235206,1399.864297,3.940298066,72643,0.616920187,282.6854441,1,0.598908334,0.253787907,322.6338858,351.1637795,119.5700631,39.02528733,33.95585369,273.9387786,253.921166,-13.53291374,1762.860136,0.863978635,0.648018589,0.069060762,0.190389502,0.047022339,0.014739203,0.010089268,0.034929588,0.01058537,0.026114074,0.02838967,0.010260229,0.003693021,0.012457638,0.014424234,0.014008224,0.009034303,0.004182305,0.003810504,0.003589578,0.002650597,0.002427267,0.008628382,0.004574313,0.001747411,0.006069864,0.013073362,0.004572043,0.007493371,0.006613546,0.003072516,0.110075815,0.298076862,0.602524559,0,0.468287492,0.320122824,0.489504578,65.08503473,2.44534391,2.043839985,1.011362193,0,0,0,0.956022081,0.257462381,0.294835381,0.273134205,0.29617841,0.274730352,0.30784955,0.387215684,0.305076167,0.377348566,0.593657153,0.486825239,0.597464315,0.502403536,0.901781882,1.005550849,0.899575294,0.993236996,0.062133286,0.055818256,0.06256065,0.056464755,2.375837575,2.484340338,2.372971755,2.475527981,-0.230299016,-0.145402055,-0.232847554,-0.156190897,0.67909552,0.568011937,0.681853082,0.585290235,0.84878332,0.818095411,0.850655542,0.821504068,6.214832379,6.208724544,6.21478603,6.209123038,2.054929884,2.056565058,2.051988386,2.062684993,1.20737117,1.12188302,1.210695867,1.139336512,0.37880518,0.377274676,0.378943009,0.379171269
41,1,Mcf7,nan,0,0,1,nan,2,2,1,1,20240515,40473,72280,1233,1146,955,886,1098.141526,1025.464285,9.021462621,52166,0.350132416,227.0062204,1,0.559947427,0.110846771,243.2439255,290.6217473,94.36630755,27.88348389,22.13594362,245.1521558,227.8466371,82.36612276,2142.032755,0.775850171,0.610095519,0.074905473,0.190549897,0.008278026,0.011006701,0.028768129,0.017700484,0.015092409,0.021309577,0.025989963,0.012123815,0.007439103,0.015768389,0.009572181,0.012433865,0.005076774,0.00101965,0.009591172,0.00286015,0.009623323,0.003716149,0.00504401,0.009875191,0.005168489,0.003912183,0.006765793,0.003795205,0.004027962,0.008279956,0.000313482,0.291723102,0.473422241,2.504856553,1.193567991,2.023026719,0.090448221,0,68.85412072,3.085942135,0.263913066,0.143158552,0,0,0.091139035,0,0,0.259968399,0.240292182,0.260825876,0.244175085,0.343106304,0.438749373,0.342634855,0.409609657,0.529713242,0.396864091,0.530372709,0.439245103,0.944451793,1.053924901,0.945907556,1.020769387,0.064439396,0.057256901,0.06461941,0.05902334,2.393621052,2.50024305,2.394110032,2.476152676,-0.184649576,-0.100826401,-0.184320721,-0.123368641,0.620882091,0.482863895,0.620458171,0.527141662,0.832266329,0.796406031,0.8331639,0.805822198,6.568083014,6.553619055,6.566026971,6.55562584,2.031629688,2.011934636,2.030662662,2.02747789,1.116030266,1.016144512,1.116542929,1.051312608,0.364784142,0.363723471,0.364794446,0.365230566
41,2,Mcf7,nan,0,0,1,nan,2,2,1,1,20240515,68119,102376,1218,1503,950,1121,1080.472776,1314.166914,3.05939017,77037,0.708554555,294.5026393,1,0.665380558,0.326862526,354.5427488,399.9299939,121.0619676,41.79433853,36,250.3852401,250.185231,-18.12079299,1618.290547,0.884237444,0.541556429,0.013044404,0.222571536,0.053586788,0.004951625,0.003621162,0.004292447,0.02747733,0.010903985,0.006775086,0.005712362,0.011510473,0.039158733,0.016896429,0.004624215,0.002810047,0.00301236,0.002022792,0.009158242,0.008555355,0.004299688,0.013712184,0.008190146,0.002439122,0.004353658,0.004775093,0.004568775,0.001686384,0.011403986,0.002902899,0.026751366,0.053623318,0.922064269,0.741805556,1.640328113,0.078774458,0,73.2245585,1.848799231,0.30463639,0.121218281,0,0.116979995,0,0,0,0.431683041,0.414963693,0.435297143,0.418650374,0.244322103,0.289642224,0.23854282,0.277196842,0.493641354,0.392574836,0.504551189,0.422043064,0.80486456,0.87954811,0.794746712,0.859803671,0.077559836,0.071216073,0.07850869,0.072772122,1.876218077,1.933676587,1.865508176,1.923915226,-0.187769095,-0.118610173,-0.195653374,-0.134581437,0.567563859,0.465151475,0.576833471,0.49234417,0.87843299,0.858431117,0.881177598,0.863625542,6.1942786,6.186806365,6.193372646,6.189202628,1.627561438,1.626754478,1.623827211,1.633997952,0.720693916,0.664029904,0.724393472,0.682033248,0.241254005,0.238418032,0.240734073,0.239807522
42,1,Mcf7,nan,0,0,2,nan,2,2,1,1,20240515,194565,581280,967,1675,448,555,725.4575951,1080.496004,106.6737299,390237,0.926004541,497.7226658,1,0.334718208,0.009374379,1045.60237,1120.254435,110.0227249,21.25860184,12.04159458,473.5473539,394.7278285,-15.44871302,16149.75847,0.498581631,0.196594503,0.017670508,0.095981658,0.037402056,0.015843547,0.006590532,0.035855245,0.034419059,0.012370331,0.026724962,0.003768062,0.002549842,0.022620181,0.017373779,0.012915791,0.004231572,0.015133765,0.010008328,0.001872957,0.003393015,0.008614367,0.012134761,0.004427092,0.005268164,0.001022093,0.007683955,0.010343812,0.002991469,0.004279324,0.003330818,0,0,0,0,0,0,0,65.65839793,2.256088528,0.685139103,0.1348642,0.073214524,0,0.007185604,0.132985921,0.122071917,0.293098893,0.280527497,0.295519776,0.283685061,0.372012989,0.449864111,0.361951333,0.428629746,0.427246205,0.301903684,0.442820924,0.336327911,0.987669,1.074552472,0.974725708,1.052351879,0.052043609,0.048083624,0.052641563,0.049048408,2.291336148,2.354907405,2.279129808,2.341051925,-0.126603651,-0.066158748,-0.13679724,-0.079470282,0.516071623,0.385767621,0.533315601,0.41967836,0.824051511,0.798016845,0.827536405,0.804828188,6.580155977,6.563164068,6.580277338,6.569283803,1.886986472,1.85302912,1.888280614,1.863942628,0.927019831,0.838966959,0.937276683,0.863061595,0.324758205,0.322207768,0.324807004,0.322922835
42,2,Mcf7,nan,0,0,2,nan,2,2,1,1,20240515,564115,1817522,1790,1968,472,589,1127.207617,1244.537545,125.246538,1171957,0.750420449,847.4983928,1,0.310375885,0.007984253,1326.854862,1646.492332,240.840196,52.50290878,32.01562119,1089.703061,876.9990207,-28.41753369,29796.93689,0.481344452,0.26444756,0.052599474,0.120373088,0.028857739,0.042493194,0.010933752,0.029375807,0.035375518,0.019080899,0.017343295,0.009468744,0.007943586,0.016617491,0.018276384,0.02679,0.007487868,0.003663164,0.003787095,0.004582233,0.001143466,0.01591081,0.008485923,0.013209611,0.007515826,0.000817908,0.007105602,0.005687995,0.003162576,0.004834333,0.003742518,0,0,0,0,0,0,0,65.4774285,2.210712706,0.718069892,0.492331218,0.249978895,0.015759589,0.028577367,0.387142856,0.261488331,0.264667109,0.249582407,0.267600619,0.255066657,0.390858183,0.499466494,0.380913738,0.450230476,0.457809254,0.305119001,0.471733745,0.375065624,1.007393844,1.120900083,0.998226098,1.073535793,0.046732517,0.042591186,0.047352266,0.04425672,2.412317416,2.502208563,2.40231629,2.472010436,-0.13989437,-0.066818919,-0.147892527,-0.092963494,0.551642268,0.398547832,0.564476005,0.462780347,0.816252393,0.78309375,0.820952326,0.797481741,6.638529552,6.624899374,6.639852706,6.631876381,1.986706129,1.943926907,1.986855133,1.96955716,1.050915531,0.938093302,1.061214108,0.99065834,0.360443428,0.359389949,0.360531962,0.360222204
43,1,Mcf7,nan,0,0,3,nan,2,2,1,1,20240515,217081,393546,1508,1561,895,919,1185.489937,1252.244098,16.72873618,275511,0.626001111,525.733881,1,0.551602608,0.059777379,609.4121738,662.7654185,192.7537289,62.3629809,51.623638,525.2290423,475.2331207,-33.38401906,6755.342997,0.787921353,0.622648772,0.018903882,0.202647792,0.050894083,0.00535344,0.013419918,0.031867833,0.022750987,0.012317139,0.009306787,0.003733192,0.012290847,0.020574406,0.01955997,0.006245701,0.003571106,0.002498005,0.005734153,0.008993475,0.003087502,0.004744515,0.007050534,0.006670495,0.004239238,0.005349339,0.005880457,0.004055844,0.003363521,0.000755927,0.00439599,1.546453588,0,0.346932003,0.0704471,0,0.658795433,0.935352684,60.83778556,3.185133049,1.66030798,0.751425219,0.661364644,0,0,0,0,0.202575852,0.182927573,0.205614878,0.189163745,0.451022962,0.614557462,0.429509019,0.550593175,0.580522099,0.42875265,0.600383589,0.488826614,1.080000076,1.225281114,1.055852494,1.173472563,0.044490862,0.039546937,0.045314474,0.041196664,2.869734567,3.012789304,2.843816244,2.967454919,-0.189716033,-0.099240734,-0.205850861,-0.129029679,0.672313894,0.519538912,0.692309929,0.579553245,0.800804349,0.757306369,0.806791645,0.773227439,6.426847305,6.420276123,6.428799235,6.42192618,2.361987529,2.325102606,2.364605583,2.345132754,1.699378579,1.537076018,1.720097487,1.603639379,0.537600385,0.53790837,0.537401626,0.538558138
43,2,Mcf7,nan,0,0,3,nan,2,2,1,1,20240515,22058,36288,1130,1819,968,1595,1061.222278,1710.702104,3.979616173,26015,0.739600016,167.5861506,1,0.607859347,0.251280515,213.0710804,223.3226366,60.81118318,19.33466278,16.40121947,154.1574023,143.4067807,-24.12191307,1050.288455,0.847895445,0.553283832,0.033306495,0.18978636,0.068715737,0.015938671,0.033752299,0.002992577,0.028964627,0.006898139,0.015739045,0.023653409,0.023329693,0.01154163,0.014675719,0.003506039,0.00528452,0.003735391,0.008296506,0.015654094,0.006309295,0.012451796,0.00772694,0.003889133,0.002649002,0.005298925,0.005467491,0.005747234,0.005068556,0.00340702,0.003670003,0.565512186,0,0.219333971,0.045073269,0,0.465803611,0.69147619,64.16519929,1.973714095,0.620091259,1.252418752,0,0,0,0,0,0.403621057,0.387137832,0.398617511,0.386756711,0.256187006,0.308051174,0.267539094,0.30229874,0.533136216,0.43353984,0.513650528,0.44722505,0.823722346,0.905758935,0.843790466,0.897295986,0.075561784,0.068877755,0.074036319,0.069532036,1.961419499,2.019763312,1.977951224,2.02804692,-0.212121894,-0.148392889,-0.201663501,-0.147161725,0.610025161,0.525890488,0.598568914,0.524799374,0.872474329,0.850187572,0.867704446,0.852544003,6.26915251,6.256492882,6.258846317,6.260267385,1.70106653,1.691331443,1.701634333,1.707664118,0.841293736,0.779584622,0.832653708,0.791451039,0.274370186,0.271908949,0.2750482,0.273437445
44,1,Mcf7,nan,0,0,4,nan,2,2,1,1,20240515,43723,74888,1215,1302,919,1049,1057.989296,1162.35025,2.998708349,48431,0.584962505,235.9445965,1,0.583845209,0.333476912,266.4514843,295.8192015,96.00520819,31.67473916,27.20294102,219.0384278,216.1082303,-59.33902667,1283.592063,0.902789536,0.62882346,0.04233339,0.205140514,0.045593751,0.00778048,0.020473751,0.035255813,0.019068441,0.014478148,0.016592145,0.014741,0.015072271,0.022656555,0.020324961,0.002594911,0.012036549,0.009005814,0.005437277,0.007670035,0.001282359,0.005524567,0.006167716,0.004868812,0.010393084,0.001538213,0.005754445,0.005914905,0.007668796,0.001664312,0.006549088,0.221742826,0,0,0,3.10969749,0.241005413,0,70.04372218,2.367596014,0.622561869,0.411181768,0,0,0.008271658,0.127610665,0.184471126,0.30331385,0.278622678,0.302973059,0.28957298,0.319726934,0.409070402,0.320437184,0.368435979,0.495329916,0.352063006,0.493683688,0.416918634,0.915988853,1.018417954,0.916582505,0.976444992,0.060845475,0.053974263,0.06073407,0.056729341,2.198552811,2.295152706,2.198552787,2.256827649,-0.164755696,-0.080354054,-0.163978167,-0.112913636,0.57109211,0.418105827,0.569892419,0.486494709,0.842979802,0.805408999,0.842460924,0.822304675,6.676120769,6.671779651,6.675308497,6.671598053,1.865558074,1.853159669,1.864631544,1.862304855,0.947346126,0.853615342,0.945321696,0.895318962,0.316768265,0.315671436,0.31643972,0.315938735
44,2,Mcf7,nan,0,0,4,nan,2,2,1,1,20240515,55903,96016,1322,1479,1050,1126,1194.393521,1304.905443,5.214312732,65299,0.799529353,266.7918857,1,0.582225879,0.191779828,351.2963127,373.8462251,92.65527508,31.37558547,27.01851217,237.1886991,210.9980566,-22.55839643,1913.907863,0.856108057,0.509283064,0.003976484,0.203257437,0.071874263,0.001859258,0.012465795,0.010173165,0.038652519,0.025732798,0.003659623,0.020034599,0.002495094,0.017698361,0.01547362,0.016923026,0.011003522,0.003090094,0.005469629,0.005195658,0.001983135,0.011450419,0.011767466,0.010636639,0.004299907,0.005564489,0.002891533,0.005605478,0.009613843,0.002993519,0.001727503,0.068508694,0,0,0,2.910633115,0.23312815,0,71.06322539,1.69291751,0.575764369,0.025207744,0.012719367,0.00626365,0,0.01862644,0.036495283,0.395784203,0.372257864,0.397238318,0.383687113,0.279321758,0.347774759,0.276416032,0.316912637,0.431988253,0.293545563,0.440378072,0.353840986,0.859102303,0.957781878,0.857473274,0.917900992,0.065174062,0.058738993,0.065765467,0.061558497,1.934837216,2.016417453,1.936072292,1.982165201,-0.141364133,-0.064511347,-0.144978566,-0.092778238,0.504937367,0.354647756,0.511003637,0.418798949,0.861293245,0.833263375,0.863580656,0.846371626,6.343225902,6.340653987,6.346895587,6.340014091,1.64930486,1.638885094,1.649408678,1.643167086,0.704185219,0.636789116,0.711451019,0.663999584,0.245876744,0.246140969,0.246966763,0.245228055
45,1,Mcf7,nan,0,0,5,nan,2,2,1,1,20240515,53692,76140,927,270,645,0,788.1029949,127.1718692,6.470505214,63353,0.428112516,261.4627653,1,0.705174678,0.154547437,280.2235781,309.2975913,109.1237829,34.38164187,28.65309756,267.9555336,253.2451769,64.13390557,2089.434775,0.847505248,0.702172566,0.055667522,0.178905377,0.022373859,0.003821729,0.015729632,0.051545684,0.007358221,0.009102751,0.023209608,0.009689585,0.008855909,0.004488506,0.007059202,0.006488086,0.004369885,0.006756389,0.00838187,0.008773811,0.004146537,0.006814762,0.006114075,0.003901345,0.007870195,0.003766139,0.005009234,0.009942459,0.00484735,0.006719335,0.005785126,0.545568889,0.841548299,2.392226242,0.195265973,0.391990629,0,0.098203485,50.16599911,4.204421956,0.543617498,1.390026378,1.351291287,3.176321552,0.305693585,1.972550662,4.170705421,0.127709172,0.112806581,0.130225189,0.116514803,0.594072016,0.845366474,0.567214188,0.775428605,0.643703932,0.491705275,0.660576511,0.537308729,1.197713759,1.37137494,1.178027696,1.33326871,0.042937052,0.037535648,0.043666773,0.03865144,3.416937235,3.595157599,3.394468381,3.562020551,-0.209950785,-0.114358507,-0.223374057,-0.137148675,0.742534696,0.594498301,0.757698936,0.638862068,0.752322089,0.697809909,0.760297318,0.713710766,6.478406854,6.464820433,6.47948239,6.463673422,2.75184315,2.695205014,2.757498291,2.717729498,2.7406379,2.480918186,2.775006999,2.576390001,0.833677479,0.831571165,0.835555297,0.837954651
45,2,Mcf7,nan,0,0,5,nan,2,2,1,1,20240515,22069,39776,883,422,657,246,783.2055372,334.0682858,3.778286189,26499,0.55470877,167.6279318,1,0.55483206,0.264670263,190.0497317,228.7050502,71.69379332,23.48918152,20.09975124,153.7898811,158.1298489,59.31068869,1023.631601,0.83282388,0.535414219,0.122475283,0.167605412,0.002118268,0.044110577,0.0241202,0.00057577,0.022401773,0.017484512,0.02292183,0.003704843,0.007540812,0.001117056,0.025775493,0.001477159,0.004605489,0.011444938,0.002598087,0.011220324,0.006718541,0.002879363,0.006787321,0.003940526,0.001704417,0.002121898,0.006065445,0.01307104,0.004969603,0.007148961,0.007211392,0.281295376,0.496309909,1.532217629,0.138721432,0.279871697,0,0.07044467,62.3101567,6.614228207,1.655716112,0,0.207706995,0.447836057,0.040151033,0.318374402,1.65743438,0.087303208,0.074766069,0.088409168,0.081002685,1.248125265,1.942378736,1.153551318,1.624933993,0.613565011,0.403919438,0.642366159,0.499412168,1.582563797,1.834237938,1.552253791,1.72409071,0.021344778,0.017654626,0.021619962,0.019370426,4.145621952,4.360746615,4.118198315,4.266851789,-0.15720484,-0.063239435,-0.168512446,-0.104266768,0.712060735,0.497812248,0.72891172,0.612043884,0.676194472,0.60952811,0.680793492,0.643878952,6.463707966,6.445281389,6.46240477,6.455234986,3.094875377,3.012339146,3.099763979,3.061115433,5.211565499,4.574789782,5.297467496,4.867169441,1.614922691,1.62929213,1.612754703,1.623025858
45,3,Mcf7,nan,0,0,5,nan,2,2,1,1,20240515,43666,79458,933,604,610,358,765.7780195,482.6898044,7.853047767,54583,0.850849846,235.7907504,1,0.549548189,0.127339096,334.9366784,336.0729088,77.83315489,26.39487539,22.13594362,189.7377955,175.9787205,66.17062324,2075.848989,0.799992672,0.490987004,0.043793603,0.172834798,0.084304253,0.027234286,0.02210243,0.022619847,0.042992281,0.021729202,0.001570562,0.014648179,0.003436195,0.001618775,0.003763039,0.002855972,0.011555107,0.008040358,0.008291904,0.004976783,0.004731043,0.009740852,0.006867389,0.00846852,0.004716087,0.005333006,0.006001046,0.01150418,0.006269702,0.004077473,0.004485928,0.278796085,0.560222496,1.764301793,0.154662595,0.312459382,0,0.078675878,64.32465054,4.072019045,0.973739324,0.394205499,0,0,0,0,1.170022512,0.17129539,0.154500919,0.172639045,0.160561653,0.558907567,0.821275566,0.550255414,0.679829372,0.557188146,0.349751537,0.562711673,0.459631506,1.185447529,1.373570384,1.174895515,1.278942378,0.038201975,0.03331159,0.038472695,0.035420078,3.105215366,3.266555162,3.093730834,3.194094199,-0.164526417,-0.068562346,-0.169002143,-0.108629859,0.653371272,0.454955859,0.659620964,0.554186473,0.775744579,0.726595263,0.777638353,0.746028186,6.575051193,6.559966114,6.571743771,6.557659963,2.476015021,2.402650283,2.479421897,2.447440031,1.965449275,1.704760594,1.966415534,1.836340167,0.63108921,0.63150904,0.629167737,0.629042385
45,4,Mcf7,nan,0,0,5,nan,2,2,1,1,20240515,98558,155250,805,1353,430,939,594.4621746,1127.905923,4.197774565,110836,0.733125537,354.2427742,1,0.634834138,0.238221463,444.0769345,447.0212523,118.7139419,44.05078152,40,326.1352929,302.0137645,-39.34316696,2280.134306,0.889223718,0.624392802,0.0703621,0.160507857,0.080345017,0.037169725,0.022587803,0.027158372,0.028618043,0.021132913,0.011822986,0.028116057,0.004612706,0.00550787,0.011486084,0.00474497,0.008422652,0.013597436,0.007239479,0.003923498,0.007832805,0.004625564,0.005972514,0.015294715,0.00830203,0.003918982,0.00174799,0.007105181,0.004906115,0.002877411,0.004460925,0.160495705,0.356025572,1.429032065,0.13868895,0.283229797,0,0.07193466,67.62317859,2.246649473,0.458614529,0.108840045,0.25514138,0.223473854,0,0,0,0.302310973,0.281435613,0.3054476,0.288815604,0.339210973,0.433941369,0.329485932,0.393496917,0.475434767,0.326157945,0.490592236,0.389271461,0.9451932,1.056519321,0.932962149,1.010725989,0.059321755,0.05305294,0.060221805,0.055293632,2.269337041,2.363413561,2.255987315,2.326688596,-0.151322631,-0.070133035,-0.162438359,-0.10043289,0.557053523,0.397282057,0.573507577,0.467013812,0.835988977,0.801734261,0.840263142,0.814862106,6.495234346,6.489583986,6.49716362,6.490668222,1.905477529,1.875679772,1.904457188,1.894178525,0.954092327,0.854020302,0.964117956,0.895117884,0.323325825,0.321990418,0.323400972,0.3221537
