ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_10_BF,Granularity_11_BF,Granularity_12_BF,Granularity_13_BF,Granularity_14_BF,Granularity_15_BF,Granularity_16_BF,Granularity_1_BF,Granularity_2_BF,Granularity_3_BF,Granularity_4_BF,Granularity_5_BF,Granularity_6_BF,Granularity_7_BF,Granularity_8_BF,Granularity_9_BF,Texture_AngularSecondMoment_BF_3_00_256,Texture_AngularSecondMoment_BF_3_01_256,Texture_AngularSecondMoment_BF_3_02_256,Texture_AngularSecondMoment_BF_3_03_256,Texture_Contrast_BF_3_00_256,Texture_Contrast_BF_3_01_256,Texture_Contrast_BF_3_02_256,Texture_Contrast_BF_3_03_256,Texture_Correlation_BF_3_00_256,Texture_Correlation_BF_3_01_256,Texture_Correlation_BF_3_02_256,Texture_Correlation_BF_3_03_256,Texture_DifferenceEntropy_BF_3_00_256,Texture_DifferenceEntropy_BF_3_01_256,Texture_DifferenceEntropy_BF_3_02_256,Texture_DifferenceEntropy_BF_3_03_256,Texture_DifferenceVariance_BF_3_00_256,Texture_DifferenceVariance_BF_3_01_256,Texture_DifferenceVariance_BF_3_02_256,Texture_DifferenceVariance_BF_3_03_256,Texture_Entropy_BF_3_00_256,Texture_Entropy_BF_3_01_256,Texture_Entropy_BF_3_02_256,Texture_Entropy_BF_3_03_256,Texture_InfoMeas1_BF_3_00_256,Texture_InfoMeas1_BF_3_01_256,Texture_InfoMeas1_BF_3_02_256,Texture_InfoMeas1_BF_3_03_256,Texture_InfoMeas2_BF_3_00_256,Texture_InfoMeas2_BF_3_01_256,Texture_InfoMeas2_BF_3_02_256,Texture_InfoMeas2_BF_3_03_256,Texture_InverseDifferenceMoment_BF_3_00_256,Texture_InverseDifferenceMoment_BF_3_01_256,Texture_InverseDifferenceMoment_BF_3_02_256,Texture_InverseDifferenceMoment_BF_3_03_256,Texture_SumAverage_BF_3_00_256,Texture_SumAverage_BF_3_01_256,Texture_SumAverage_BF_3_02_256,Texture_SumAverage_BF_3_03_256,Texture_SumEntropy_BF_3_00_256,Texture_SumEntropy_BF_3_01_256,Texture_SumEntropy_BF_3_02_256,Texture_SumEntropy_BF_3_03_256,Texture_SumVariance_BF_3_00_256,Texture_SumVariance_BF_3_01_256,Texture_SumVariance_BF_3_02_256,Texture_SumVariance_BF_3_03_256,Texture_Variance_BF_3_00_256,Texture_Variance_BF_3_01_256,Texture_Variance_BF_3_02_256,Texture_Variance_BF_3_03_256
116,3,Mcf7,nan,0,0,15,nan,4,1,20240515,48648,92877,1191,1177,818,928,1007.070013,1054.858041,7.79718344,63225,0.788727428,248.8785997,1,0.523789528,0.128251439,326.6932736,391.8124551,86.88498144,27.8753402,23.34523506,221.5489909,200.8324266,72.45146584,2183.264248,0.769442467,0.403474496,0.011323822,0.209585088,0.043744412,0.009313037,0.009952152,0.041598596,0.037654058,0.014984244,0.005996584,0.011230886,0.005289967,0.018089276,0.001218443,0.016278761,0.006454688,0.005690492,0.006016934,0.009019969,0.001592679,0.018856584,0.013075052,0.004372863,0.007704878,0.003167769,0.006294571,0.002769498,0.005368981,0.002548153,0.000359273,0.343217749,0,2.507725322,0,0,0,0,60.94076556,2.217020396,1.265148264,0.910139508,0.228377416,0,0,0,0.984775227,0.327076131,0.294838599,0.324977504,0.304352206,0.26983992,0.347593123,0.27104024,0.32392206,0.588649948,0.474077431,0.588199484,0.509494532,0.84654471,0.952205375,0.846802203,0.924800049,0.073603959,0.064147976,0.073275549,0.066797625,2.183818702,2.310462783,2.187551289,2.27322076,-0.243495309,-0.149696973,-0.243894512,-0.178644437,0.673927696,0.558498808,0.674803833,0.599809306,0.866330067,0.831135547,0.865276113,0.8422384,6.404068964,6.40522046,6.405372432,6.405318414,1.906047203,1.94058464,1.911329742,1.929134393,1.042132299,0.974248317,1.045326445,0.996846336,0.327993055,0.33046036,0.329091671,0.330192099
116,4,Mcf7,nan,0,0,15,nan,4,1,20240515,18447,33120,846,1203,570,1083,701.4766629,1138.670299,8.687208654,28460,0.925334766,153.2561577,1,0.556974638,0.115111774,272.9066818,284.3817856,45.89117562,14.34712275,11.70469991,117.1263282,103.4728735,88.01903498,1419.083441,0.648172874,0.290423873,0.022422585,0.13400772,0.056884452,0.032695776,0.007350112,0.039980776,0.051646983,0.017363813,0.020223291,0.012408954,0.003025292,0.017244762,0.018506389,0.019400752,0.007913796,0.009402243,0.007784392,0.007015324,0.001439871,0.009657634,0.002081932,0.014320032,0.002336197,0.007165828,0.007975896,0.004551368,0.007502961,0.001506986,0.002002191,0.225018635,0,2.370778191,0,0,0,0,60.12992057,2.245066377,0.831322042,0.024565311,0,0,0,0.00238148,0.672226779,0.501449603,0.481071861,0.50240049,0.484626476,0.188305709,0.220552708,0.182714046,0.21966982,0.564044463,0.493145798,0.581720797,0.490311972,0.698579751,0.76446784,0.686624583,0.763595656,0.088004585,0.081989173,0.089178914,0.08232929,1.687999724,1.757078657,1.68498368,1.747638234,-0.251725523,-0.188757527,-0.267504993,-0.187155982,0.620464205,0.553763256,0.636930454,0.550377457,0.905985267,0.89071357,0.9087821,0.891575113,6.008632597,6.00524424,6.006492377,6.011573938,1.498842455,1.529734246,1.501085154,1.520046905,0.675570045,0.649727963,0.690932285,0.642307734,0.215968939,0.217570168,0.218411583,0.215494388
116,5,Mcf7,nan,0,0,15,nan,4,1,20240515,46596,126380,1154,1346,799,990,962.6713666,1199.111297,12.87123188,80679,0.803236257,243.5731303,1,0.368697579,0.077692641,378.461102,410.4168613,67.46851117,19.97810103,16.97056275,267.2991413,225.4343562,60.97276778,2745.296823,0.577548061,0.351060985,0.100147076,0.092366182,0.051987969,0.065848036,0.006686433,0.020645994,0.025796329,0.003697781,0.038929777,0.006794947,0.013881916,0.01565159,0.005277724,0.00859336,0.00713365,0.011586655,0.00381045,0.018755643,0.003553557,0.01027058,0.003483109,0.013814806,0.013520775,0.006888118,0.003316859,0.008362318,0.006546198,0.005647105,0.004120496,0.38669521,0,2.626945163,0,0,0,0,59.69965839,2.763952839,1.543824058,0.478370468,0,0,0,0.013983576,1.32329366,0.301094249,0.27141626,0.301975475,0.277089378,0.274372131,0.351882759,0.273687768,0.335073521,0.637505489,0.538199922,0.638298001,0.558902769,0.852913594,0.959495556,0.852673963,0.937291116,0.065874547,0.058158407,0.066029047,0.059499189,2.32162741,2.45185985,2.320352609,2.424552038,-0.276704323,-0.186443435,-0.277352939,-0.203729935,0.724933287,0.629260284,0.725462328,0.650412991,0.86400216,0.830121859,0.864588871,0.836703522,6.17931407,6.1746039,6.178170759,6.173805996,2.039985376,2.073910429,2.038245156,2.069980823,1.239428065,1.172078694,1.239645133,1.184199318,0.378450049,0.380990363,0.378333225,0.37981821
116,6,Mcf7,nan,0,0,15,nan,4,1,20240515,13352,28006,813,1283,604,1149,701.2789095,1215.334557,10.78628912,19508,0.913669972,130.3851771,1,0.476754981,0.092710291,220.1571912,231.0086578,37.20215048,11.82872942,9.486832981,104.6155375,89.48440146,-69.91632062,1345.284451,0.684437154,0.318518653,0.004768729,0.149900529,0.060385367,0.024879684,0.012378445,0.050861351,0.047483592,0.023044783,0.008541107,0.012208483,0.008481435,0.019570124,0.013522846,0.020994615,0.009879114,0.011217031,0.007876796,0.008726717,0.003988748,0.001223586,0.004451949,0.005258696,0.007804509,0.005207546,0.002932235,0.008147288,0.006919934,0.00355989,0.001215974,0.413126821,0,3.143587836,0,0,0,0,57.350083,1.927972972,0.985548838,0.172594313,0,0,0,0.011152428,1.375605687,0.568990151,0.554225682,0.575904414,0.558125973,0.16828322,0.197285143,0.16344507,0.191426216,0.502186949,0.410170906,0.509612425,0.425191106,0.653762405,0.719502798,0.642487921,0.706489013,0.09223423,0.086690313,0.093311963,0.08761558,1.467463459,1.514235139,1.447634674,1.502379544,-0.217827714,-0.147636494,-0.224333906,-0.156527384,0.549029186,0.463090023,0.553485456,0.474536655,0.91585839,0.902656562,0.918277465,0.90497939,6.066925315,6.066538974,6.071609167,6.068425392,1.299180239,1.308884678,1.284189604,1.305894635,0.507806809,0.471671832,0.503150408,0.474625468,0.169022507,0.167239244,0.166648869,0.166512921
116,7,Mcf7,nan,0,0,15,nan,4,1,20240515,39289,83916,578,1404,254,1145,411.9252717,1264.136247,13.95647936,57139,0.675217792,223.6611465,1,0.468194385,0.071651308,287.0499454,324.3901971,67.06713055,21.27460596,18,241.7904912,211.7333271,79.22310173,2624.994262,0.687603913,0.475385193,0.067826559,0.16864487,0.035476276,0.046453248,0.018289807,0.009686892,0.038988999,0.016194392,0.017655385,0.016643054,0.005920339,0.00480986,0.02075066,0.01140061,0.008322708,0.002756472,0.00891392,0.005283163,0.005029658,0.009136996,0.010962318,0.002865909,0.006739259,0.006885813,0.006472114,0.008525384,0.009083163,0.011557986,0.001730873,0.069398397,0,1.463016729,0,0,0,0,62.18002218,2.596728755,1.246746775,0.155927892,0,0.165089594,0.038638214,0,0.176739653,0.388972835,0.363087282,0.394754567,0.371241307,0.251416297,0.312055965,0.240078512,0.28883931,0.574079622,0.46829452,0.593632894,0.512339152,0.817696187,0.911175151,0.798731663,0.877453795,0.076511857,0.068415568,0.078408854,0.071205125,2.065485251,2.156572148,2.044811853,2.13100556,-0.234539576,-0.151361484,-0.253393213,-0.182214806,0.649888157,0.545460477,0.668958631,0.589646171,0.875322862,0.848479734,0.880864164,0.858388203,5.958115183,5.956229414,5.958351258,5.959079284,1.807597472,1.824285921,1.798608378,1.826976068,0.929162564,0.861736584,0.941505864,0.895751625,0.295144715,0.293448137,0.295396094,0.296147734
116,8,Mcf7,nan,0,0,15,nan,4,1,20240515,33529,63879,562,1505,241,1306,407.1489755,1398.4344,7.679552293,45693,0.818233485,206.6166709,1,0.524882982,0.130215924,304.4753803,321.5602587,62.64982043,19.8782208,17.02938637,192.4737353,175.0386471,71.87373918,1798.801261,0.733788545,0.389163678,0.069697125,0.145412097,0.050690557,0.055617291,0.01811082,0.00857818,0.034217148,0.004749646,0.038304878,0.017801631,0.017476601,0.004514991,0.005809657,0.011774909,0.008673438,0.013336102,0.004702481,0.012263341,0.010782082,0.011427824,0.013245588,0.009887576,0.010931519,0.002667456,0.011478554,0.001745255,0.004339215,0.00961353,0.003630068,0.096363095,0,1.56105427,0,0,0,0,63.13525171,2.31534811,0.872188372,0.335263465,0,0,0.000157969,0,0.173082141,0.370164879,0.342417427,0.367963645,0.343898951,0.234227791,0.293586042,0.235471816,0.288506399,0.624408669,0.531370447,0.624539936,0.540714328,0.787992257,0.88558527,0.790135085,0.878695004,0.079341421,0.070735233,0.079120367,0.071483012,2.080359956,2.189505436,2.086850961,2.182546173,-0.281987689,-0.196621775,-0.282228324,-0.205081586,0.703464412,0.616142733,0.704471686,0.626662157,0.883520413,0.856784235,0.882899408,0.859340521,5.852336681,5.851073177,5.851292432,5.847802787,1.841669374,1.877566546,1.846814328,1.875967985,1.013020332,0.959369691,1.018839033,0.967820183,0.311812031,0.313238933,0.313577712,0.314081646
116,9,Mcf7,nan,0,0,15,nan,4,1,20240515,118484,199800,1876,1597,1426,1153,1654.215557,1375.7612,19.82948323,151661,0.563003672,388.4050904,1,0.593013013,0.050429958,440.2129302,524.7561338,139.8642199,40.70275167,31.6227766,402.5696309,363.8159106,-55.09575246,5433.635278,0.781242376,0.547664108,0.037437731,0.218326693,0.03291937,0.010099848,0.012736581,0.01085697,0.012226447,0.003278112,0.015471688,0.013476282,0.007893444,0.032437251,0.009495588,0.011571503,0.003970677,0.004110492,0.00061107,0.00944385,0.003434802,0.00210808,0.006384517,0.00927355,0.008173452,0.005189712,0.007008906,0.003769104,0.002761299,0.002312662,0.002616975,0.431777115,0,3.100788464,0,0,0,0,52.48147442,3.755558001,2.140855477,1.675912893,0.023372347,0.179364865,0,1.051505641,1.912154591,0.219580877,0.193003314,0.218445417,0.19702966,0.364947135,0.498964492,0.365624699,0.477897284,0.667581393,0.547539225,0.666825133,0.566407143,0.983959131,1.127978492,0.984684456,1.10871938,0.052986748,0.046267739,0.052763286,0.047130719,2.784281318,2.953484921,2.788098531,2.932111125,-0.268341726,-0.166834219,-0.265683573,-0.179635671,0.760309521,0.644859236,0.75788451,0.662847433,0.830071165,0.786169224,0.828777897,0.792841745,5.965977277,5.96050023,5.966440076,5.962002402,2.381618691,2.387056166,2.384151646,2.388032458,1.830761094,1.706594616,1.8291669,1.726462297,0.548927057,0.551389777,0.5486979,0.551089895
116,10,Mcf7,nan,0,0,15,nan,4,1,20240515,54708,82215,837,1725,522,1464,687.5908825,1594.474995,6.732621562,62782,0.517836289,263.9249685,1,0.665426017,0.148530552,287.993534,327.604945,110.4762418,36.46017397,31.01612484,257.0286639,246.3726324,75.62343568,2151.406384,0.87139626,0.649022958,0.068848317,0.20010213,0.037966449,0.009164675,0.008629956,0.040025825,0.00628621,0.007206347,0.026320766,0.00822681,0.009221904,0.02087172,0.013663226,0.005019566,0.001190703,0.013529816,0.003326358,0.009270539,0.003194934,0.006925412,0.008179348,0.003690788,0.001236863,0.002311695,0.008779349,0.006500785,0.002656762,0.002888791,0.001288174,0.523565043,0,3.457368956,0,0,0,0,49.52338588,3.494842314,2.071003152,0.852774428,0.927471851,0.718630695,1.7314475,0.90293341,2.530836931,0.20123114,0.178064831,0.201638073,0.180216373,0.359992466,0.48509962,0.359334677,0.471823624,0.709729761,0.608746716,0.71087185,0.61918903,0.972917126,1.109951453,0.974298035,1.0964479,0.052811353,0.04650847,0.052962405,0.047158108,2.887285018,3.053207622,2.886785065,3.033122617,-0.298142815,-0.2000527,-0.30012272,-0.211669707,0.797730234,0.701939111,0.799482739,0.715736336,0.828590296,0.78635409,0.82966828,0.791152266,5.991523827,5.984787421,5.990619172,5.983483797,2.495616016,2.501359866,2.494260167,2.502459899,2.12040282,1.994622033,2.126308293,2.006170245,0.620098821,0.619930413,0.621410742,0.619498467
116,11,Mcf7,nan,0,0,15,nan,4,1,20240515,46802,91203,657,1833,356,1530,488.8820563,1702.58506,6.61815764,56239,0.423184967,244.1109526,1,0.513162944,0.151099453,270.444826,323.447059,93.10746479,31.07471348,26.92582404,261.3583044,245.034726,-43.22328056,1972.902812,0.832198297,0.51136458,0.009363085,0.218824986,0.014283095,0.004630928,0.042178243,0.007290983,0.011022324,0.012122915,0.002422474,0.038409208,0.010714241,0.033110707,0.00653624,0.012644085,0.00899557,0.002870982,0.004406056,0.007888422,0.005556256,0.009249466,0.00652653,0.004501142,0.007334484,0.007522331,0.001070229,0.01527793,0.004140898,0.005384163,0.003152049,0.448073155,0,3.307624731,0,0,0,0,51.61945532,3.189001448,1.283714987,1.513855353,0.789059413,0.535307336,1.356509197,0.68293198,2.045265504,0.231535647,0.207655615,0.234230213,0.209765257,0.301352008,0.389117614,0.293999514,0.379914606,0.717238329,0.635070486,0.724563385,0.643540707,0.892707314,1.005908632,0.884052844,0.997574006,0.062809612,0.055657983,0.063763396,0.056349869,2.661107952,2.800365915,2.647857531,2.790298821,-0.325189487,-0.237699848,-0.334540106,-0.243782534,0.802620983,0.728142225,0.809221948,0.734257801,0.851683383,0.816924446,0.855674972,0.821063868,5.935912164,5.927027929,5.93869309,5.938489593,2.347825005,2.376963862,2.341670785,2.371986109,1.830139204,1.743445523,1.840789385,1.751687027,0.532872803,0.533140784,0.533697225,0.532900408
117,1,Mcf7,nan,0,0,16,nan,4,1,20240515,66638,123532,969,587,622,231,799.5416429,412.3661875,12.49579001,80417,0.811075519,291.283602,1,0.539439174,0.080026953,388.8401852,389.6472764,92.31467922,32.58946074,28.3019434,249.7020174,227.4487428,-46.05692867,3234.802487,0.828655633,0.555266022,0.03281659,0.182688116,0.088830516,0.012866653,0.021258828,0.00092636,0.043003659,0.014216915,0.005540727,0.005052061,0.003582108,0.005287282,0.019335197,0.00527996,0.002142566,0.003265254,0.01052679,0.003752255,0.005698088,0.010427402,0.008034954,0.009791967,0.005308728,0.000598119,0.003714768,0.004665411,0.007740114,0.004962922,0.006435991,0.348013666,2.099737832,0.818348608,0.174162034,0.61859224,0.178836249,0.089788129,56.76866687,3.689725403,1.489235976,0.224545256,6.84E-07,1.179519201,0.730118349,0,0.399352302,0.248559169,0.220519204,0.246455335,0.227402058,0.342464044,0.48365013,0.351154693,0.430821218,0.637287718,0.488881215,0.628328356,0.544821554,0.951443395,1.113432319,0.963991756,1.05475416,0.054059655,0.046797793,0.053529403,0.048827827,2.615952888,2.788335001,2.6316961,2.738632878,-0.250917785,-0.137520274,-0.241141954,-0.170826025,0.726563422,0.58096514,0.716962317,0.632784824,0.835675288,0.790101372,0.832854488,0.803317878,6.192088104,6.186371165,6.193042175,6.187017682,2.247502676,2.239941663,2.249559399,2.255023453,1.545886923,1.408865442,1.538441666,1.462156017,0.472087742,0.473128893,0.47239909,0.473244309
117,2,Mcf7,nan,0,0,16,nan,4,1,20240515,165213,308470,1781,783,1236,217,1491.042908,496.9281473,28.25317534,215133,0.510603457,458.645533,1,0.53558855,0.035394252,512.8778595,591.4093337,153.5838533,43.47033476,33.9411255,506.2276341,440.9807553,39.57144557,7658.799021,0.767957496,0.592549341,0.019462369,0.209449888,0.029101509,0.003214519,0.027071598,0.023780719,0.015814774,0.005069203,0.004332045,0.017464011,0.008811946,0.026893574,0.010804424,0.003458247,0.013314245,0.002575454,0.006098571,0.003598658,0.00888133,0.004080013,0.005789288,0.002915989,0.009158209,0.000784871,0.002188697,0.006101016,0.004097518,0.01304862,0.006172554,0.199667336,1.709240676,0.755901088,0.161216974,0.577310092,0.169037341,0.084977434,57.94671427,3.60907483,1.5701137,0.611856641,0.15249874,0.967574983,0.510352691,0,0.18694989,0.228371199,0.203923845,0.226613477,0.20841404,0.403154071,0.565187899,0.411021497,0.526502549,0.628334241,0.480229806,0.621071199,0.5173753,1.030366834,1.190285737,1.038754773,1.156776257,0.046597593,0.040729426,0.04623318,0.0419274,2.807862744,2.975086846,2.816901622,2.943416311,-0.228821744,-0.125586648,-0.223018291,-0.148073185,0.71827595,0.573397117,0.711976542,0.612722098,0.816638912,0.770563328,0.814028004,0.781189275,6.174791265,6.170218836,6.173544641,6.170482865,2.355389092,2.331628694,2.356060104,2.345880586,1.766290178,1.609572814,1.758364919,1.655327552,0.542361062,0.543690178,0.542346604,0.545457525
117,3,Mcf7,nan,0,0,16,nan,4,1,20240515,16293,28050,680,580,493,430,581.9525563,509.9849015,3.365878014,20311,0.716030488,144.0308714,1,0.580855615,0.297099299,176.9269521,196.817174,57.28001397,19.0551649,16.4924225,145.5137504,123.507222,54.18039453,830.1463197,0.802176161,0.526054797,0.061824874,0.201038422,0.048380016,0.037746651,0.009515091,0.005806459,0.024340096,0.020377775,0.011954523,0.012881677,0.001425037,0.015139265,0.013996665,0.02103189,0.00790109,0.019465851,0.008565146,0.001313098,0.004668836,0.004147668,0.00096504,0.002041454,0.008699387,0.003747599,0.002365235,0.005188926,0.004664993,0.002320982,0.003963609,0.249386931,1.950463502,0.784517585,0.167533022,0.591736095,0.170252806,0.08528823,57.33343245,5.044965453,0.39932688,0.434524518,0.188390564,0.747984143,0.411182103,0,0.272374607,0.211756244,0.192929488,0.214323851,0.192815743,0.415384615,0.546984844,0.401439681,0.546465241,0.635655453,0.517990092,0.648143541,0.522495449,1.031324725,1.157137512,1.015826314,1.161966753,0.049309839,0.044228103,0.050014451,0.044304469,2.864529089,2.997495104,2.848972468,3.005624357,-0.228001732,-0.141470105,-0.23911788,-0.142956897,0.722167688,0.605308465,0.7339751,0.608646809,0.805384615,0.763811674,0.810309146,0.766712445,6.072179487,6.064172847,6.075583264,6.067359885,2.41533162,2.389478775,2.413416975,2.396169482,1.864790122,1.722615157,1.880398103,1.742372593,0.570043684,0.5674,0.570459446,0.572209458
117,4,Mcf7,nan,0,0,16,nan,4,1,20240515,59694,104447,1942,790,1641,443,1810.178058,630.1298288,10.33057635,74831,0.454826334,275.6896106,1,0.571524314,0.09680002,307.6664584,365.2026835,103.696673,30.58619146,25.01999201,292.9011197,274.0016411,-23.12156535,2783.764861,0.797717523,0.527312275,0.022061167,0.214983364,0.018796952,0.006159024,0.038996647,0.000345563,0.019206925,0.013259615,0.007057162,0.03033201,0.007231238,0.027651474,0.002973646,0.010412231,0.008824859,0.003056758,0.006177922,0.010916687,0.008970738,0.007463557,0.011487663,0.005673194,0.011428858,0.00371511,0.003099103,0.009683624,0.008892637,0.010460059,0.001107144,0.061813462,1.084449343,0.712342305,0.151787291,0.538329577,0.156448066,0.078732653,58.81370437,3.844832907,1.998218602,1.037855578,0.258853804,0.404220681,0.23471524,0,0.005393408,0.23819353,0.217452576,0.243309529,0.215948639,0.357544428,0.449454058,0.340181143,0.460935049,0.623795586,0.526261392,0.642527072,0.516532551,0.965828834,1.06689755,0.944378684,1.078194081,0.052701302,0.047742487,0.053955292,0.047302147,2.656242392,2.77086009,2.628515019,2.785155112,-0.235366714,-0.157593041,-0.254728792,-0.151401394,0.7125003,0.614414184,0.731933883,0.605244142,0.827598211,0.79370976,0.834844016,0.79017393,6.154387064,6.147783599,6.157615297,6.151413729,2.273203908,2.270570112,2.268667676,2.272578316,1.543254255,1.448022949,1.563074273,1.445853299,0.475199671,0.474369252,0.475813854,0.476697087
117,5,Mcf7,nan,0,0,16,nan,4,1,20240515,49269,107166,765,885,447,548,632.839737,727.8938887,12.48763593,69751,0.695142971,250.4620513,1,0.459744695,0.080079208,322.8693072,349.1260517,78.49203781,24.76047903,21,276.6134071,232.1015469,-4.844250121,2780.557754,0.706355464,0.453559245,0.047093615,0.184536462,0.036413776,0.040774791,0.032651912,0.001759014,0.035922643,0.003887003,0.01505829,0.028718779,0.012404308,0.020096787,0.015888048,0.004284164,0.00761149,0.001474076,0.018063389,0.010116302,0.002334377,0.003724188,0.004694028,0.003701147,0.002157676,0.007973666,0.005581818,0.010689581,0.001118178,0.005044747,0.003801579,0.322399099,2.240463353,0.857554925,0.181798141,0.643026236,0.186438825,0.093632833,55.72316246,3.137883026,1.468296995,1.219377855,0.001998566,1.197670795,0.674979854,0,0.372404067,0.287882438,0.259827914,0.285946469,0.263603022,0.288005949,0.387947391,0.298860593,0.367189509,0.667720888,0.554538985,0.655797685,0.578663246,0.876544066,1.014481516,0.895506483,0.986547672,0.064563572,0.056499983,0.063750366,0.057607616,2.444902952,2.598549437,2.461948473,2.571705772,-0.290829761,-0.18786346,-0.28013203,-0.206702906,0.751558468,0.645399892,0.74267803,0.668768192,0.858903644,0.822818025,0.855671528,0.828079198,6.201869755,6.197563605,6.201798393,6.199580012,2.142082817,2.164414237,2.142934067,2.166958218,1.44551228,1.353831925,1.437679687,1.375784515,0.433379557,0.435444829,0.43413507,0.435743506
117,6,Mcf7,nan,0,0,16,nan,4,1,20240515,20730,41280,597,770,437,512,513.9903521,651.6732754,8.804643191,30396,0.848250074,162.4630905,1,0.502180233,0.113576437,238.9423368,257.437371,45.88027899,15.58088132,13.41640786,155.6900961,126.5428807,1.729765722,1514.469263,0.681997631,0.394097084,0.061691149,0.159739706,0.057039311,0.03275969,0.031114026,0.03066123,0.039979386,0.008365345,0.005010085,0.035640198,0.003052212,0.016736737,0.007905637,0.002209373,0.00634158,0.012015934,0.013267471,0.00585463,0.001585893,0.002429183,0.003645919,0.00986991,0.011369763,0.004569565,0.004811985,0.005877464,0.00164849,0.001310833,0.000408083,0.348671868,2.291692367,0.868501529,0.184554454,0.65569529,0.189862673,0.095693791,56.75734462,2.738735313,1.368920503,0.670828062,0,0.590640745,0.539459157,0,0.406844107,0.312081517,0.285800615,0.313683413,0.285172943,0.306963817,0.394535916,0.308238056,0.398174558,0.567137049,0.444541194,0.562833428,0.437716116,0.901878746,1.014270271,0.905196278,1.017440025,0.068751233,0.060608926,0.068760779,0.060272435,2.319135088,2.436391176,2.316426591,2.438094402,-0.214969582,-0.126321975,-0.211214164,-0.121885248,0.654202379,0.529160661,0.649103705,0.520836738,0.849668022,0.815571599,0.84973969,0.813794534,6.192495754,6.187607126,6.194620253,6.191878857,1.995413947,1.9978781,1.989495662,1.995204476,1.111331817,1.026040776,1.101924917,1.018101345,0.354573909,0.355144173,0.352540743,0.354068976
117,7,Mcf7,nan,0,0,16,nan,4,1,20240515,90126,158340,1399,1051,944,703,1192.995129,862.8840179,19.86200859,112708,0.685845912,338.7506269,1,0.569192876,0.050347375,410.2913808,470.6697356,130.6330739,39.04531735,31.25699922,341.0610903,298.588234,-86.61614765,4742.873734,0.799641552,0.51759489,0.084034713,0.18973566,0.04310061,0.032827277,0.011380659,0.008212877,0.023458918,0.023237637,0.022739399,0.011432566,0.00920895,0.005573069,0.012311479,0.019480424,0.004209709,0.013271994,0.005840415,0.007109861,0.003009889,0.010678186,0.004827453,0.003764953,0.001806579,0.005926637,0.001829839,0.006085817,0.002729759,0.000252783,0.001875027,0.351155609,2.073373289,0.786141594,0.166508934,0.589000671,0.170285842,0.085552635,56.51598509,3.814558092,1.140391194,1.011573593,0.511651994,1.847985663,0.783889005,0,0.411485995,0.175367072,0.153992912,0.17467909,0.157024917,0.478990917,0.691340033,0.479253256,0.635450025,0.634540773,0.473599462,0.633563792,0.516278175,1.107412129,1.283548781,1.104930577,1.239030849,0.043227831,0.037528943,0.043124569,0.038685495,3.081878377,3.269829075,3.082157544,3.230657032,-0.217770562,-0.110633801,-0.216026881,-0.133427798,0.727405464,0.564042365,0.725228582,0.608192001,0.790333279,0.736536649,0.788618935,0.746555139,6.430824878,6.427040828,6.429955205,6.42625738,2.537864086,2.496602797,2.539224676,2.515366449,2.142318831,1.935329138,2.136499472,1.991886563,0.655327437,0.656667293,0.653938182,0.656834147
