ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_10_BF,Granularity_11_BF,Granularity_12_BF,Granularity_13_BF,Granularity_14_BF,Granularity_15_BF,Granularity_16_BF,Granularity_1_BF,Granularity_2_BF,Granularity_3_BF,Granularity_4_BF,Granularity_5_BF,Granularity_6_BF,Granularity_7_BF,Granularity_8_BF,Granularity_9_BF,Texture_AngularSecondMoment_BF_3_00_256,Texture_AngularSecondMoment_BF_3_01_256,Texture_AngularSecondMoment_BF_3_02_256,Texture_AngularSecondMoment_BF_3_03_256,Texture_Contrast_BF_3_00_256,Texture_Contrast_BF_3_01_256,Texture_Contrast_BF_3_02_256,Texture_Contrast_BF_3_03_256,Texture_Correlation_BF_3_00_256,Texture_Correlation_BF_3_01_256,Texture_Correlation_BF_3_02_256,Texture_Correlation_BF_3_03_256,Texture_DifferenceEntropy_BF_3_00_256,Texture_DifferenceEntropy_BF_3_01_256,Texture_DifferenceEntropy_BF_3_02_256,Texture_DifferenceEntropy_BF_3_03_256,Texture_DifferenceVariance_BF_3_00_256,Texture_DifferenceVariance_BF_3_01_256,Texture_DifferenceVariance_BF_3_02_256,Texture_DifferenceVariance_BF_3_03_256,Texture_Entropy_BF_3_00_256,Texture_Entropy_BF_3_01_256,Texture_Entropy_BF_3_02_256,Texture_Entropy_BF_3_03_256,Texture_InfoMeas1_BF_3_00_256,Texture_InfoMeas1_BF_3_01_256,Texture_InfoMeas1_BF_3_02_256,Texture_InfoMeas1_BF_3_03_256,Texture_InfoMeas2_BF_3_00_256,Texture_InfoMeas2_BF_3_01_256,Texture_InfoMeas2_BF_3_02_256,Texture_InfoMeas2_BF_3_03_256,Texture_InverseDifferenceMoment_BF_3_00_256,Texture_InverseDifferenceMoment_BF_3_01_256,Texture_InverseDifferenceMoment_BF_3_02_256,Texture_InverseDifferenceMoment_BF_3_03_256,Texture_SumAverage_BF_3_00_256,Texture_SumAverage_BF_3_01_256,Texture_SumAverage_BF_3_02_256,Texture_SumAverage_BF_3_03_256,Texture_SumEntropy_BF_3_00_256,Texture_SumEntropy_BF_3_01_256,Texture_SumEntropy_BF_3_02_256,Texture_SumEntropy_BF_3_03_256,Texture_SumVariance_BF_3_00_256,Texture_SumVariance_BF_3_01_256,Texture_SumVariance_BF_3_02_256,Texture_SumVariance_BF_3_03_256,Texture_Variance_BF_3_00_256,Texture_Variance_BF_3_01_256,Texture_Variance_BF_3_02_256,Texture_Variance_BF_3_03_256
22,14,Mcf7,nan,0,0,13,nan,2,0,20240515,21747,43680,1125,1478,943,1238,1035.426955,1341.851796,12.10796957,32505,0.820153013,166.400542,1,0.497870879,0.082590231,243.6503925,261.4287666,56.72741841,14.43806195,10.04987562,160.0845987,139.4031693,-23.38711494,1819.031709,0.669035533,0.405099279,0.033890096,0.165950449,0.061879796,0.031872231,0.020288036,0.036191665,0.034940958,0.012633628,0.012830141,0.015278109,0.008750207,0.015485955,0.012105478,0.00991191,0.00792551,0.012124581,0.009187573,0.007550003,0.001465514,0.006372831,0.008296558,0.005981019,0.00152963,0.008443857,0.014904968,0.004157197,0.012344266,0.002504537,0.00240589,4.74E-07,0.428743661,0.161008171,0.177358826,0,0.200770801,0.246888805,61.65704489,4.184609808,1.572621602,0.169684048,0.089112271,0.170733662,0.22745933,0.18824242,0.092403088,0.130509129,0.115566482,0.13171114,0.121259,0.689945101,1.022703032,0.653732081,0.820051414,0.570352748,0.369966764,0.592283713,0.493847115,1.273319744,1.473658853,1.237647275,1.349179372,0.037550429,0.032377144,0.038445226,0.035299577,3.441367435,3.631960238,3.414605671,3.537902354,-0.154861357,-0.059803042,-0.167887043,-0.109020138,0.662413789,0.447886859,0.682031198,0.578775283,0.730758198,0.671441228,0.734698904,0.698057302,7.223502646,7.217634212,7.228521997,7.222491053,2.675034753,2.599157969,2.685962378,2.653119066,2.521736562,2.223801991,2.553066871,2.420279474,0.802920416,0.811626256,0.801699738,0.810082722
22,15,Mcf7,nan,0,0,13,nan,2,0,20240515,61654,172520,1525,1533,1145,1079,1378.411328,1364.338324,28.18719633,109217,0.790254768,280.1790693,1,0.357373058,0.035477101,423.9101112,470.2393008,90.44335244,24.52875121,18,320.0610004,259.7629716,-20.441616,4673.169153,0.564509188,0.33150102,0.102947273,0.094557598,0.024919335,0.080855957,0.011277445,0.029673605,0.015966457,0.01391898,0.024277527,0.012241014,0.004773633,0.011277714,0.008495196,0.014767698,0.003738116,0.005590207,0.015578609,0.003311243,0.009157147,0.005815256,0.007143949,0.006009543,0.006803258,0.001646288,0.006570299,0.00700206,0.009032948,0.007779347,0.003093537,1.080183295,1.644872056,0.52577698,0.38838521,0,0.39429862,0.479478,50.02683021,2.994233473,1.645858609,0.71080143,0.269811151,0.505903399,0.287864799,0.083850231,3.933082896,0.142466799,0.127191269,0.143265104,0.129008174,0.639884383,0.944833977,0.647507009,0.862716135,0.639493458,0.470351654,0.637136479,0.519121453,1.256989036,1.45235497,1.260939603,1.404855185,0.034005078,0.029566294,0.034104831,0.030521844,3.448235639,3.632847025,3.450955651,3.60354114,-0.208033073,-0.115905501,-0.210199522,-0.134946913,0.74226136,0.600364032,0.745251883,0.637459108,0.762787965,0.715118116,0.764545509,0.724171159,7.111229634,7.110489413,7.11174174,7.108124077,2.742462569,2.694337361,2.74536153,2.717832311,2.910033901,2.622944474,2.921366526,2.725367139,0.887479571,0.891944613,0.892218384,0.897020818
22,16,Mcf7,nan,0,0,13,nan,2,0,20240515,46779,86618,1772,1730,1503,1408,1622.424079,1558.504136,9.57549526,56195,0.575108482,244.0509632,1,0.540060957,0.104433241,276.9882156,325.6777548,100.0049999,32.19019174,27.20294102,254.1138603,226.5977318,-23.23138724,2372.526225,0.832440609,0.561532748,0.050953848,0.213294944,0.030089701,0.02413784,0.023395217,0.017691018,0.02537816,0.008538199,0.014609435,0.020717119,0.006931926,0.026486942,0.011394181,0.007043098,0.008019224,0.014530269,0.005394288,0.008632956,0.001884922,0.007413326,0.014065295,0.001874896,0.007066223,0.006297647,0.002712983,0.003410029,0.004152222,0.006975431,0.002716184,0.732820043,1.242826104,0.481465204,0.348972934,0,0.352810347,0.429274463,52.71482104,4.410879984,2.272391562,0.428022707,0,0,0,0.000370164,2.524457336,0.13766107,0.124265074,0.13800862,0.125467673,0.659842345,0.963246177,0.637166571,0.83093045,0.669871468,0.508207252,0.681115475,0.596995593,1.256756831,1.425896955,1.244606713,1.37884165,0.028084961,0.025263222,0.028186673,0.025692691,3.490801135,3.651551047,3.47720558,3.63249719,-0.218083413,-0.130385172,-0.224877468,-0.155399551,0.757948513,0.63173634,0.765266879,0.676578652,0.758316299,0.714745895,0.759149375,0.722133982,7.121438881,7.106583845,7.122142825,7.134005251,2.793996446,2.748392944,2.799424439,2.779997483,3.337645182,2.954038817,3.359054767,3.292748774,0.999371882,0.979321248,0.999055334,1.030919806
22,17,Mcf7,nan,0,0,13,nan,2,0,20240515,32563,60467,1847,1804,1608,1551,1742.041028,1684.546448,10.63422563,38657,0.680399971,203.6185141,1,0.538525146,0.094035996,246.2445552,264.796148,71.56814934,22.21864553,17.80449381,183.8477631,180.4580973,-38.9874813,2086.027704,0.842357141,0.587824255,0.110477403,0.157941331,0.038013647,0.032875243,0.002451998,0.008034912,0.030656307,0.016968742,0.030253126,0.004635202,0.003742561,0.016607538,0.005792494,0.016062414,0.006167472,0.004492763,0.006436011,0.002419462,0.003373809,0.011434783,0.005989888,0.006746424,0.007527357,0.003870681,0.008849826,0.007387642,0.001392912,0.001142875,0.003936273,0.541036458,0.816497106,0.257739171,0.186928765,0,0.192723211,0.339048269,59.11210041,4.55272923,1.313042661,1.238947112,0,0,0,0,1.911606756,0.113876208,0.104172392,0.120550499,0.106414222,0.756418123,1.028985029,0.651180108,0.958348201,0.668464925,0.549527346,0.714968627,0.589780283,1.315627363,1.463263205,1.249102584,1.442963362,0.028070617,0.025520163,0.02955698,0.025923896,3.736763909,3.888481352,3.649851447,3.869308741,-0.21399603,-0.142850133,-0.256218709,-0.158353904,0.769144098,0.670967639,0.811092165,0.697090128,0.723549483,0.681094256,0.749583337,0.691612718,7.049762651,7.037492581,7.051736977,7.054627437,2.934448734,2.890389383,2.941628001,2.906538708,3.806707649,3.539483313,3.918001888,3.714017173,1.140781443,1.142117085,1.142295499,1.168091344
23,1,Mcf7,nan,0,0,14,nan,2,0,20240515,129903,223561,1332,1188,739,811,1040.32522,1014.100275,15.40248279,150618,0.767598838,406.6910825,1,0.581062887,0.064924598,516.649559,603.4335092,152.1085139,49.80661788,41.23105626,366.9196164,331.1365079,82.51971984,5014.29509,0.862466637,0.454217399,0.077646037,0.192810477,0.035803477,0.056938493,0.015206532,0.010940606,0.023282292,0.016155034,0.009137398,0.014642175,0.009825382,0.008046996,0.004439063,0.014445574,0.006069239,0.025130202,0.005324668,0.012210379,0.003772381,0.006721198,0.004060288,0.002752682,0.004447262,0.004529618,0.006582421,0.008594608,0.002778785,0.003713472,0.002616008,0.460974775,0.152242488,0,0.770267517,0.777270134,0,1.508165545,67.68121674,1.732302673,0.653576355,0.235523295,0.12457032,0.067423982,0.30858944,0,0.064836408,0.364738625,0.340653016,0.362570916,0.350001655,0.298808186,0.381909868,0.30040401,0.346822145,0.474026658,0.32494595,0.471065677,0.389079565,0.895615812,1.006068408,0.898327008,0.963092612,0.058532956,0.052350162,0.058052828,0.054794575,2.053504542,2.142959611,2.059288543,2.113210945,-0.165040316,-0.081772638,-0.159687898,-0.111566248,0.555739663,0.408640011,0.548171426,0.470062753,0.858007107,0.826740886,0.855846238,0.840035136,6.48296165,6.479514367,6.482375166,6.48173152,1.73203705,1.718418092,1.736855448,1.730812092,0.837402197,0.749584322,0.835479963,0.788586414,0.284052596,0.282873548,0.283970993,0.28385214
23,2,Mcf7,nan,0,0,14,nan,2,0,20240515,47322,70422,689,1351,398,1109,545.8447445,1228.977579,11.09576358,55553,0.607112216,245.4633206,1,0.671977507,0.090124487,279.716022,304.2433237,98.85848471,31.3361498,26.30589288,230.656664,222.2668565,81.47202179,2568.709991,0.851835184,0.646166878,0.049187995,0.196416817,0.046290672,0.018560188,0.009409933,0.045474223,0.022442937,0.011475741,0.020963556,0.014503954,0.005795232,0.007883237,0.015183298,0.007799102,0.008271837,0.008618626,0.004151748,0.004592034,0.002952727,0.010804218,0.005543031,0.00793047,0.006378884,0.003672002,0.009470957,0.005597663,0.002918926,0.005806713,0.00333387,0.015877513,0.013340896,0,0.080820749,0.102747827,0,0.70969036,71.95820661,2.467263157,0.709718017,2.26E-05,6.59E-06,0.001637018,0,0,0,0.389908833,0.370602352,0.391772236,0.371900785,0.304523496,0.390705604,0.301672403,0.370617881,0.465648395,0.316318132,0.47030529,0.349065455,0.907904578,1.024273142,0.903885175,0.997766604,0.063965508,0.05803165,0.06439522,0.058757118,2.10258299,2.192102225,2.097508724,2.174251412,-0.150733894,-0.07542707,-0.154946796,-0.087314489,0.538696561,0.397331815,0.544910895,0.424321189,0.856565657,0.831421561,0.85824508,0.83440643,6.123100571,6.121482498,6.121767717,6.118891676,1.76643079,1.739511107,1.763694947,1.751193714,0.835263465,0.752240032,0.837370134,0.768107615,0.28494674,0.285736409,0.284760634,0.284681374
23,3,Mcf7,nan,0,0,14,nan,2,0,20240515,196986,375242,1345,1528,659,981,977.2498452,1288.070117,20.55568598,265756,0.79192146,500.8097093,1,0.524957228,0.04864834,688.2745757,698.7882369,157.0350279,54.31701593,48.05205511,474.5866279,420.2762599,78.76822243,7133.268971,0.741228796,0.513629833,0.128779767,0.107017125,0.046536265,0.076173389,0.002038813,0.051024422,0.031523273,0.023887935,0.008154051,0.004890829,0.002173379,0.015962395,0.006218614,0.020325223,0.005193199,0.0076211,0.002677806,0.003944397,0.002694733,0.009051477,0.008590324,0.003607346,0.004081722,0.001546436,0.011225697,0.000613685,0.007240522,0.004874751,0.003657529,0.546013879,0.161421746,0,0.831098506,0.934592211,0,1.888017268,64.39777461,1.75230732,1.032446716,0.285043232,0.324214252,0.143462403,0.410640983,0,0.093052828,0.485471284,0.459444907,0.481529633,0.470613789,0.215996997,0.293298283,0.226346536,0.253837437,0.553841301,0.390535626,0.531339827,0.475091897,0.758230594,0.891949075,0.778219044,0.82795446,0.075265257,0.0671758,0.073970546,0.070837257,1.789105557,1.893180542,1.803619305,1.848826666,-0.232104624,-0.12378516,-0.21556181,-0.172113674,0.612257557,0.47016001,0.5943279,0.542237712,0.895310578,0.868324512,0.891293521,0.881125041,6.174753435,6.171171832,6.1732734,6.173017805,1.557856192,1.556820376,1.558763122,1.565264933,0.752254873,0.669180562,0.739583788,0.713331618,0.242062968,0.240619711,0.241482581,0.241792264
23,4,Mcf7,nan,0,0,14,nan,2,0,20240515,45818,84102,715,1500,322,1286,489.9072199,1401.364573,10.91875779,55520,0.848484645,241.5311356,1,0.544790849,0.09158551,343.3918282,392.2868848,80.32434251,25.86068938,21.54065923,198.6528555,181.7298229,80.38778929,2507.319118,0.825252161,0.378749455,0.074050165,0.164222813,0.059234846,0.035395238,0.026969384,0.039522231,0.041928967,0.011142203,0.0128367,0.016491116,0.010378949,0.008565968,0.013841931,0.009786806,0.003780573,0.001456154,0.009825343,0.010981225,0.002543262,0.007102661,0.005081974,0.009694315,0.007219637,0.006021416,0.009028098,0.008316987,0.005728809,0.001899535,0.002664663,0.460716215,0.166170276,0,0.827122709,0.808673519,0,1.633438871,65.18031858,2.336608683,0.488124424,0.171107994,0.241660054,0.503919073,0,0,0,0.43415031,0.402560352,0.425642816,0.407023659,0.254266443,0.3493505,0.277814638,0.330219502,0.52612163,0.354518319,0.483505954,0.38577213,0.826400937,0.971424814,0.865925675,0.945109901,0.069197484,0.060674921,0.066933075,0.061755749,1.963722698,2.089530172,2.000185154,2.067579365,-0.195992587,-0.090450047,-0.165734404,-0.102742331,0.589350086,0.423779975,0.550759451,0.44791757,0.875963062,0.843027393,0.867818985,0.847563389,6.024715948,6.021910564,6.021986319,6.019281211,1.694374017,1.6927415,1.699221723,1.697737323,0.818863116,0.733098499,0.797956282,0.74501501,0.26828239,0.27061225,0.26894273,0.268808628
23,5,Mcf7,nan,0,0,14,nan,2,0,20240515,36048,74750,1725,1650,1475,1351,1598.605692,1510.553595,19.53511748,55034,0.469476017,214.2375763,1,0.482247492,0.051189864,258.5755497,315.192005,68.8839604,17.03768704,11.40175425,241.7370565,228.3080469,10.90695348,2974.770958,0.655013265,0.461022379,0.041893556,0.177932024,0.014422957,0.013825418,0.020729764,0.013616165,0.031658095,0.012770252,0.029847507,0.023178325,0.00463696,0.007272646,0.024000165,0.010410152,0.004832833,0.012039515,0.009047386,0.004129404,0.002963078,0.001520348,0.016168445,0.008441061,0.003980004,0.003704836,0.020519108,0.011663275,0.00444973,0.00531474,0.001829326,0.59361022,0.166945675,0,0.81494533,0.810479714,0,1.644295567,63.97822351,2.221668214,1.02024221,0.706151874,0.479671305,0.144263305,0.003476642,1.029608508,0.360297502,0.287920483,0.266822119,0.291844834,0.277772909,0.296202682,0.367295712,0.279328119,0.332179202,0.668447435,0.586282925,0.684344194,0.627140262,0.894142785,0.994531013,0.869171533,0.944112487,0.065688766,0.059123876,0.066611203,0.062439079,2.456406559,2.557637126,2.431687112,2.508173342,-0.319978766,-0.245645669,-0.329067822,-0.282232081,0.779544002,0.715133443,0.785019041,0.749274073,0.863103274,0.83616706,0.866663704,0.85030887,5.915697761,5.924121454,5.927035194,5.921328356,2.129820891,2.143470023,2.128166983,2.138917961,1.490558838,1.408293133,1.490499102,1.449612543,0.44669038,0.443897211,0.442456805,0.445447936
23,6,Mcf7,nan,0,0,14,nan,2,0,20240515,33952,62307,1880,1659,1673,1358,1774.345488,1523.157104,13.54431788,48522,0.71876764,207.9159182,1,0.544914697,0.073831699,268.8970385,302.0347662,76.32168761,21.85586184,17.4642492,205.093997,186.9507659,-0.656988706,2403.898808,0.699723837,0.459090291,0.126111603,0.128370747,0.035352554,0.068670914,0.001807166,0.004044606,0.008247489,0.017649118,0.015933654,0.009443079,0.005060339,0.028381288,0.017590445,0.018916235,0.003233633,0.012755647,0.013893802,0.004654644,0.00550709,0.013233604,0.003616522,0.00133613,0.00814697,0.003050968,0.005162752,0.005984097,0.008909949,0.003986376,0.003540843,0.400948035,0.114691198,0,0.666698185,0.778306208,0,1.537509946,66.18394369,2.716889744,0.682060044,0.309858011,0.146368047,0.341924792,0.009057454,0.705886155,0.242679709,0.23335801,0.206382239,0.23378583,0.214829175,0.404289761,0.579240474,0.407040807,0.517169615,0.588007383,0.412249544,0.584788676,0.478065418,1.035634235,1.207054181,1.037660144,1.153645,0.055745077,0.047504932,0.055555027,0.050147747,2.729942024,2.899635161,2.729693434,2.851153875,-0.205708657,-0.098037073,-0.204977946,-0.134814192,0.682091956,0.50831552,0.681096591,0.581188981,0.819297699,0.770824951,0.818143618,0.788427273,6.045045606,6.042853098,6.047467862,6.047330748,2.272617499,2.243036251,2.270961725,2.260120282,1.558317063,1.39180172,1.553603247,1.464571518,0.490651706,0.492760549,0.490161013,0.495435283
24,1,Mcf7,nan,0,0,15,nan,2,0,20240515,39895,62139,755,881,486,650,606.9289134,768.6391528,9.218427029,47236,0.643183167,225.3794393,1,0.642028356,0.108478377,264.9416434,290.8487579,87.1148667,27.25546762,23,226.0170148,202.8690904,58.50874613,2149.77287,0.844588873,0.600473936,0.053975074,0.195568025,0.053820092,0.010303307,0.021241827,0.020984099,0.023636158,0.025802358,0.021514322,0.024865895,0.005390984,0.012067501,0.017103499,0.013535635,0.004131742,0.001761837,0.007695508,0.000606697,0.009172543,0.003620174,0.006813005,0.010019506,0.005060531,0.003522972,0.00854224,0.009905493,0.004492018,0.008301395,0.003713269,0,0,0.713573651,0,0.486542958,0.757253981,0,61.63945795,3.786376769,1.446526587,1.017146987,0.080499142,1.124671616,2.229979469,0.627004954,0.332332169,0.141307168,0.126059859,0.140591468,0.124698645,0.588059079,0.844946774,0.597447765,0.812092925,0.635168116,0.47679194,0.630668331,0.499536999,1.200182714,1.384105817,1.208824274,1.356201019,0.037208796,0.032706072,0.036987678,0.033105368,3.364834387,3.545763415,3.374616971,3.535661706,-0.203802534,-0.109770025,-0.200653853,-0.117474016,0.730753336,0.580996897,0.727240556,0.597309897,0.760468538,0.712472976,0.758605266,0.710191835,6.988173696,6.984938888,6.989487723,6.988555758,2.708015976,2.652755429,2.708530481,2.667941741,2.635667271,2.384922328,2.63784352,2.43327356,0.805931588,0.807467275,0.808822821,0.811341621
24,2,Mcf7,nan,0,0,15,nan,2,0,20240515,96960,140822,1910,915,1503,569,1703.219967,743.6067554,17.52414189,112594,0.644191178,351.3592268,1,0.688528781,0.057064135,405.1458128,416.1730409,133.7647188,44.91805583,38.27531842,328.8546975,309.8816557,-81.73509443,4620.826007,0.86114713,0.711808863,0.034417288,0.174599482,0.068954157,0.004384421,0.015042339,0.049517795,0.008102821,0.002713345,0.010484485,0.006982984,0.002601797,0.005003974,0.027776516,0.007530527,0.007440469,0.005946632,0.005377482,0.007442221,0.003062368,0.001714274,0.008051207,0.003259202,0.004556645,0.001726247,0.000742961,0.007808076,0.001382709,0.003320576,0.002546788,4.10E-05,1.128828576,0,0,0,0,0,65.91160549,2.441745538,0.83028258,0.686057163,0,0,0,0.213804547,0.373321117,0.29985052,0.277745026,0.30181501,0.282740089,0.376797658,0.514641564,0.368706727,0.465240642,0.532623611,0.363302449,0.542145059,0.423325526,1.005407987,1.155557687,0.995576881,1.10571025,0.053009021,0.046748277,0.053583105,0.048486478,2.49975668,2.62750713,2.487149933,2.590623891,-0.175663012,-0.085238877,-0.183984467,-0.110267047,0.618126347,0.456713825,0.629177794,0.510788672,0.830972699,0.794755081,0.834058467,0.805030376,6.193089301,6.191549266,6.192559193,6.191031506,2.068473623,2.030591494,2.068138547,2.05154658,1.235597262,1.101955085,1.241876423,1.148288872,0.40309873,0.404149162,0.402645788,0.403382378
24,3,Mcf7,nan,0,0,15,nan,2,0,20240515,16540,30929,1155,1014,958,857,1046.232709,933.2277509,7.499742117,22552,0.801492757,145.1185104,1,0.53477319,0.133337918,201.5199862,225.8782858,44.77722635,14.37598897,12.52996409,143.6621036,120.5098549,65.64693967,1248.520995,0.733416105,0.412327182,0.048067006,0.178604738,0.052338061,0.033723102,0.00268787,0.027728394,0.036344279,0.027870578,0.003242718,0.015113535,0.002012197,0.000730007,0.006048825,0.029161723,0.012135691,0.014845069,0.013836327,0.008937868,0.004170411,0.002759489,0.006530354,0.014317362,0.007076478,0.009651827,0.006819836,0.006596491,0.007925349,0.005744261,0.003291586,0,0,0,0,0,0.180168609,0,73.95269693,1.870389331,1.480054229,0.073411777,0.021577883,0,0,0,0,0.276509592,0.255324583,0.280582599,0.257879353,0.332092426,0.407606235,0.318634698,0.407349492,0.514218402,0.402166059,0.53260989,0.404563884,0.93575613,1.021686278,0.916989804,1.028573576,0.059949868,0.054201165,0.061101126,0.054664654,2.303464922,2.385898878,2.2806623,2.392839721,-0.175621266,-0.107951831,-0.190182172,-0.104297323,0.598498712,0.488202716,0.61708666,0.481130626,0.838960205,0.80768385,0.844230893,0.81157154,6.732092426,6.725826273,6.736324484,6.744201199,1.951055466,1.94285425,1.945720079,1.940027531,1.035157496,0.956003982,1.04482889,0.960889621,0.341812481,0.340902554,0.340865897,0.342059778
24,4,Mcf7,nan,0,0,15,nan,2,0,20240515,21058,56388,987,1069,765,815,893.8276664,916.4706525,12.56212282,30745,0.842070024,163.7433307,1,0.373448251,0.07960438,253.8099199,329.5345202,58.13776741,16.58525838,12.72792206,150.1139869,136.8970041,33.67347891,1823.244912,0.684924378,0.246902455,0.051279949,0.131062806,0.019038778,0.061348366,0.002081802,0.033612069,0.017654802,0.013606391,0.034248205,0.002152546,0.003275803,0.002973376,0.009421737,0.018463311,0.006718488,0.009602465,0.00157612,0.006295464,0.002064265,0.002028883,0.006087249,0.013076083,0.009346843,0.004410497,0.006985028,0.00193506,0.005575912,0.004113156,0.001515753,0,0,0.03207054,0,0.041215841,0.461534023,0,70.85904656,2.218559297,0.932894833,0.029847065,0.000734308,0.010548144,0.033346534,0.020213799,0.012765177,0.271284981,0.245037272,0.271195373,0.254700244,0.366217932,0.499284473,0.36677339,0.439956332,0.457536831,0.258366108,0.456285181,0.350510716,0.977543396,1.112864828,0.977015844,1.062073679,0.057093182,0.049762555,0.056983535,0.052680445,2.340661812,2.454616449,2.340572434,2.418424053,-0.134337836,-0.04108973,-0.13274334,-0.076238954,0.534928815,0.312810802,0.532047056,0.417651966,0.824632969,0.776914035,0.823931494,0.799235808,6.68524257,6.683379331,6.685521167,6.690424205,1.945515037,1.892246536,1.945458673,1.926813266,0.983985927,0.847160123,0.982365451,0.914819928,0.337550965,0.336611149,0.33728471,0.338694065
24,5,Mcf7,nan,0,0,15,nan,2,0,20240515,55087,85173,725,1173,458,854,597.48447,1005.126037,9.041437778,63919,0.720469898,264.8375857,1,0.646765994,0.110601878,321.9708166,355.123922,101.2373449,33.99139446,29.06888371,237.8031783,223.2823218,-25.8013877,2501.774962,0.861825122,0.555474769,0.038315625,0.212509173,0.057288291,0.018706736,0.009150132,0.011345285,0.031865538,0.011491474,0.011813715,0.003091271,0.005054746,0.026601111,0.015129278,0.010001915,0.009506604,0.011652676,0.012041091,0.001900322,0.004042957,9.72E-05,0.012515759,0.00517599,0.011103465,0.0089481,0.002364971,0.003856183,0.004168577,0.005167502,0.002582543,0,0,0.816843087,0,0.537350101,0.845289553,0,59.60739412,3.118732833,0.894245587,1.12126323,0.075750376,1.110864148,2.794882995,0.765343491,0.378979863,0.186345301,0.164792214,0.190781335,0.178580034,0.496161282,0.721033699,0.472929338,0.578804348,0.554516065,0.353997565,0.575305381,0.480669084,1.122617388,1.300094206,1.102247809,1.198599028,0.046230951,0.039993087,0.047228195,0.043777898,2.941188623,3.105971877,2.917388434,3.013733363,-0.167570712,-0.06679579,-0.182355517,-0.122925282,0.645013768,0.439503643,0.66565986,0.571081935,0.784896664,0.728997372,0.793021304,0.766898444,6.883862369,6.880821658,6.883081775,6.882246377,2.383162438,2.319131639,2.38609497,2.364300007,1.731354654,1.511260362,1.754220795,1.650234326,0.556878984,0.558073515,0.556787533,0.557259668
24,6,Mcf7,nan,0,0,15,nan,2,0,20240515,10611,21216,1136,1098,980,962,1058.617472,1033.842805,7.205919896,13448,0.767161904,116.2340088,1,0.500141403,0.138774787,149.7028885,169.4992625,42.44997055,13.92865363,11.66190379,109.5114554,96.02744417,-48.78223429,980.2295808,0.789039262,0.470163534,0.015535969,0.210436395,0.053537194,0.001104943,0.022994908,0.019864073,0.042118016,0.008630115,0.011642621,0.023126125,0.00603738,0.019282192,0.00689023,0.003671376,0.008866253,0.002537405,0.00273472,0.007160911,0.00316067,0.013996564,0.016604222,0.003367909,0.009130252,0.005743534,0.008552662,0.006040457,0.002354855,0.004008037,0.00344386,0,0,0,0,0,0.131268085,0,71.52830263,1.736228891,2.228383341,0.400460352,0,0,0,0,0,0.233072419,0.213174941,0.233758943,0.218750534,0.379195309,0.497530356,0.366812227,0.448553382,0.51375575,0.365304625,0.530174628,0.427406824,0.993774892,1.12008867,0.970773012,1.066523441,0.056215616,0.050011242,0.056710205,0.05223057,2.497603144,2.617026419,2.482001764,2.577548365,-0.170027238,-0.087820498,-0.182758923,-0.116300909,0.609352025,0.462248907,0.626897402,0.522111488,0.819985847,0.781734925,0.821834061,0.795283211,7.229175091,7.229162379,7.235706306,7.240729421,2.081641945,2.047971628,2.091739454,2.077362157,1.180495357,1.070246489,1.194671033,1.11819034,0.389922667,0.391944211,0.390370815,0.391685931
