ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_hour,Metadata_label,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9
8,10,Mcf7,nan,0,0,16,nan,6,6,0,0,20240515,6835,11737,1444,1449,1347,1328,1399.468032,1400.875933,1.792096509,7885,0.619676564,93.28768562,1,0.582346426,0.558005663,113.8372219,121.6552506,30.59411708,11.42475617,10.29563014,93.00238937,89.34597278,-22.7041304,392.3330445,0.866835764,0.58453087,0.120916995,0.123530818,0.065451197,0.03329643,0.032627134,0.01235205,0.025422496,0.00864929,0.022256206,0.032583231,0.021561985,0.004496123,0.020144252,0.007867895,0.011897911,0.006845047,0.008772981,0.00925217,0.004169509,0.005137417,0.010533731,0.010074335,0.014355868,0.010273969,0.001242735,0.002141153,0.004987923,0.003082313,0.001748691
8,11,Mcf7,nan,0,0,16,nan,6,6,0,0,20240515,10659,14763,1291,1484,1158,1373,1227.699784,1427.35857,1.207891918,11053,0.468606069,116.4966107,1,0.722007722,0.827888642,124.6893241,132.5443322,53.85164807,18.55993205,16.2788206,109.4897255,110.1514516,-86.45196275,402.2325394,0.964353569,0.772510263,0.066642443,0.152414709,0.036325088,0.016535331,0.013377357,0.058579877,0.009149189,0.015770883,0.020255768,0.008046244,0.017731613,0.002898874,0.005990333,0.002384299,0.013245881,0.020494953,0.009165374,0.008671486,0.007826198,0.005192551,0.005864709,0.002395081,0.00290654,0.006014591,0.005568771,0.00248679,0.009942584,0.004246251,0.000934073
8,12,Mcf7,nan,0,0,16,nan,6,6,0,0,20240515,8984,12862,1804,1506,1695,1388,1750.394479,1445.444123,1.247353404,9427,0.749101367,106.9522514,1,0.698491681,0.801697416,132.22827,129.4681428,40.52159918,15.9338622,14.4222051,87.5880015,87.5953299,38.41435991,375.2619767,0.953007319,0.682271662,0.044371976,0.164697357,0.0969591,0.01555783,0.01180272,0.028931778,0.01258876,0.015242062,0.015274144,0.011063862,0.003989155,0.006037752,0.024012354,0.018119383,0.009041768,0.008039437,0.011222078,0.009776742,0.002346589,0.000675266,0.003794799,0.008506705,0.008274976,0.005726602,0.005267521,0.005585959,0.006008773,0.002004088,0.000851105
8,13,Mcf7,nan,0,0,16,nan,6,6,0,0,20240515,14776,24402,341,1974,175,1827,244.222726,1901.53729,1.537211326,16306,0.664742642,137.1619026,1,0.605524137,0.650528644,162.3699342,175.3767373,59.41380311,20.51220381,17.88854382,120.897491,121.3021017,46.03264857,534.256926,0.906169508,0.611678236,0.119933775,0.156176376,0.048224142,0.033290773,0.009112173,0.011692953,0.03156468,0.011371485,0.028737201,0.007445941,0.013752967,0.00916346,0.012306146,0.008718687,0.013883626,0.009482426,0.008433105,0.011335357,0.007819924,0.004021423,0.012486334,0.002876675,0.010098352,0.006030055,0.002981768,0.00968348,0.009233817,0.009936289,0.003564852
9,1,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,31168,42315,903,405,686,210,790.2580852,308.8349268,1.301870817,32278,0.597709904,199.2092622,1,0.736570956,0.768125368,223.2043104,234.0811825,88.23831367,31.68036065,28.01785145,177.1646588,178.9456771,-59.65316237,714.0742059,0.965611252,0.723727311,0.053575337,0.175693478,0.057199358,0.017443828,0.019951924,0.057146851,0.00167897,0.010726844,0.022524119,0.00777598,0.000885846,0.006172246,0.01540518,0.011429926,0.007663313,0.008424088,0.004482691,0.007591409,0.00498888,0.01313314,0.005303375,0.001902414,0.004404287,0.00372074,0.012583308,0.008068992,0.005102489,0.008518819,0.002790684
9,2,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,35888,47861,1097,438,888,209,994.5328801,325.6787227,1.224272145,36345,0.622132916,213.761598,1,0.749838073,0.816811854,242.2884628,242.9814808,93.43446901,34.02352787,30.2654919,189.4386856,189.6904576,35.28253155,743.0508653,0.987426056,0.768963263,0.044163706,0.151257182,0.072829534,0.009511012,0.015601611,0.054535878,0.010801053,0.014150188,0.016949559,0.008229903,0.009246231,0.000507048,0.01824439,0.010385345,0.003022792,0.010343575,0.008985867,0.003103423,0.006783633,0.005570789,0.013222599,0.006047999,0.005225693,0.00249207,0.006348103,0.006350198,0.003784683,0.004031697,0.005146361
9,3,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,7874,10908,474,685,366,584,419.5528321,633.5867412,1.191517442,8087,0.638558628,100.1273598,1,0.721855519,0.839265935,114.6438959,115.9655121,43.13930922,15.7744178,14,87.69602673,88.22686745,45.42152188,343.3624817,0.973661432,0.739452008,0.052299892,0.161449927,0.069952937,0.010995843,0.008758163,0.052543899,0.008182459,0.019148159,0.023297022,0.014732427,0.004037037,0.00084525,0.018675774,0.009615567,0.005321583,0.003208556,0.000537522,0.003625114,0.008996298,0.005978947,0.006102391,0.007699172,0.005293458,0.00153352,0.010673991,0.009896447,0.004610151,0.001649817,0.007014441
9,4,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,33818,49728,568,1073,346,849,454.1631084,957.485008,1.468213926,35012,0.662624335,207.5052166,1,0.680059524,0.681099656,242.7650607,251.7657642,86.21484791,31.12215983,27.85677655,186.9352829,181.8193603,40.72954297,789.902633,0.965897407,0.672014576,0.055752098,0.180351288,0.072329248,0.010327232,0.019949413,0.03264593,0.016357063,0.01677691,0.014151591,0.019489937,0.013438574,0.01337201,0.027340319,0.003783349,0.012455549,0.010450598,0.005885495,0.003989078,0.003147214,0.002772201,0.000205981,0.004379009,0.00198717,0.000818023,0.001104328,0.010554109,0.009871859,0.006343793,0.006802451
9,5,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,13951,18750,1077,1037,927,912,1003.964304,973.1888037,1.221285636,14488,0.55491939,133.2777734,1,0.744053333,0.81880927,146.6692289,151.4001321,60.40695324,21.20904381,18.68154169,121.3395237,122.0147363,67.00842581,462.7178208,0.962934843,0.765026719,0.047492285,0.159508477,0.053446741,0.009772784,0.007022628,0.064096432,0.008479889,0.008916856,0.018242959,0.013379804,0.004288009,0.00419101,0.012926282,0.006644486,0.005219225,0.012248688,0.007265362,0.004971849,0.008915767,0.010118172,0.009697659,0.001092947,0.003911213,0.009539679,0.007766815,0.005707661,0.004513542,0.003183826,0.008104621
9,6,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,34402,45756,420,1181,174,995,293.5083716,1087.336725,1.388973256,35246,0.712134974,209.289242,1,0.75185768,0.719956267,250.0920923,253.2548124,87.658428,32.30388081,28.8444102,176.5478454,175.5752969,-68.39170126,774.8965363,0.97605402,0.673477825,0.005681704,0.189962788,0.08209597,0.002035367,0.002909062,0.03995315,0.008844416,0.021140061,0.002699915,0.001600038,0.00498074,0.02108158,0.031179243,0.006149755,0.004885587,0.002084621,0.000294467,0.001660177,0.006087106,0.006793428,0.006080631,0.011525264,0.00630911,0.001118723,0.002006714,0.001221468,0.001283779,0.001354446,0.006318316
9,7,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,10237,13689,1098,1216,981,1099,1039.883267,1157.612093,1.172265889,10558,0.206406671,114.167216,1,0.747826722,0.853048792,115.6943925,117.9915251,53.74011537,18.51204839,16.2788206,113.3684609,113.2030634,82.63724753,388.3330445,0.969596514,0.897135441,0.017683557,0.087516421,0.008651812,0.009278174,0.018453814,0.062526238,0.002937017,0.006344719,0.001814899,0.010908739,0.007933177,0.036261877,0.002451278,0.000260404,0.011709291,0.005967692,0.003817284,0.002218007,0.011869041,0.015632765,0.004087299,0.00373225,0.002036398,0.006658251,0.00651367,0.001729375,0.005935714,0.00265526,0.00439185
9,8,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,24113,34713,1307,1410,1104,1239,1199.098536,1322.046821,1.349096107,26078,0.569125178,175.2187922,1,0.694638896,0.741237036,197.4190881,212.9060826,74.24957912,26.10920573,23.08679276,168.2789185,162.3280216,-50.28766748,639.3696244,0.92464913,0.677306474,0.085588928,0.1676342,0.055993042,0.013200518,0.023854369,0.02385337,0.010343551,0.028487372,0.023230883,0.029073524,0.002430966,0.008980638,0.016314433,0.007252331,0.002813005,0.015545219,0.004862298,0.004767798,0.008363209,0.010557358,0.004598878,0.006683417,0.005058621,0.009247505,0.001386516,0.011952716,0.005499111,0.007179682,0.003142848
9,9,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,32704,49980,1058,1457,820,1247,937.465784,1354.930681,1.32467976,33064,0.84069319,204.0588789,1,0.654341737,0.754899433,277.8074987,288.340077,76.57675888,29.59218539,26.92582404,153.369397,150.4360209,50.89153078,737.8376618,0.989112025,0.500842267,0.018755575,0.198811697,0.081580465,0.016942592,0.00686511,0.017284704,0.043900897,0.030177325,0.001798583,0.002176682,0.003895016,0.017318674,0.012386799,0.012246081,0.014823152,0.009002104,0.003676309,0.001816043,0.002262602,0.013668329,0.015334831,0.012752685,0.002945739,0.00847774,0.005827834,0.005499803,0.003527887,0.00155679,0.000946397
9,10,Mcf7,nan,0,0,17,nan,6,6,0,0,20240515,25168,31350,1235,1587,1045,1422,1138.577201,1501.267006,1.147070057,25419,0.564784349,179.0108736,1,0.802807018,0.871786334,197.4625813,200.4195599,79.81227976,29.07695409,25.87460967,159.3459056,162.9537312,73.19894744,602.3158005,0.990125497,0.796746637,0.062069886,0.13787851,0.060469807,0.023046293,0.004288607,0.056813374,0.013977707,0.004014498,0.01874382,0.013752507,0.01091597,0.007689486,0.015564675,0.005540767,0.00407855,0.0110033,0.008922012,0.001815124,0.003245786,0.003836326,0.009193932,0.004870115,0.003169621,0.002972562,0.006523584,0.003486288,0.008094446,0.002872724,0.00202163
10,1,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,22694,29225,1101,417,926,250,1012.724553,333.5086366,1.127089006,23035,0.315641666,169.9849941,1,0.776526946,0.887241375,174.6019538,176.8191166,81.34494453,28.04714671,24.69817807,165.7130106,165.6760337,-86.35378191,566.9432175,0.98519644,0.918043152,0.040176845,0.069618621,0.020437007,0.026910718,0.003806158,0.049547477,0.011735527,0.006559213,0.010808933,0.000736631,0.005020033,0.028617482,0.005606632,0.003767277,0.004064944,0.002452317,0.002656541,0.00169815,0.007421464,0.012685523,0.00614119,0.002067335,0.000580091,0.002694758,0.009251825,0.00298521,0.001317843,0.00197075,0.00460538
10,2,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,40822,53289,1961,611,1682,420,1827.997722,522.4410367,1.249863525,41648,0.767513278,227.9828605,1,0.766049278,0.800087353,286.7464319,282.8091229,93.94147114,34.15256402,31,189.5521582,183.8139392,-76.64191159,800.7249635,0.980167115,0.649823524,0.034159124,0.174982788,0.100149778,0.000654843,0.012327736,0.01745297,0.016618107,0.023115167,0.010137227,0.021465425,0.007004145,0.014131176,0.027110341,0.010971964,0.007169362,0.000894125,0.000845912,0.004257381,0.002371633,0.007852627,0.002021147,0.008924624,0.009147196,0.002942246,0.002881596,0.009442124,0.011071476,0.002508384,0.001271135
10,3,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,21710,29216,1429,598,1263,422,1345.404836,513.4511746,1.372044208,22780,0.226749904,166.2589261,1,0.74308598,0.728839489,168.9563124,176.5049574,76.6093989,25.92465232,22.56102835,164.3174146,164.5555103,10.54533317,611.8132752,0.953028973,0.863892127,0.026940559,0.111308618,0.010173809,0.015214501,0.006932017,0.071945234,0.006961257,0.004485729,0.003049822,0.002252624,0.013164136,0.032804299,0.003330629,0.002656592,0.005372051,0.006782265,0.001354544,0.002731866,0.010131765,0.005566957,0.002143425,0.001040365,0.001292761,0.004832402,0.008419391,0.002730772,0.002874108,0.001172013,0.009053381
10,4,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,40663,67830,278,875,40,590,147.0910902,756.141234,1.893891858,47074,0.688780394,227.5384355,1,0.599484004,0.528013253,277.2977691,293.8043567,93.90420651,31.94518782,27.29468813,207.5374733,201.0325767,28.98967097,983.7442995,0.863810171,0.599766677,0.082595351,0.169496872,0.07130987,0.028528762,0.021189331,0.008392772,0.012750208,0.018953684,0.023553996,0.032042287,0.008854194,0.000856806,0.020983443,0.006557049,0.006086537,0.011913429,0.007157629,0.014517973,0.002598888,0.007885316,0.005250368,0.005245229,0.009623622,0.001665945,0.00320873,0.010556052,0.00235173,0.004640566,0.003328057
10,5,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,15394,21895,776,1125,625,980,701.4438742,1058.113096,1.263128805,15821,0.672701362,140.0008913,1,0.703082896,0.791684899,165.5382055,170.6985647,57.98275606,21.1847136,19,125.6242725,122.4840526,-48.48975494,494.3158005,0.973010556,0.659530515,0.088351859,0.1653309,0.077161917,0.021935956,0.018427566,0.011794964,0.015894692,0.007460933,0.017507711,0.019828411,0.022728204,0.015891815,0.017039182,0.003027273,0.004580862,0.015674927,0.004786566,0.0040155,0.00686308,0.008125287,0.004988419,0.005919541,0.010027478,0.005868088,0.002175343,0.00770637,0.007972739,0.004602449,0.005714202
10,6,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,46745,63383,1286,1256,1023,1015,1150.97527,1137.721211,1.443479445,48688,0.285513232,243.9622563,1,0.737500592,0.692770516,249.8875922,264.7413832,113.7409337,38.49856202,33.73425559,237.3921377,239.485963,-82.91542911,920.8265146,0.960092836,0.845995704,0.034108769,0.122953974,0.015341926,0.015674709,0.009574262,0.075578371,0.009867428,0.004625298,0.003003634,0.003760077,0.014612852,0.03156639,0.00448997,0.005514916,0.013602963,0.011137646,0.001202675,0.003519062,0.00368534,0.003894297,0.003151776,0.005100354,0.003958639,0.003924472,0.009169503,0.002072967,0.00774193,0.003258834,0.002313343
10,7,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,8756,11792,636,1210,502,1122,568.8795112,1162.545226,1.255690636,9042,0.748911469,105.5863886,1,0.742537313,0.796374498,130.5084158,134.212518,43.28972164,16.04213924,14.31782106,87,86.48402013,-89.33769221,371.7056275,0.96836983,0.61891331,0.060467258,0.185992219,0.076177904,0.028187861,0.01316837,0.022156216,0.020016793,0.026663385,0.021192097,0.009466337,0.001689798,0.013165381,0.015580509,0.000524831,0.013421453,0.015251382,0.013525815,0.005994049,0.002674449,0.005298827,0.002932842,0.010029909,0.004981203,0.009723075,0.007987687,0.001888543,0.003510805,0.005871584,0.004199698
10,8,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,31220,39996,1448,1304,1250,1102,1347.927258,1204.786547,1.392278649,32063,0.316451246,199.3753711,1,0.780578058,0.718247027,205.1097779,213.0844903,92.64987858,31.95581105,28.01785145,195.1877452,194.5689352,13.19167585,739.0681092,0.973708012,0.875206667,0.02740839,0.103401952,0.020938036,0.016381967,0.020390997,0.06923526,0.009926307,0.010490745,0.005634466,0.004778704,0.008535894,0.034654829,0.001189657,0.003866961,0.008959984,0.006331662,0.00550664,0.005243767,0.001703645,0.009400575,0.004686449,0.002350152,0.006145507,0.002834294,0.007842495,0.007949549,0.001628703,0.001095761,0.003185026
10,9,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,25231,32041,1865,1403,1686,1224,1775.729499,1312.350164,1.111597461,25457,0.114470449,179.2347817,1,0.787459817,0.899606229,179.8848802,181.7965896,87.2811549,29.83118866,26.17250466,177.0965838,178.7024346,-39.61795489,593.6711396,0.991122285,0.962649092,0.011052163,0.035083047,0.002930954,0.009378542,0.010040592,0.030880708,0.002102056,0.006150609,0.006930277,0.008156212,0.00469635,0.02534274,0.001100214,0.004256993,0.005982948,0.004137071,0.005946067,0.002762918,0.003009134,0.019214091,0.00031439,0.002513852,0.004110211,0.001322443,0.001458885,0.003728761,0.001056412,0.001977085,0.002336489
10,10,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,6236,7743,827,1554,740,1465,783.6682168,1507.522611,1.10821736,6327,0.335200464,89.10623884,1,0.805372595,0.902350059,91.9410932,93.64827815,41.78516483,14.81470198,13,84.57606099,86.62200949,35.24818083,294.6934342,0.985617196,0.900024286,0.017220947,0.085432856,0.024491948,0.012770963,0.01785198,0.06103323,0.014268255,0.016382095,0.007239643,0.010225355,0.006014547,0.03414699,0.004371842,0.007992482,0.008036485,0.00277139,0.004243618,0.001146841,0.005275879,0.011821393,0.003942191,0.003517327,0.004065577,0.002863934,0.002266317,0.003913064,0.002410469,0.001894369,0.004163325
10,11,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,9696,14098,1627,1668,1494,1562,1564.082921,1613.603135,1.20087715,9934,0.585194759,111.1095434,1,0.687757129,0.832724646,124.262887,132.3782459,50.20956084,17.5728513,15.55634919,102.402976,100.7638774,-88.55587008,382.5168107,0.976041876,0.703577414,0.050834657,0.183127239,0.055222482,0.006053802,0.013730797,0.052386441,0.012108468,0.023152067,0.017703797,0.017413135,0.007586668,0.012519662,0.016230321,0.002425666,0.011537561,0.00876372,0.006288025,0.009118076,0.005842165,0.013471417,0.012936148,0.003314553,0.003582997,0.005223206,0.005636052,0.009208667,0.0053088,0.001611384,0.0040052
10,12,Mcf7,nan,0,0,18,nan,6,6,0,0,20240515,21902,29568,219,1791,51,1615,137.51735,1705.370012,1.144416815,22241,0.296215492,166.9924924,1,0.740733225,0.873807503,171.186438,175.3453735,78.54934755,27.41165983,24.16609195,163.2470219,163.5037849,-23.35942867,561.2274888,0.98475788,0.898321689,0.026449792,0.085950355,0.019417352,0.017688447,0.026112457,0.060315575,0.010142878,0.007349701,0.007191555,0.009984054,0.006861622,0.03346482,0.003577195,0.004009381,0.003094381,0.002185211,0.002670192,0.003312097,0.002543892,0.012826531,0.005760477,0.003824631,0.001617756,0.003676212,0.006323935,0.008032046,0.003336946,0.002234656,0.002268726
11,1,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,6531,9984,524,262,428,158,480.6352779,215.2013474,1.545828274,6997,0.753518885,91.18951402,1,0.654146635,0.646902387,114.4875784,116.7261753,36.68787266,12.95785476,11.40175425,77.97783615,75.26714063,-39.74694191,356.1848122,0.933400029,0.604885874,0.114630801,0.148486324,0.071275382,0.03825773,0.023003067,0.000891234,0.014918507,0.026279539,0.025952372,0.008357278,0.003118558,0.007842644,0.014395738,0.019765734,0.01310652,0.016478069,0.008376667,0.003068835,0.003853247,0.005354088,0.006002603,0.004791333,0.007431423,0.004875211,0.006009952,0.006397016,0.003827579,0.003835966,0.005417529
11,2,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,19471,27720,503,568,349,388,422.0520774,474.9198808,1.407631186,20267,0.646003976,157.4523648,1,0.702417027,0.71041336,180.8233551,184.3963123,67.91170739,24.43905539,21.63330765,142.5732297,138.0286228,-23.90239201,586.8721497,0.96072433,0.729041207,0.078818032,0.157296871,0.066057268,0.012585118,0.011493775,0.039937493,0.005029788,0.022758679,0.033344974,0.008216861,0.006832673,0.003654751,0.010699254,0.005454674,0.010111804,0.010108618,0.005900273,0.007505867,0.006168648,0.001131265,0.003045476,0.005829223,0.002236928,0.003314167,0.013486947,0.007129534,0.003265258,0.00547804,0.0039161
11,3,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,8218,10878,1847,569,1736,471,1787.287418,520.5109516,1.120648479,8339,0.448638417,102.2911657,1,0.755469755,0.892340478,108.4885227,110.2905254,48,16.80122201,14.86606875,96.87362902,96.95764222,-70.55985073,340.1909089,0.985489867,0.851581168,0.066587535,0.107590198,0.038933778,0.030250464,0.016280257,0.05262497,0.015722489,0.005966634,0.012984736,0.004413911,0.015299614,0.013263742,0.010704167,0.003052716,0.006612887,0.016941336,0.007612089,0.001928471,0.003651259,0.000505787,0.005293623,0.00151916,0.003994061,0.00673849,0.008003834,0.005045621,0.002560203,0.004524213,0.00237035
11,4,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,16762,26195,602,640,433,485,518.1157976,569.22378,1.44957237,17661,0.47852902,146.0891551,1,0.639893109,0.689858624,157.9675221,172.0261608,63.03173804,22.23034594,19.6468827,139.001405,138.7068166,76.88732852,552.5706345,0.94909688,0.693443062,0.02079338,0.194379752,0.032799449,0.00297147,0.029056737,0.058133443,0.007346704,0.015634273,0.009723207,0.012514166,0.018707216,0.016560432,0.015025576,0.006513339,0.015129766,0.004646462,0.011701141,0.007168446,0.0057126,0.019928437,0.005075564,0.006782087,0.00512178,0.006294577,0.003985579,0.005817077,0.005230968,0.004022146,0.00651642
11,5,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,51915,68625,1485,1193,1180,968,1336.837696,1082.99817,1.45732781,54378,0.720452366,257.0996518,1,0.756502732,0.686187413,312.2787869,320.449684,102.5768005,37.48897587,33.37663854,217.1005616,216.5667208,80.56163585,975.0569619,0.954705947,0.643699663,0.113072895,0.151328892,0.059675102,0.033833291,0.01472097,0.024144233,0.024290299,0.024089622,0.032109352,0.009454621,0.002327034,0.016642664,0.005065445,0.007623779,0.009483114,0.00561652,0.014538415,0.008965656,0.00400354,0.00404429,0.001391604,0.008391548,0.004087177,0.007797469,0.002602699,0.004607309,0.001702255,0.008773956,0.00034846
11,6,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,45545,64925,1599,1431,1354,1166,1482.16364,1299.488572,1.595721845,48796,0.482981245,240.8104962,1,0.701501733,0.626675635,258.6268796,267.2264957,107.2007463,37.25257431,32.75667871,235.2734579,226.4616348,5.879491632,955.6610383,0.933375687,0.80523635,0.070186922,0.132346153,0.03972565,0.020126455,0.012590791,0.057635326,0.006594128,0.005715176,0.017546298,0.011919863,0.008981944,0.014341097,0.009607964,0.009339309,0.007256183,0.016659582,0.005095124,0.004183741,0.006701117,0.003093649,0.00423502,0.003642601,0.007471568,0.006221124,0.006117366,0.004235345,0.004373781,0.00103359,0.003915657
11,7,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,20356,26350,1569,1632,1414,1462,1491.447632,1548.530998,1.135914594,20545,0.636325349,160.9908823,1,0.772523719,0.880347875,183.689574,185.6906029,70.51950085,25.87712662,23.02172887,142,141.701958,34.15173921,539.0437226,0.990800681,0.75162292,0.072191484,0.151194998,0.068499599,0.006422008,0.008739047,0.0472784,0.006516155,0.019706056,0.029406627,0.014047924,0.004852152,0.003117899,0.013770884,0.009590979,0.006735557,0.011670377,0.004847197,0.004705431,0.003192605,0.00160796,0.005033594,0.00733425,0.007058488,0.003879913,0.009466766,0.010672781,0.002810189,0.00176168,0.001547086
11,8,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,22788,33166,1716,1814,1555,1608,1636.483544,1699.138055,1.466562962,24286,0.715098666,170.3366747,1,0.687089188,0.681866395,205.6540336,221.4158983,71.44928271,25.5317318,22.6715681,157.0463891,143.7570089,32.89164152,648.0498193,0.938318373,0.591806415,0.10956968,0.171253321,0.050162108,0.036517943,0.028533889,0.013622633,0.021818798,0.015419331,0.032035508,0.010601792,0.00855679,0.004275837,0.013199852,0.011778276,0.008703493,0.011872065,0.011363549,0.000925594,0.004469294,0.00185905,0.007796385,0.004343936,0.008727545,0.005337123,0.010500815,0.007382461,0.004609297,0.002032922,0.002738989
11,9,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,31429,45580,1254,1848,1042,1633,1155.666232,1732.181393,1.416662548,33266,0.352944269,200.0416098,1,0.689534884,0.705884405,208.6587605,225.88714,90.13878189,31.04001546,27.29468813,198.0474302,195.2303896,5.332019023,748.0031381,0.944778452,0.77688414,0.082300129,0.143681766,0.026117974,0.028673369,0.02416305,0.051799487,0.013938978,0.014524566,0.013082119,0.015018066,0.010775499,0.004131451,0.009349195,0.009628949,0.003048497,0.017725703,0.011873668,0.007877877,0.007482488,0.001604912,0.003186706,0.001291597,0.004109122,0.00510638,0.012532106,0.001729221,0.000961632,0.005371507,0.003008521
11,10,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,22318,31842,1107,1893,933,1710,1016.137736,1803.617887,1.345687116,23038,0.39574391,168.5709351,1,0.700898185,0.743114791,177.2859765,185.5855598,76.53103945,26.47645493,23.32380758,158.5838188,162.8125104,22.44221107,614.3340905,0.968747287,0.815590604,0.080372039,0.121661422,0.020902491,0.02163025,0.024822655,0.050282208,0.017024685,0.01819188,0.014391844,0.006431142,0.012819332,0.014174048,0.019453206,0.007804549,0.015510981,0.013308402,0.006908965,0.001535687,0.003531789,0.007816191,0.002000323,0.004660749,0.00396762,0.003603185,0.001691734,0.006201061,0.004225474,0.005693039,0.005213252
11,11,Mcf7,nan,0,0,19,nan,6,6,0,0,20240515,22135,32037,1675,1914,1494,1737,1578.110052,1831.948498,1.325629553,22637,0.293743809,167.8784004,1,0.690919874,0.754358559,172.9854244,185.8520917,77.78174593,26.68334197,23.53720459,158.888495,165.3540314,-58.89476027,607.2335854,0.977823917,0.7838072,0.034618445,0.156609079,0.014975409,0.010150156,0.032583254,0.07413207,0.011864777,0.024637961,0.008917548,0.003874453,0.010650437,0.011750045,0.003313358,0.008848371,0.003228985,0.00974199,0.010845834,0.00527153,0.007717614,0.012281787,0.006003133,0.012518005,0.001893707,0.00549645,0.001744154,0.006978044,0.002883036,0.003361639,0.003377898
12,1,Mcf7,nan,0,0,1,nan,6,6,0,0,20240515,6785,8874,474,273,387,171,431.3294031,220.2507001,1.484797208,7335,0.649792477,92.94584612,1,0.764593194,0.673492646,108.1676125,110.4943437,38.83297568,13.76739006,12.16552506,85.44845075,82.21946357,0.30978488,355.8061325,0.925017042,0.707587051,0.04997578,0.165584149,0.068307357,0.013199491,0.026006877,0.043630841,0.019500525,0.009639354,0.018369679,0.017737037,0.007243525,0.002433884,0.024626823,0.003672727,0.012160207,0.005538302,0.005667967,0.00958105,0.006949343,0.001530741,0.014158026,0.005965652,0.006752742,0.009502272,0.008007477,0.008825265,0.00318218,0.005752045,0.00149578
