ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_hour,Metadata_label,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,,,,,,,,,,,,,,,,
77,5,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,92087,188240,741,792,221,430,495.3818346,634.8669845,9.888044933,118519,0.812215816,342.4161357,1,0.489199958,0.101132227,473.9536721,528.7362291,120.3328717,37.08294098,31.95309062,325.4172173,276.4842243,65.53480952,3382.667494,0.776980906,0.419401814,0.094429754,0.151041072,0.036329458,0.063034912,0.033210835,0.009970458,0.026952312,0.026089848,0.007540237,0.024144079,0.006616951,0.003502584,0.013008498,0.018824886,0.012218625,0.00588016,0.00657619,0.006543768,0.007232509,0.00412616,0.009432992,0.008921759,0.010096719,0.006446958,0.007037554,0.00543421,0.00365819,0.005889259,0.004329683,,,,,,,,,,,,,,,,
77,6,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,52877,97335,642,1051,327,742,478.0897366,910.4862984,9.840628417,64177,0.838702023,259.4707833,1,0.543247547,0.101619526,356.9239237,380.0065789,89.06739022,32.03807574,28.31960452,224.8865536,194.3774123,-50.99916152,2557.112011,0.823924459,0.466224074,0.001561187,0.19956905,0.072334975,0.006941944,0.007089669,0.020887238,0.051870356,0.022537963,0.007464122,0.007832694,0.002153213,0.010153835,0.009638039,0.016136343,0.009700245,0.001953751,0.002915045,0.001940907,0.001076009,0.012342762,0.016198789,0.007800151,0.004779952,0.005485671,0.006939771,0.002387777,0.003078841,0.001425171,0.001568326,,,,,,,,,,,,,,,,
77,7,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,18594,27225,739,1014,574,849,663.0204367,938.4950522,3.267360853,20923,0.191960693,153.865578,1,0.682975207,0.30605741,158.6724996,184.5562245,64.56004957,21.70096276,18.78829423,159.5642666,155.721606,80.85824041,873.7554467,0.888687091,0.663863687,0.0231847,0.202237125,0.00414454,0.005044086,0.042034991,0.04835205,0.009606968,0.010856388,0.013065946,0.012460927,0.00681193,0.024591448,0.002606126,0.008280796,0.010524549,0.002603484,0.015124853,0.004198485,0.010673071,0.017786219,0.00808353,0.002480611,0.006227938,0.001698782,0.005544395,0.001341597,0.001293064,0.006650948,0.004790668,,,,,,,,,,,,,,,,
77,8,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,43617,78568,1998,1199,1676,955,1833.802256,1073.887865,12.79385402,55685,0.694896219,235.6584164,1,0.555149679,0.07816253,286.2421455,347.942524,84.17244205,26.3060253,22.13594362,229.6808832,205.8395996,-77.66626801,2648.094767,0.783280955,0.458723396,0.118951776,0.161531519,0.015703768,0.0660525,0.009637165,0.000309714,0.011897569,0.012084794,0.014886831,0.016732892,0.008323038,0.013956109,0.015862337,0.009264893,0.00676797,0.014847745,0.008626034,0.010458931,0.001576737,0.013696027,0.00149742,0.005088614,0.005021611,0.004211815,0.002053671,0.004879535,0.003442465,0.001527554,0.001525443,,,,,,,,,,,,,,,,
77,9,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,76337,159938,1875,1677,1453,1298,1653.851671,1467.556585,7.596265032,101658,0.60354611,311.761587,1,0.4772912,0.131643643,367.0097233,421.5234276,117.889779,38.07884225,33.01514804,319.204218,292.627164,-54.91765716,2699.432862,0.750919751,0.543818904,0.023975407,0.206514132,0.038206576,0.015175587,0.033507894,0.005194273,0.030681927,0.021690893,0.006293936,0.02820804,0.014866448,0.019933086,0.008051682,0.015697841,0.002523099,0.011133107,0.00688047,0.018243193,0.008238743,0.00513855,0.012391948,0.004966799,0.002079442,0.007846105,0.005166168,0.006778611,0.001925289,0.007780156,0.004237762,,,,,,,,,,,,,,,,
77,10,Mcf7,nan,0,0,17,nan,3,3,1,1,20240515,76592,124032,2048,1773,1664,1450,1863.127507,1604.274245,6.716888427,95077,0.724738193,312.281865,1,0.61751806,0.148878459,388.9612322,415.5923483,111.9732111,39.48817856,35,322,268.0037592,-75.10368925,2542.615583,0.805578636,0.564622841,0.027631973,0.197226705,0.065766251,0.026820428,0.023949189,0.01640061,0.036141465,0.014840735,0.011901223,0.027026251,0.00450369,0.012075025,0.013086174,0.004054498,0.008022701,0.019592287,0.005466183,0.003115303,0.002002646,0.002366162,0.006703047,0.010375981,0.005367059,0.004032361,0.00973893,0.004981647,0.004972794,0.001893706,0.001258382,,,,,,,,,,,,,,,,
78,1,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,8168,12992,141,579,29,463,83.2001714,513.1041871,1.738908805,9358,0.745800394,101.9795107,1,0.628694581,0.575073286,128.3324465,132.1362933,37.33630941,13.68387973,12.08304597,93.17091892,85.49115881,-52.21149861,422.4751801,0.872836076,0.590162443,0.107989753,0.152542456,0.057197581,0.045362909,0.016411267,0.021100004,0.030311549,0.023741974,0.020721328,0.011690051,0.005495638,0.008170679,0.009842304,0.003664398,0.010539824,0.007822784,0.022905396,0.005858118,0.008983052,0.006656458,0.008129873,0.001012992,0.007117035,0.011738731,0.003601246,0.007270485,0.005020843,0.003474803,0.001582382,,,,,,,,,,,,,,,,
78,2,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,27309,52520,856,794,596,592,717.7850525,687.2653704,8.48340461,33880,0.709632274,186.4695651,1,0.519973343,0.117877202,232.4497094,259.0173739,71.06335202,21.10270479,17.4642492,169.634078,163.7776115,-75.08307505,1706.251009,0.806050767,0.518272451,0.043805274,0.198559934,0.054465543,0.025946385,0.017427175,0.001033059,0.027960934,0.01873069,0.011383911,0.024978129,0.002259538,0.010940198,0.021107815,0.015544287,0.009299253,0.011287082,0.010355504,0.002921369,0.003812778,0.002681982,0.011843747,0.004601122,0.007552837,0.00501312,0.004707948,0.003050605,0.000658401,0.007269571,0.000859848,,,,,,,,,,,,,,,,
78,3,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,47316,79128,1015,933,701,681,858.2957562,813.239158,5.612720485,55432,0.631806647,245.4477588,1,0.59796785,0.17816672,284.24743,316.9858041,96.20810777,31.32116689,26.47640459,243.4906475,220.3275816,83.94218708,1826.819551,0.853586376,0.588804465,0.049927856,0.208177125,0.042225035,0.023902106,0.006914164,0.021103443,0.012483175,0.025662637,0.02319831,0.007564805,0.001718225,0.025690365,0.013781,0.018060727,0.011830421,0.013244862,0.001684104,0.003792209,0.004347124,0.004017832,0.005396268,0.003929494,0.010910425,0.002964284,0.013477464,0.001666498,0.006237831,0.005488036,0.005118329,,,,,,,,,,,,,,,,
78,4,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,189968,373998,576,1013,78,262,336.9908932,667.8714731,15.25858198,269733,0.895420514,491.8076553,1,0.507938545,0.065536889,788.4714594,810.0820946,143.836713,45.8387219,39.8246155,407.9964404,351.0443738,-18.05340774,6035.347002,0.704281641,0.367887073,0.052540299,0.144471557,0.075822098,0.011002711,0.02942512,0.033883119,0.058343778,0.020496049,0.018061048,0.016395733,0.005945209,0.013486703,0.021296433,0.009671592,0.007112198,0.00814851,0.004517552,0.005216964,0.003091512,0.00095657,0.008336091,0.004427688,0.003529591,0.001888733,0.003940235,0.003186347,0.007643942,0.010684789,0.003293364,,,,,,,,,,,,,,,,
78,5,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,87385,160218,810,1037,423,623,598.7336499,881.5552555,6.520310071,103108,0.66910837,333.5596463,1,0.545413125,0.153366939,402.7170437,460.3585559,128.7012043,42.64295915,37.01351105,329.7571766,299.28515,56.0471686,2675.823735,0.847509408,0.504460709,0.085925058,0.187286473,0.028115731,0.049664279,0.029917346,0.001274164,0.020443375,0.022153362,0.017355463,0.016176501,0.00507474,0.003661833,0.006015137,0.013511318,0.005262671,0.021144349,0.008508585,0.001550107,0.008227071,0.004102273,0.001927069,0.010525037,0.006943117,0.001113152,0.001688974,0.005314531,0.001365078,0.001248291,0.001401358,,,,,,,,,,,,,,,,
78,6,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,96687,165345,1447,1041,994,676,1195.607755,866.1666201,10.61621871,120534,0.698486401,350.8642357,1,0.58475914,0.094195497,440.1090992,481.1746045,127.5813466,40.32396777,35.11409973,346.5163683,314.9523384,78.87660698,3591.483728,0.802155408,0.529252409,0.109641678,0.150615413,0.033762247,0.059122223,0.028184425,0.028817038,0.038604633,0.027382565,0.004544991,0.011223979,0.002364267,0.008348259,0.018694731,0.019409803,0.007097071,0.004025806,0.007060843,0.009327412,0.00529134,0.017288068,0.002684837,0.005794615,0.003402808,0.002292696,0.00308032,0.00749236,0.008818793,0.003479675,0.002853874,,,,,,,,,,,,,,,,
78,7,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,50927,81070,1998,1153,1663,911,1818.791937,1023.425766,3.766466078,57468,0.58283985,254.6414544,1,0.628185519,0.265500865,288.5158934,334.2603776,107.2007463,35.81488922,31.01612484,231.7480921,234.4442779,89.91327823,1552.551478,0.886180135,0.548590605,0.062782415,0.213503416,0.028633686,0.027377897,0.013311992,0.009932267,0.019399753,0.014589275,0.021985282,0.010174481,0.018801114,0.026957556,0.005331326,0.007221335,0.012242611,0.016772606,0.001119484,0.016681151,0.004116637,0.000576217,0.007268195,0.007919039,0.011619452,0.001219189,0.007159381,0.000607452,0.004621696,0.004274775,0.006532265,,,,,,,,,,,,,,,,
78,8,Mcf7,nan,0,0,18,nan,3,3,1,1,20240515,36789,63196,1735,1210,1491,951,1617.196716,1084.160537,5.338573184,44014,0.351815608,216.4283013,1,0.582141275,0.187315967,230.513285,272.5233935,85.44003745,28.45594939,24.04163056,226.4190805,215.7764147,10.89242905,1571.001225,0.835847685,0.59794681,0.064117951,0.203705366,0.009304943,0.015645859,0.032269138,0.025463376,0.008669435,0.00766383,0.025113679,0.020299954,0.012840216,0.017596499,0.004891127,0.011893555,0.007706958,0.008998162,0.006956502,0.015317448,0.007276783,0.003098194,0.006056512,0.015991018,0.009189281,0.002663607,0.009483324,0.004912498,0.003025432,0.009199208,0.00362764,,,,,,,,,,,,,,,,
79,1,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,22824,43428,394,722,206,491,308.3678146,589.6424378,6.662510072,30783,0.639236653,170.4711687,1,0.525559547,0.150093582,207.4928203,260.3536057,67.44627492,21.14476116,17.49285568,175.1697594,159.5640701,-13.15957508,1382.355519,0.741448202,0.42868336,0.054433049,0.198267283,0.034614931,0.034505043,0.019305402,0.02713163,0.025735795,0.016040544,0.008296278,0.027163562,0.004218274,0.009010433,0.017950141,0.013063378,0.003532671,0.017090829,0.014344184,0.004832366,0.002613071,0.006183851,0.008999061,0.007245868,0.003701021,0.002598366,0.00454912,0.001202327,0.003410804,0.004737863,0.00051527,,,,,,,,,,,,,,,,
79,2,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,56560,131320,1834,895,1442,560,1605.078023,724.8330976,33.18077385,92644,0.622445833,268.3550422,1,0.430703625,0.030137935,346.8345492,406.8464084,75.16648189,20.3480193,14.86606875,314.9283378,271.4545274,80.87619176,4856.270704,0.610509045,0.418606622,0.047682881,0.171737353,0.032998622,0.037635792,0.027466559,0.016061653,0.012274203,0.012261277,0.010120474,0.033678788,0.01698125,0.007475206,0.01645922,0.01123261,0.007633404,0.00438842,0.018058015,0.017599472,0.008013738,0.001039552,0.006689991,0.00816823,0.00815083,0.001425924,0.006448572,0.002915671,0.006764924,0.007951083,0.003725301,,,,,,,,,,,,,,,,
79,3,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,30706,55615,1083,866,856,621,967.3709373,729.5378753,3.419170617,35420,0.720070376,197.727321,1,0.552117235,0.292468587,243.042993,254.6998233,71.16881339,26.09280422,23.32380758,176.6810186,168.6477858,-41.47012084,1148.6215,0.86691135,0.59077505,0.10654742,0.161728447,0.054035176,0.043976132,0.00585293,0.022359651,0.027565512,0.015907042,0.022728894,0.007861011,0.015648853,0.006903386,0.015321411,0.010932749,0.012449436,0.009239336,0.015594583,0.01156045,0.009378053,0.003382067,0.005458924,0.003979976,0.01011015,0.006746938,0.007437012,0.005806433,0.000698853,0.004919827,0.00525367,,,,,,,,,,,,,,,,
79,4,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,72306,106640,1346,960,1036,616,1199.854078,772.7882887,2.407214051,79593,0.374705863,303.4186193,1,0.67803826,0.415417981,317.0329277,356.2035935,136.9452445,45.9881558,40.01249805,301.2130581,293.9350945,16.89938364,1478.936254,0.908446723,0.708827213,0.089454012,0.176221571,0.021942977,0.014656801,0.013106378,0.049484505,0.019407756,0.00332352,0.025066664,0.003201366,0.006037376,0.00808965,0.006268246,0.007452193,0.006498576,0.015368865,0.00213881,0.003805092,0.009221997,0.007948147,0.012751173,0.00494693,0.009013974,0.004447134,0.005459408,0.002546252,0.006214205,0.012119544,0.001315104,,,,,,,,,,,,,,,,
79,5,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,15880,39201,325,968,146,749,226.9699622,850.4103275,27.11291633,26724,0.825393121,142.1936847,1,0.405091707,0.03688279,221.572036,244.2375892,41.62931659,11.04499846,7.280109889,137.4977455,125.0903557,23.45765056,2326.045994,0.594222422,0.338949976,0.05047769,0.139980006,0.049779815,0.049220789,0.006204311,0.002799025,0.041871459,0.007683217,0.025258078,0.011075773,0.00470728,0.013235616,0.00891828,0.007988979,0.001845307,0.011368212,0.006083625,0.009763966,0.002221541,0.004749219,0.018333538,0.00820983,0.004787908,0.001596172,0.006549632,0.002339797,0.004745781,0.005008544,0.001002414,,,,,,,,,,,,,,,,
79,6,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,40545,78668,1209,1047,925,770,1063.242373,925.4645209,3.704088713,49218,0.832651654,227.2080486,1,0.515393807,0.269971936,317.9280427,315.3823077,70.00714249,26.95383992,24.69817807,212.3367477,176.0676268,46.46090737,1373.770778,0.823783981,0.513828161,0.065093154,0.159605076,0.08134479,0.050039327,0.013708791,0.015439689,0.049956855,0.01492959,0.009866549,0.005827831,0.008025127,0.000261639,0.004756903,0.008100236,0.006879199,0.007445625,0.014248924,0.008132904,0.007229289,0.006288616,0.003772876,0.009223,0.004463185,0.00904282,0.003815921,0.012032994,0.014706298,0.001335851,0.006074327,,,,,,,,,,,,,,,,
79,7,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,42839,74782,302,1424,33,1146,158.1615817,1284.687808,22.28682179,55068,0.449144861,233.5472305,1,0.572851756,0.044869565,260.2852733,278.4115659,73.54590403,19.55791714,14.31782106,255.1157141,232.5542068,21.31724374,3463.766953,0.777929106,0.703153855,0.066214246,0.138518681,0.026851852,0.011750081,0.002129183,0.050416726,0.007193018,0.00404168,0.020677695,0.011408323,0.006631103,0.034793504,0.018729834,0.005778716,0.005216859,0.008150384,0.009784305,0.008441995,0.003470316,0.00208808,0.006709876,0.005522732,0.003276925,0.002320729,0.005224708,0.001650541,0.007030311,0.004150692,0.002811,,,,,,,,,,,,,,,,
79,8,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,37668,81081,895,1418,598,1145,726.0429542,1304.392853,7.312077383,48917,0.854730742,218.9986008,1,0.464572465,0.136760041,325.4928431,388.4340356,73.81734214,22.42182905,18.43908891,193.4641975,168.9541009,44.89906198,1860.422582,0.770039046,0.317868964,0.04508917,0.163407594,0.034459992,0.054005011,0.003589169,0.041120779,0.024277843,0.019057696,0.026494254,0.006953904,0.002322082,0.001944071,0.005281684,0.02152887,0.01145203,0.008451438,0.006651703,0.002613046,0.001683384,0.001428549,0.002818377,0.010608652,0.015338939,0.007140029,0.015787969,0.002987695,0.00193988,0.002636274,0.001343009,,,,,,,,,,,,,,,,
79,9,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,37031,81955,633,1602,448,1159,545.5669034,1387.984878,16.4046916,53040,0.929795467,217.138973,1,0.451845525,0.060958171,388.9083874,452.588113,57.07889277,17.69984006,13.45362405,166.2447685,143.1480802,-13.7094879,2762.941484,0.698171192,0.230180894,0.009277137,0.132937547,0.036989402,0.007075186,0.007917316,0.059253692,0.039086522,0.014167512,0.007511958,0.01350687,0.004672941,0.02266719,0.024406767,0.014946859,0.007755531,0.009280778,0.009836248,0.010461884,0.002740646,0.002362007,0.014575514,0.006794551,0.007630979,0.005087258,0.006741498,0.003834686,0.010073585,0.006930769,0.001717442,,,,,,,,,,,,,,,,
79,10,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,21301,54026,767,1585,540,1347,642.4316699,1453.184264,4.631799306,30200,0.729075144,164.6853835,1,0.394273128,0.215898819,219.2643805,284.8876972,56.30275304,19.08649445,16.2788206,157.0440903,150.0719224,-22.65930699,1113.473268,0.705331126,0.333655781,0.085609509,0.144847561,0.037674837,0.050340909,0.02230596,0.034520894,0.033438911,0.016015636,0.014187348,0.016443767,0.009547358,0.01414793,0.019587661,0.015612921,0.011822015,0.010768376,0.003761633,0.007708373,0.004224502,0.004277119,0.008930071,0.011976987,0.009982282,0.003481967,0.002079927,0.00153465,0.006618667,0.001229197,0.001885996,,,,,,,,,,,,,,,,
79,11,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,33560,63048,1256,1609,972,1387,1135.165077,1492.675417,12.80730114,44764,0.46286392,206.7121649,1,0.532292856,0.078080463,229.1871923,289.1107054,74.46475676,22.72574563,18.43908891,212.4264579,203.1582538,52.96356888,2324.045994,0.749709588,0.511154236,0.096876681,0.187676744,0.035428912,0.021056148,0.009969881,0.013432012,0.014833945,0.020182136,0.032289646,0.005860896,0.012131021,0.005244039,0.011925438,0.009708003,0.007643229,0.005058995,0.004717899,0.011689614,0.00266075,0.014553463,0.003827834,0.007780449,0.004167971,0.003421913,0.007688059,0.007479175,0.006234476,0.003219008,0.000972711,,,,,,,,,,,,,,,,
79,12,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,39262,70434,954,1637,653,1403,798.2712801,1512.377795,6.194728304,48098,0.390577357,223.5842817,1,0.55742965,0.16142758,238.0680288,302.7887052,94,29.65748713,25,225.4252375,219.1583116,-69.43787149,1748.244912,0.816291738,0.545259443,0.063975593,0.218882753,0.005629317,0.022619173,0.019071886,0.0113623,0.003876148,0.010762334,0.028271984,0.014914723,0.005782633,0.030484208,0.00561051,0.00654459,0.010088213,0.009011944,0.005343797,0.004865101,0.001027355,0.001627221,0.003850126,0.00633929,0.011138759,0.005956877,0.015046872,0.004493796,0.003709696,0.000668468,0.00285976,,,,,,,,,,,,,,,,
79,13,Mcf7,nan,0,0,19,nan,3,3,1,1,20240515,50013,80647,825,1837,544,1550,688.9228601,1688.478935,8.064012148,58402,0.763575063,252.3460508,1,0.620147061,0.12400775,317.8834783,360.2846097,89.81091248,31.43717362,27.29468813,214.1877976,205.2634255,44.6130391,2251.240908,0.856357659,0.490570697,0.026403822,0.21716347,0.056833309,0.006537142,0.004817918,0.012068033,0.03968524,0.016231132,0.009662998,0.004394025,0.00279944,0.029043747,0.009809923,0.012939653,0.008238192,0.003370665,0.005673633,0.003642437,0.003529918,0.0087955,0.017338542,0.010785559,0.00689038,0.004691946,0.004351079,0.004376748,0.005501278,0.001323496,0.003284926,,,,,,,,,,,,,,,,
80,1,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,8842,15808,1379,203,1275,51,1328.509839,119.7018774,2.139663244,10877,0.863386109,106.1036477,1,0.559337045,0.467363265,158.1356937,155.9551217,31.40063694,12.0402926,10.81665383,87.73841943,79.78638072,18.70646196,487.5878785,0.812907971,0.45692188,0.093739628,0.12760326,0.067235113,0.059992471,0.032885164,0.006605887,0.035027951,0.018271988,0.009501563,0.030197718,0.017568892,0.013334824,0.004625501,0.00680723,0.01322804,0.004207012,0.004223372,0.009502155,0.012189456,0.00474642,0.002504524,0.00545074,0.014339234,0.011023536,0.005494996,0.010430873,0.003424405,0.004079679,0.009823015,,,,,,,,,,,,,,,,
80,2,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,12618,22797,1038,309,885,160,963.521398,218.9479315,3.787394538,16080,0.734915766,126.7506867,0,0.553493881,0.264033755,163.9888644,191.4706244,44.28317965,15.29079497,13,126.8158995,111.2104261,52.91204663,774.9442636,0.784701493,0.438224178,0.10900692,0.149347715,0.036647144,0.068512787,0.010809299,0.003040326,0.011086201,0.020468026,0.00255318,0.008060475,0.007885212,0.002159391,0.030118682,0.010652342,0.011917762,0.007574338,0.001658805,0.006352208,0.005058409,0.003388586,0.015388332,0.003956814,0.007665028,0.005467141,0.005221883,0.004467482,0.000793697,0.004827296,0.000412623,,,,,,,,,,,,,,,,
80,3,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,36060,67100,1070,402,765,182,899.1562673,319.5151137,3.588939069,45064,0.730315935,214.2732321,1,0.537406855,0.278633875,275.7775975,318.1477644,73.33484847,25.27840645,22.20360331,216.4326434,188.3863061,84.39625573,1275.266161,0.800195278,0.453563132,0.0708038,0.181586848,0.048225181,0.032171036,0.008908098,0.016718823,0.049235278,0.022788727,0.020038744,0.009767698,0.010609314,1.65E-05,0.012374091,0.013486623,0.004556115,0.005926092,0.007094281,0.012360118,0.004662612,0.000579796,0.013218787,0.006119018,0.007820432,0.008968625,0.009804746,0.006919742,0.009975223,0.005104149,0.001842631,,,,,,,,,,,,,,,,
80,4,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,33236,58077,1238,535,995,296,1120.837134,416.3529907,9.81317267,40435,0.450073776,205.711909,1,0.572274739,0.101903842,221.0439279,242.6375898,83.43260753,25.15417424,20.61552813,203.978539,197.3903211,62.9998641,2024.482502,0.821961172,0.678662381,0.00572962,0.200643507,0.026923804,0.004135993,0.010514954,0.057961197,0.004751258,0.007712493,0.003680773,0.00371563,0.012649609,0.016380907,0.012759788,0.007254837,0.000830996,0.003676029,0.004658694,0.011150429,0.007187588,0.018634778,0.005516787,0.002284943,0.001946517,0.001680715,0.002511165,0.001364594,0.003131846,0.006716536,0.002016213,,,,,,,,,,,,,,,,
80,5,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,46977,118174,1847,941,1525,574,1684.384358,752.401175,8.591991381,64285,0.891468928,244.5669113,1,0.39752399,0.116387454,397.5046207,409.0794544,67.62396025,23.63840977,20.24845673,216.7248051,180.1021236,-29.38804442,2252.135352,0.730761453,0.354908071,0.040163849,0.145287425,0.070339445,0.020442812,0.003485317,0.039010712,0.059246813,0.011594488,0.015432678,0.00380551,0.016476638,0.019970052,0.017104732,0.017274524,0.009658791,0.003793394,0.007677608,0.012984055,0.013666099,0.00345879,0.002785676,0.00915892,0.003533188,0.008750003,0.003777029,0.006579545,0.002829844,0.014650564,0.004992436,,,,,,,,,,,,,,,,
80,6,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,13409,26144,1266,822,1094,670,1168.171452,756.1438586,4.50340004,17937,0.589810725,130.6631894,1,0.512890147,0.222054446,159.2095608,175.3082999,41.86884283,13.94113471,12.16552506,147.114375,128.5683309,68.13955624,871.1107858,0.747560908,0.496337382,0.038786044,0.188183496,0.034725278,0.01672329,0.046202571,0.006934205,0.038520373,0.013654623,0.009573915,0.040093161,0.007482656,0.006091097,0.006810788,0.007836199,0.012976256,0.006468803,0.007802305,0.004225981,0.011199889,0.0010272,0.012473749,0.005261499,0.013155868,0.007909072,0.004770543,0.004079024,0.010155697,0.013379298,0.004357929,,,,,,,,,,,,,,,,
80,7,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,40584,89512,1976,930,1708,596,1825.090479,780.4128228,13.2964382,57646,0.734844384,227.3172974,1,0.453391724,0.075208111,316.4829146,343.9258641,61.40032573,20.269464,16.76305461,240.1191836,214.6500265,-9.839873809,2604.054183,0.704021094,0.432144805,0.034812466,0.162284091,0.050694838,0.004446967,0.029281555,0.026560147,0.050092916,0.021452597,0.012650914,0.024201403,0.016884903,0.01266564,0.018862299,0.019813123,0.007571834,0.003574983,0.005054046,0.009669837,0.00855292,0.002915753,0.006799488,0.005003467,0.006219096,0.003154296,0.001203875,0.004755741,0.007571314,0.012544984,0.003735176,,,,,,,,,,,,,,,,
80,8,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,65065,113796,1123,1017,796,669,975.3596404,811.1534773,9.242246453,78610,0.733160436,287.8251743,1,0.571768779,0.108198803,364.8826369,431.7406629,105.4751155,33.56321253,27.89265136,280.6782993,248.1405222,38.94540161,2748.953678,0.827693678,0.444346362,0.08468102,0.18004422,0.030537895,0.059077916,0.005328164,0.012453647,0.023950791,0.027667926,0.006736298,0.004324114,0.008645106,0.004442914,0.012581019,0.023903605,0.010005322,0.018639796,0.003407486,0.006407918,0.002611377,0.007882757,0.006059905,0.00275303,0.008328683,0.009448297,0.007038565,0.006811773,0.007023585,0.003923317,0.00357987,,,,,,,,,,,,,,,,
80,9,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,16554,26640,1280,932,1100,784,1193.991362,856.5865048,7.206826011,21297,0.594118431,145.179914,1,0.621396396,0.138757339,171.8717312,191.4079413,51.97114584,16.18590443,12.72792206,141.8957364,138.249767,79.97693083,1224.414393,0.777292576,0.549449446,0.080088668,0.177667304,0.026248462,0.04299562,0.026851256,0.014548702,0.016533591,0.009015826,0.01611965,0.017878507,0.020142434,0.002490688,0.011460268,0.011452134,0.009478442,0.011032976,0.014163843,0.014111069,0.008975009,0.007141198,0.01176347,0.006805078,0.014440885,0.0076969,0.005410375,0.007591705,0.00362043,0.006502669,0.005754844,,,,,,,,,,,,,,,,
80,10,Mcf7,nan,0,0,1,nan,3,3,1,1,20240515,36057,75544,330,1095,46,829,197.9696592,948.4157861,19.20720278,50005,0.6245941,214.2643187,1,0.477297999,0.052063802,257.5841638,291.3829096,74.33034374,20.09889531,14.76482306,214.4012668,201.1602386,62.32910507,2950.066376,0.721067893,0.528998014,0.091025922,0.172141638,0.024804289,0.031869926,0.014198285,0.008529744,0.015201096,0.008734723,0.022197341,0.011661074,0.011070166,0.008554123,0.00647185,0.005248254,0.007082894,0.006825411,0.011246858,0.008054231,0.005909447,0.016745675,0.004407123,0.005482185,0.009986528,0.001192656,0.00181583,0.003361767,0.000548636,0.010189041,0.003757825,,,,,,,,,,,,,,,,
